"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","id_presupuesto"
A004539,2018-12-23,RECREACION,consumible,consumible_9703,RECREACION7,-2473.5,201812,regular,,,
A004540,2018-12-23,RECREACION,consumible,consumible_12889,RECREACION1,-5998.5,201812,regular,,,
A004541,2018-12-23,RECREACION,invitacion,invitacion: nombre_15,RECREACION8,-4729.5,201812,regular,,,
A004542,2018-12-25,RECREACION,evento,evento_7881,RECREACION9,-3108.0,201812,regular,,,
A004543,2018-12-25,RECREACION,invitacion,invitacion: nombre_11,RECREACION9,-3108.0,201812,regular,,,
A004544,2018-12-25,RECREACION,invitacion,invitacion: nombre_12,RECREACION10,3519.0,201812,regular,,,
A004545,2018-12-25,RECREACION,consumible,consumible_9623,RECREACION7,-2050.5,201812,regular,,,
A004546,2018-12-26,P.VIAJE,transporte,transporte_19,P.VIAJE2,-121477.5,201812,especifico,V059,,P016
A004547,2018-12-26,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE5,-121477.5,201812,especifico,V059,,P016
A004548,2018-12-26,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE6,121465.5,201812,especifico,V059,,P016
A004549,2018-12-27,LIBRE,regalo,regalo: nombre_12,LIBRE5,1241.85,201812,regular,,,
A004550,2018-12-27,HOGAR,consumible,consumible60,HOGAR4,346.5,201812,regular,,,
A004551,2018-12-28,LIBRE,transaccion,transaccion_17,LIBRE3,-1437.15,201812,regular,,,
A004552,2018-12-28,RECREACION,consumible,consumible_9636,RECREACION4,-4941.0,201812,regular,,,
A004553,2018-12-28,RECREACION,consumible,consumible_13169,RECREACION1,-7056.0,201812,regular,,,
A004554,2018-12-28,RECREACION,invitacion,invitacion: nombre_13,RECREACION1,-9876.0,201812,regular,,,
A004555,2018-12-28,RECREACION,recreacion,recreacion_6,RECREACION7,-3178.5,201812,regular,,,
A004556,2018-12-28,RECREACION,evento,evento_7930,RECREACION10,-3178.5,201812,regular,,,
A004557,2018-12-29,RECREACION,evento,evento_7879,RECREACION1,-4236.0,201812,regular,,,
A004558,2018-12-29,RECREACION,consumible,consumible_9488,RECREACION2,-6492.0,201812,regular,,,
A004559,2018-12-29,RECREACION,recreacion,recreacion_7,RECREACION8,-1768.5,201812,regular,,,
A004560,2018-12-29,RECREACION,necesidad,necesidad_14,RECREACION9,-26760.75,201812,regular,,,
A004560-1,2018-12-29,RECREACION,deuda,deuda: nombre_20,RECREACION4,-26760.75,201812,regular,,,
A004561,2018-12-30,RECREACION,consumible,consumible_9546,RECREACION4,-4261.38,201812,regular,,,
A004564,2018-12-30,RECREACION,transporte,transporte_5,RECREACION10,-1416.0,201812,regular,,,
A004565,2018-12-30,RECREACION,evento,"2.evento_6",RECREACION8,-7056.0,201812,regular,,,
A004566,2018-12-30,RECREACION,consumible,consumible_11996,RECREACION4,-2121.0,201812,regular,,,
A004567,2018-12-30,RECREACION,deuda,deuda: nombre_1,RECREACION5,26784.0,201812,regular,,,
A004568,2018-12-30,RECREACION,consumible,consumible_12807,RECREACION3,-6985.5,201812,regular,,,
A004586,2018-12-31,SUSCRIPCION,hogar,hogar_8823,SUSCRIPCION5,-42306.0,201812,regular,,,
A004587,2018-12-31,NECESIDAD,necesidad,necesidad_8,NECESIDAD9,-28206.0,201812,regular,,,
A004588,2019-01-02,P.FORMAL,transporte,transporte: nombre_4,P.FORMAL8,-21156.0,201901,especifico,,,P011
A004589,2019-01-03,RECREACION,necesidad,necesidad_15,RECREACION10,-8.115,201901,regular,,,
A004590,2019-01-03,LIBRE,transaccion,transaccion_5,LIBRE2,-6985.5,201901,regular,,,
A004591,2019-01-05,RECREACION,consumible,consumible_12827,RECREACION3,-14106.0,201901,regular,,,
A004592,2019-01-05,RECREACION,consumible,consumible_10777,RECREACION3,-6351.0,201901,regular,,,
A004593,2019-01-05,RECREACION,recreacion,recreacion_8,RECREACION9,-711.0,201901,regular,,,
A004594,2019-01-05,RECREACION,recreacion,recreacion_13,RECREACION2,-4941.0,201901,regular,,,
A004595,2019-01-05,RECREACION,transporte,transporte_6,RECREACION1,-3531.0,201901,regular,,,
A004596,2019-01-05,RECREACION,consumible,consumible_13555,RECREACION5,-2121.0,201901,regular,,,
A004597,2019-01-05,RECREACION,invitacion,invitacion: nombre_18,RECREACION2,-3178.5,201901,regular,,,
A004598,2019-01-05,RECREACION,invitacion,invitacion: nombre_13,RECREACION3,-3178.5,201901,regular,,,
A004599,2019-01-08,RECREACION,transporte,transporte_7,RECREACION2,-1416.0,201901,regular,,,
A004600,2019-01-08,RECREACION,invitacion,invitacion: nombre_16,RECREACION4,-2121.0,201901,regular,,,
A004601,2019-01-09,NECESIDAD,necesidad,necesidad_2,NECESIDAD9,-7056.0,201901,regular,,,
A004602,2019-01-09,P.GUSTOS,gustos,"5.gustos_13",P.GUSTOS6,-129330.49500000001,201901,especifico,,,P005
A004603,2019-01-11,P.VIAJE,necesidad,necesidad_5,P.VIAJE7,-63739.409999999996,201901,especifico,V059,,P016
A004604,2019-01-12,TRANSPORTE,transporte,transporte_17,TRANSPORTE4,-56406.0,201901,regular,,,
A004605,2019-01-12,NECESIDAD,consumible,consumible_3447,NECESIDAD5,-3460.5,201901,regular,,,
A004606,2019-01-12,RECREACION,evento,evento_7758,RECREACION2,-3108.0,201901,regular,,,
A004607,2019-01-12,RECREACION,invitacion,invitacion: nombre_14,RECREACION5,-3108.0,201901,regular,,,
A004608,2019-01-12,LIBRE,regalo,regalo_14,LIBRE8,-358.5,201901,regular,,,
A004609,2019-01-13,LIBRE,gustos,gustos_506,LIBRE3,-4588.5,201901,regular,,,
A004610,2019-01-14,SUSCRIPCION,hogar,hogar_8933,SUSCRIPCION5,-10510.5,201901,regular,,,
A004611,2019-01-15,LIBRE,transaccion,transaccion_18,LIBRE5,-2582.07,201901,regular,,,
A004619,2019-01-15,P.VIAJE,necesidad,necesidad_6,P.VIAJE8,-643.3199999999999,201901,especifico,V059,,P016
A004620,2019-01-15,NECESIDAD,necesidad,necesidad_5,NECESIDAD5,-711.0,201901,regular,,,
A004621,2019-01-15,NECESIDAD,necesidad,necesidad_4,NECESIDAD4,-358.5,201901,regular,,,
A004623,2019-01-16,P.SALUD,necesidad,necesidad_14,P.SALUD4,-35256.0,201901,especifico,,,P014
A004625,2019-01-20,NECESIDAD,consumible,consumible_3445,NECESIDAD7,-6280.5,201901,regular,,,
A004628,2019-01-21,SUSCRIPCION,hogar,hogar_8923,SUSCRIPCION5,-111.045,201901,regular,,,
A004629,2019-01-21,RECREACION,recreacion,recreacion: nombre_17,RECREACION3,-3531.0,201901,regular,,,
A004630,2019-01-21,NECESIDAD,necesidad,necesidad_5,NECESIDAD3,-6844.5,201901,regular,,,
A004631,2019-01-21,NECESIDAD,necesidad,necesidad_6,NECESIDAD4,-6844.5,201901,regular,,,
A004632,2019-01-22,NECESIDAD,necesidad,necesidad_7,NECESIDAD8,-14106.0,201901,regular,,,
A004635,2019-01-23,P.FORMAL,transporte,transporte: nombre_5,P.FORMAL9,-70506.0,201901,especifico,,,P011
A004638,2019-01-29,NECESIDAD,consumible,consumible_3771,NECESIDAD1,-9100.5,201901,regular,,,
A004639,2019-01-29,LIBRE,consumible,consumible_3087,LIBRE2,-1768.5,201901,regular,,,
A004640,2019-01-30,P.VIAJE,necesidad,necesidad_6,P.VIAJE3,-42987.03,201901,especifico,V052,G036,P037
A004641,2019-01-30,LIBRE,gustos,gustos_519,LIBRE10,-7690.5,201901,regular,,,
A004643,2019-01-31,P.VIAJE,necesidad,necesidad_7,P.VIAJE4,-436.04999999999995,201901,especifico,V052,G036,P037
A004644,2019-01-31,LIBRE,consumible,consumible_3083,LIBRE6,-114.57000000000001,201901,regular,,,
A004647,2019-01-31,SUSCRIPCION,hogar,hogar_8822,SUSCRIPCION6,-42306.0,201901,regular,,,
A004648,2019-01-31,NECESIDAD,necesidad,necesidad_9,NECESIDAD10,-28206.0,201901,regular,,,
A004649,2019-01-31,NECESIDAD,consumible,consumible_7968,NECESIDAD4,-28206.0,201901,regular,,,
A004664,2019-02-02,TRANSPORTE,transporte,transporte_18,TRANSPORTE8,-56406.0,201902,regular,,,
A004665,2019-02-02,RECREACION,evento,evento_7689,RECREACION1,-4095.0,201902,regular,,,
A004666,2019-02-02,RECREACION,invitacion,invitacion: nombre_17,RECREACION6,-4095.0,201902,regular,,,
A004667,2019-02-02,P.RECREACION,regalo,regalo_15,P.RECREACION2,-358.5,201902,especifico,,,P013
A004668,2019-02-02,RECREACION,consumible,consumible_14002,RECREACION8,-11920.5,201902,regular,,,
A004669,2019-02-02,RECREACION,consumible,consumible_13548,RECREACION2,-3178.5,201902,regular,,,
A004670,2019-02-02,RECREACION,recreacion,recreacion_9,RECREACION10,-2544.0,201902,regular,,,
A004671,2019-02-03,RECREACION,evento,evento_7979,RECREACION1,-3319.5,201902,regular,,,
A004672,2019-02-03,RECREACION,deuda,deuda: nombre_14,RECREACION6,-3319.5,201902,regular,,,
A004673,2019-02-03,LIBRE,deuda,deuda: nombre_15,LIBRE6,3519.0,201902,regular,,,
A004674,2019-02-07,NECESIDAD,necesidad,necesidad_3,NECESIDAD10,-7056.0,201902,regular,,,
A004675,2019-02-07,NECESIDAD,necesidad,necesidad_6,NECESIDAD5,-8466.0,201902,regular,,,
A004676,2019-02-08,RECREACION,recreacion,recreacion: nombre_18,RECREACION4,-2826.0,201902,regular,,,
A004679,2019-02-08,HOGAR,hogar,hogar2204,HOGAR8,-711.0,201902,regular,,,
A004680,2019-02-09,LIBRE,gustos,"4.gustos_4",LIBRE1,-7690.5,201902,regular,,,
A004681,2019-02-09,RECREACION,deuda,deuda: nombre_6,RECREACION7,-6985.5,201902,regular,,,
A004682,2019-02-09,RECREACION,invitacion,invitacion: nombre_10,RECREACION7,-1063.5,201902,regular,,,
A004683,2019-02-09,LIBRE,deuda,deuda: nombre_1,LIBRE7,3519.0,201902,regular,,,
A004684,2019-02-10,P.VIAJE,evento,evento_5856,P.VIAJE4,-41495.25,201902,especifico,V052,G036,P037
A004685,2019-02-10,NECESIDAD,necesidad,necesidad_16,NECESIDAD1,-12717.855,201902,regular,,,
A004686,2019-02-10,LIBRE,gustos,gustos_501,LIBRE8,-2050.5,201902,regular,,,
A004687,2019-02-10,HOGAR,manualidad,manualidad_19,HOGAR6,-1805.16,201902,regular,,,
A004688,2019-02-10,RECREACION,evento,evento_7687,RECREACION3,-3108.0,201902,regular,,,
A004689,2019-02-10,RECREACION,deuda,deuda: nombre_3,RECREACION8,-3108.0,201902,regular,,,
A004690,2019-02-10,RECREACION,deuda,deuda: nombre_7,RECREACION9,-3108.0,201902,regular,,,
A004691,2019-02-10,RECREACION,deuda,deuda: nombre_5,RECREACION10,-3108.0,201902,regular,,,
A004692,2019-02-10,LIBRE,deuda,deuda: nombre_4,LIBRE8,1756.5,201902,regular,,,
A004693,2019-02-10,LIBRE,deuda,deuda: nombre_8,LIBRE9,1756.5,201902,regular,,,
A004694,2019-02-10,LIBRE,deuda,deuda: nombre_6,LIBRE10,3096.0,201902,regular,,,
A004695,2019-02-11,RECREACION,recreacion,recreacion_8,RECREACION4,-12343.5,201902,regular,,,
A004696,2019-02-11,LIBRE,transaccion,transaccion_10,LIBRE3,-8184.0,201902,regular,,,
A004697,2019-02-14,SUSCRIPCION,hogar,hogar_8915,SUSCRIPCION3,-10615.545,201902,regular,,,
A004705,2019-02-15,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE7,63796.5,201902,especifico,V059,,P016
A004707,2019-02-16,P.SALUD,necesidad,necesidad_19,P.SALUD9,-105756.0,201902,especifico,,,P014
A004708,2019-02-16,P.SALUD,necesidad,necesidad_20,P.SALUD5,-7416.255,201902,especifico,,,P014
A004709,2019-02-16,P.SALUD,necesidad,necesidad_1,P.SALUD4,-5758.799999999999,201902,especifico,,,P014
A004710,2019-02-16,P.SALUD,necesidad,necesidad_15,P.SALUD6,-5293.5,201902,especifico,,,P014
A004711,2019-02-16,LIBRE,consumible,consumible_2418,LIBRE1,-2121.0,201902,regular,,,
A004712,2019-02-16,NECESIDAD,consumible,consumible_8108,NECESIDAD4,-2121.0,201902,regular,,,
A004713,2019-02-16,HOGAR,hogar,hogar2205,HOGAR9,-1768.5,201902,regular,,,
A004714,2019-02-19,P.VIAJE,necesidad,necesidad_16,P.VIAJE9,-22551.195,201902,especifico,V051,G035,P039
A004714-1,2019-02-19,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE8,-21156.0,201902,especifico,V051,G035,P039
A004714-2,2019-02-19,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE9,-21156.0,201902,especifico,V051,G035,P039
A004714-3,2019-02-19,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE10,-21156.0,201902,especifico,V051,G035,P039
A004715,2019-02-21,NECESIDAD,necesidad,necesidad_19,NECESIDAD1,-21790.5,201902,regular,,,
A004716,2019-02-21,LIBRE,gustos,gustos_723,LIBRE6,-4165.5,201902,regular,,,
A004717,2019-02-21,RECREACION,evento,evento_7800,RECREACION10,-4659.0,201902,regular,,,
A004718,2019-02-22,LIBRE,gustos,"4.gustos_16",LIBRE4,-11286.0,201902,regular,,,
A004719,2019-02-22,NECESIDAD,consumible,consumible_7013,NECESIDAD9,-1416.0,201902,regular,,,
A004720,2019-02-22,NECESIDAD,consumible,consumible_5399,NECESIDAD3,-3361.8,201902,regular,,,
A004721,2019-02-22,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE1,21144.0,201902,especifico,V051,G035,P039
A004722,2019-02-23,NECESIDAD,consumible,consumible_5395,NECESIDAD7,-2910.6000000000004,201902,regular,,,
A004723,2019-02-23,TRANSPORTE,transporte,transporte_19,TRANSPORTE10,-56406.0,201902,regular,,,
A004724,2019-02-23,RECREACION,evento,evento_7760,RECREACION10,-2685.0,201902,regular,,,
A004725,2019-02-23,RECREACION,invitacion,invitacion: nombre_12,RECREACION8,-2685.0,201902,regular,,,
A004726,2019-02-26,P.VIAJE,necesidad,necesidad_17,P.VIAJE1,-866.0999999999999,201902,especifico,V051,G035,P039
A004727,2019-02-28,LIBRE,transaccion,transaccion_19,LIBRE7,-578.4599999999999,201902,regular,,,
A004746,2019-02-28,SUSCRIPCION,hogar,hogar_8821,SUSCRIPCION7,-42306.0,201902,regular,,,
A004747,2019-02-28,NECESIDAD,necesidad,necesidad_10,NECESIDAD1,-28206.0,201902,regular,,,
A004748,2019-02-28,NECESIDAD,consumible,consumible_7961,NECESIDAD1,-28206.0,201902,regular,,,
A004749,2019-02-28,RECREACION,transporte,transporte_8,RECREACION3,-1416.0,201902,regular,,,
A004750,2019-03-01,RECREACION,evento,evento_7813,RECREACION7,-4377.0,201903,regular,,,
A004751,2019-03-01,RECREACION,deuda,deuda: nombre_7,RECREACION1,-4377.0,201903,regular,,,
A004753,2019-03-01,RECREACION,consumible,consumible_11950,RECREACION10,-10510.5,201903,regular,,,
A004754,2019-03-01,RECREACION,consumible,consumible_13545,RECREACION5,-1909.5,201903,regular,,,
A004755,2019-03-01,RECREACION,recreacion,recreacion_10,RECREACION1,-1698.0,201903,regular,,,
A004756,2019-03-01,RECREACION,transporte,transporte_9,RECREACION4,-1063.5,201903,regular,,,
A004757,2019-03-02,NECESIDAD,necesidad,necesidad_18,NECESIDAD2,-358.5,201903,regular,,,
A004758,2019-03-03,RECREACION,consumible,consumible_12987,RECREACION3,-4838.070000000001,201903,regular,,,
A004760,2019-03-04,LIBRE,transaccion,transaccion_17,LIBRE5,1756.5,201903,regular,,,
A004761,2019-03-07,NECESIDAD,necesidad,necesidad_4,NECESIDAD1,-7056.0,201903,regular,,,
A004762,2019-03-08,P.VIAJE,evento,evento_5861,P.VIAJE9,-72903.0,201903,especifico,V065,G046,P041
A004763,2019-03-08,P.VIAJE,evento,evento_5845,P.VIAJE5,-58873.5,201903,especifico,V065,G046,P041
A004764,2019-03-09,LIBRE,consumible,consumible_3119,LIBRE10,-1063.5,201903,regular,,,
A004765,2019-03-09,NECESIDAD,consumible,consumible_3440,NECESIDAD2,-1768.5,201903,regular,,,
A004768,2019-03-09,RECREACION,consumible,consumible_12809,RECREACION1,-8113.5,201903,regular,,,
A004769,2019-03-09,RECREACION,consumible,consumible_13542,RECREACION8,-1768.5,201903,regular,,,
A004770,2019-03-09,RECREACION,recreacion,recreacion_11,RECREACION2,-2121.0,201903,regular,,,
A004771,2019-03-09,LIBRE,deuda,deuda: nombre_8,LIBRE1,4929.0,201903,regular,,,
A004772,2019-03-10,RECREACION,evento,evento_7990,RECREACION10,-3390.0,201903,regular,,,
A004773,2019-03-10,RECREACION,invitacion,invitacion: nombre_13,RECREACION9,-3390.0,201903,regular,,,
A004774,2019-03-11,LIBRE,recreacion,recreacion: nombre_3,LIBRE6,-14106.0,201903,regular,,,
A004775,2019-03-12,LIBRE,deuda,deuda: nombre_9,LIBRE2,-7056.0,201903,regular,,,
A004776,2019-03-12,LIBRE,gustos,gustos_562,LIBRE7,-14035.5,201903,regular,,,
A004777,2019-03-13,LIBRE,deuda,deuda: nombre_10,LIBRE3,7044.0,201903,regular,,,
A004778,2019-03-13,P.VIAJE,transporte,transporte_7,P.VIAJE3,-82350.0,201903,especifico,V061,G042,P040
A004779,2019-03-14,SUSCRIPCION,hogar,hogar_8907,SUSCRIPCION1,-10615.545,201903,regular,,,
A004789,2019-03-15,LIBRE,consumible,consumible_3115,LIBRE4,-640.5,201903,regular,,,
A004790,2019-03-15,P.MANUAL,manualidad,manualidad_12,P.MANUAL8,-28558.5,201903,especifico,,,P009
A004791,2019-03-15,RECREACION,regalo,regalo_16,RECREACION3,-1416.0,201903,regular,,,
A004797,2019-03-16,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE2,65911.5,201903,especifico,V051,G035,P039
A004798,2019-03-16,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE3,8454.0,201903,especifico,V051,G035,P039
A004799,2019-03-16,P.VIAJE,transporte,transporte_20,P.VIAJE10,-31790.925000000003,201903,especifico,V051,G035,P039
A004800,2019-03-16,P.VIAJE,consumible,consumible_11696,P.VIAJE4,-8034.751499999999,201903,especifico,V051,G035,P039
A004801,2019-03-16,P.VIAJE,necesidad,necesidad_12,P.VIAJE5,-23011.2075,201903,especifico,V051,G035,P039
A004802,2019-03-16,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE4,-21692.8575,201903,especifico,V051,G035,P039
A004803,2019-03-16,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE5,-23011.2075,201903,especifico,V051,G035,P039
A004804,2019-03-16,P.VIAJE,necesidad,necesidad_13,P.VIAJE6,-14046.4275,201903,especifico,V051,G035,P039
A004805,2019-03-16,P.VIAJE,necesidad,necesidad_12,P.VIAJE2,-54915.2775,201903,especifico,V051,G035,P039
A004806,2019-03-16,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE6,-8838.945,201903,especifico,V051,G035,P039
A004807,2019-03-16,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE7,-10157.295,201903,especifico,V051,G035,P039
A004808,2019-03-16,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,-11475.644999999999,201903,especifico,V051,G035,P039
A004809,2019-03-16,P.VIAJE,necesidad,necesidad_6,P.VIAJE3,-14112.344999999998,201903,especifico,V051,G035,P039
A004810,2019-03-16,P.VIAJE,necesidad,necesidad_7,P.VIAJE4,-14125.5285,201903,especifico,V051,G035,P039
A004811,2019-03-16,P.VIAJE,necesidad,necesidad_20,P.VIAJE10,-47690.7195,201903,especifico,V051,G035,P039
A004812,2019-03-16,P.VIAJE,necesidad,necesidad_14,P.VIAJE2,-25661.091,201903,especifico,V051,G035,P039
A004813,2019-03-16,P.VIAJE,necesidad,necesidad_14,P.VIAJE4,-4303.821,201903,especifico,V051,G035,P039
A004814,2019-03-16,P.VIAJE,necesidad,necesidad_3,P.VIAJE9,-19333.011,201903,especifico,V051,G035,P039
A004815,2019-03-16,P.VIAJE,necesidad,necesidad_15,P.VIAJE3,-24079.071,201903,especifico,V051,G035,P039
A004816,2019-03-16,P.VIAJE,necesidad,necesidad_10,P.VIAJE4,-41468.1075,201903,especifico,V051,G035,P039
A004817,2019-03-16,P.VIAJE,necesidad,necesidad_1,P.VIAJE8,-25661.091,201903,especifico,V051,G035,P039
A004818,2019-03-16,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,-5226.665999999999,201903,especifico,V051,G035,P039
A004819,2019-03-16,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE9,3289.875,201903,especifico,V051,G035,P039
A004820,2019-03-16,P.VIAJE,necesidad,necesidad_15,P.VIAJE5,-14151.8955,201903,especifico,V051,G035,P039
A004821,2019-03-16,P.VIAJE,necesidad,necesidad_16,P.VIAJE10,-14151.8955,201903,especifico,V051,G035,P039
A004822,2019-03-16,P.VIAJE,necesidad,necesidad_17,P.VIAJE2,-14151.8955,201903,especifico,V051,G035,P039
A004823,2019-03-16,P.VIAJE,consumible,consumible_10438,P.VIAJE2,-11871.15,201903,especifico,V051,G035,P039
A004824,2019-03-16,P.VIAJE,consumible,consumible_10538,P.VIAJE2,-3301.875,201903,especifico,V051,G035,P039
A004825,2019-03-17,P.VIAJE,necesidad,"4.necesidad_20",P.VIAJE7,-35548.575,201903,especifico,V051,G035,P004
A004826,2019-03-17,P.VIAJE,necesidad,necesidad_1,P.VIAJE2,-27862.7355,201903,especifico,V051,G035,P039
A004827,2019-03-17,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,-12042.5355,201903,especifico,V051,G035,P039
A004828,2019-03-17,P.VIAJE,necesidad,necesidad_14,P.VIAJE6,-9985.9095,201903,especifico,V051,G035,P039
A004829,2019-03-17,P.VIAJE,necesidad,necesidad_15,P.VIAJE7,-9972.725999999999,201903,especifico,V051,G035,P039
A004830,2019-03-17,P.VIAJE,necesidad,necesidad_2,P.VIAJE9,-25788.555,201903,especifico,V051,G035,P039
A004831,2019-03-17,P.VIAJE,necesidad,necesidad_4,P.VIAJE10,-29813.8935,201903,especifico,V051,G035,P039
A004832,2019-03-17,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,-29813.8935,201903,especifico,V051,G035,P039
A004833,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE3,-2546.1150000000002,201903,especifico,V051,G035,P039
A004834,2019-03-17,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE4,-2546.1150000000002,201903,especifico,V051,G035,P039
A004835,2019-03-17,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE5,-3934.683,201903,especifico,V051,G035,P039
A004836,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE6,-3934.683,201903,especifico,V051,G035,P039
A004837,2019-03-17,P.VIAJE,consumible,consumible_7105,P.VIAJE5,-3934.683,201903,especifico,V051,G035,P039
A004838,2019-03-17,P.VIAJE,consumible,consumible_10973,P.VIAJE7,-1271.616,201903,especifico,V051,G035,P039
A004839,2019-03-17,P.VIAJE,transporte,transporte_13,P.VIAJE5,-11871.15,201903,especifico,V051,G035,P039
A004840,2019-03-17,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE10,21144.0,201903,especifico,V051,G035,P039
A004841,2019-03-17,P.VIAJE,recreacion,recreacion: nombre_10,P.VIAJE4,-52740.0,201903,especifico,V051,G035,P039
A004842,2019-03-17,TRANSPORTE,transporte,transporte_20,TRANSPORTE2,-56406.0,201903,regular,,,
A004844,2019-03-18,P.VIAJE,evento,evento_5727,P.VIAJE3,-711.0,201903,especifico,V065,G046,P041
A004845,2019-03-18,P.VIAJE,evento,evento_5729,P.VIAJE1,-711.0,201903,especifico,V052,G036,P037
A004847,2019-03-21,P.VIAJE,consumible,consumible_8640,P.VIAJE10,-1980.0,201903,especifico,V052,G036,P037
A004848,2019-03-21,P.VIAJE,consumible,consumible_6859,P.VIAJE1,-1768.5,201903,especifico,V052,G036,P037
A004849,2019-03-21,P.VIAJE,transporte,transporte_6,P.VIAJE6,-13222.635,201903,especifico,V052,G036,P037
A004850,2019-03-21,P.VIAJE,recreacion,recreacion_10,P.VIAJE2,-5505.0,201903,especifico,V052,G036,P037
A004851,2019-03-21,P.VIAJE,consumible,consumible_10338,P.VIAJE2,-7902.0,201903,especifico,V052,G036,P037
A004852,2019-03-21,P.VIAJE,consumible,consumible_8606,P.VIAJE4,-1627.5,201903,especifico,V052,G036,P037
A004853,2019-03-21,P.VIAJE,gustos,gustos_5475,P.VIAJE5,-1416.0,201903,especifico,V052,G036,P037
A004854,2019-03-21,P.VIAJE,consumible,consumible_7822,P.VIAJE8,-2826.0,201903,especifico,V052,G036,P037
A004855,2019-03-21,P.VIAJE,consumible,consumible_10432,P.VIAJE8,-4941.0,201903,especifico,V052,G036,P037
A004856,2019-03-21,P.VIAJE,consumible,consumible_11071,P.VIAJE9,-4941.0,201903,especifico,V052,G036,P037
A004857,2019-03-21,P.VIAJE,consumible,consumible_10970,P.VIAJE10,-2826.0,201903,especifico,V052,G036,P037
A004858,2019-03-21,P.VIAJE,recreacion,recreacion_12,P.VIAJE6,-2826.0,201903,especifico,V052,G036,P037
A004859,2019-03-21,LIBRE,gustos,gustos_580,LIBRE9,14023.5,201903,regular,,,
A004860,2019-03-22,P.VIAJE,transporte,transporte_11,P.VIAJE6,-323.25,201903,especifico,V052,G036,P037
A004861,2019-03-22,P.VIAJE,consumible,consumible_9568,P.VIAJE2,-4941.0,201903,especifico,V052,G036,P037
A004862,2019-03-22,P.VIAJE,consumible,consumible_10967,P.VIAJE3,-1416.0,201903,especifico,V052,G036,P037
A004863,2019-03-22,P.VIAJE,recreacion,recreacion_13,P.VIAJE7,-711.0,201903,especifico,V052,G036,P037
A004864,2019-03-22,P.VIAJE,consumible,consumible_9478,P.VIAJE2,-4200.75,201903,especifico,V052,G036,P037
A004865,2019-03-22,P.VIAJE,consumible,consumible_9476,P.VIAJE4,-633.45,201903,especifico,V052,G036,P037
A004866,2019-03-22,P.VIAJE,consumible,consumible_11280,P.VIAJE10,-1549.9499999999998,201903,especifico,V052,G036,P037
A004867,2019-03-22,P.VIAJE,recreacion,recreacion_14,P.VIAJE8,-111.75,201903,especifico,V052,G036,P037
A004868,2019-03-22,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE1,-323.25,201903,especifico,V052,G036,P037
A004869,2019-03-22,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE2,29.25,201903,especifico,V052,G036,P037
A004870,2019-03-22,P.VIAJE,consumible,consumible_8354,P.VIAJE6,-14106.0,201903,especifico,V052,G036,P037
A004871,2019-03-22,P.VIAJE,gustos,gustos_5186,P.VIAJE4,-3531.0,201903,especifico,V052,G036,P037
A004872,2019-03-22,P.VIAJE,consumible,consumible_7230,P.VIAJE10,-1416.0,201903,especifico,V052,G036,P037
A004873,2019-03-22,P.VIAJE,consumible,consumible_10759,P.VIAJE1,-7056.0,201903,especifico,V052,G036,P037
A004876,2019-03-23,P.VIAJE,transporte,transporte_12,P.VIAJE7,-323.25,201903,especifico,V052,G036,P037
A004877,2019-03-23,P.VIAJE,consumible,consumible_10675,P.VIAJE5,-2826.0,201903,especifico,V052,G036,P037
A004878,2019-03-23,P.VIAJE,consumible,consumible_10430,P.VIAJE10,-4588.5,201903,especifico,V052,G036,P037
A004879,2019-03-23,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE3,-4588.5,201903,especifico,V052,G036,P037
A004880,2019-03-23,P.VIAJE,consumible,consumible_8351,P.VIAJE9,-56406.0,201903,especifico,V052,G036,P037
A004881,2019-03-23,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE4,1404.0,201903,especifico,V052,G036,P037
