"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","id_presupuesto"
A000007,2015-04-29,NECESIDAD,necesidad,necesidad_4,NECESIDAD1,-499.5,201504,regular,,,
A000012,2015-04-30,NECESIDAD,necesidad,necesidad_7,NECESIDAD10,-72973.5,201504,regular,,,
A000013,2015-04-30,NECESIDAD,necesidad,necesidad_8,NECESIDAD1,-1063.5,201504,regular,,,
A000014,2015-04-30,NECESIDAD,necesidad,necesidad_9,NECESIDAD1,-7690.5,201504,regular,,,
A000015,2015-04-30,NECESIDAD,necesidad,necesidad_10,NECESIDAD10,-7056.0,201504,regular,,,
A000016,2015-04-30,HOGAR,hogar,hogar2052,HOGAR6,-1768.5,201504,regular,,,
A000017,2015-04-30,TRANSPORTE,transporte,transporte_11,TRANSPORTE4,-49356.0,201504,regular,,,
A000018,2015-04-30,LIBRE,consumible,consumible_2309,LIBRE10,-3531.0,201504,regular,,,
A000019,2015-04-30,NECESIDAD,necesidad,necesidad_12,NECESIDAD1,-3531.0,201504,regular,,,
A000020,2015-05-02,RECREACION,consumible,consumible_10599,RECREACION1,-4200.75,201505,regular,,,
A000022,2015-05-04,RECREACION,consumible,consumible_9905,RECREACION5,-3531.0,201505,regular,,,
A000026,2015-05-07,HOGAR,hogar,hogar2053,HOGAR7,699.0,201505,regular,,,
A000027,2015-05-07,RECREACION,consumible,consumible_13049,RECREACION1,-1768.5,201505,regular,,,
A000028,2015-05-07,RECREACION,evento,evento_7839,RECREACION1,-5293.5,201505,regular,,,
A000029,2015-05-07,RECREACION,gustos,gustos: nombre_16,RECREACION1,-2826.0,201505,regular,,,
A000031,2015-05-09,NECESIDAD,necesidad,necesidad_13,NECESIDAD7,-4941.0,201505,regular,,,
A000032,2015-05-09,LIBRE,consumible,consumible_6663,LIBRE6,-2121.0,201505,regular,,,
A000033,2015-05-10,HOGAR,hogar,hogar2054,HOGAR8,-3531.0,201505,regular,,,
A000036,2015-05-10,RECREACION,consumible,consumible_12803,RECREACION7,-4941.0,201505,regular,,,
A000037,2015-05-11,P.VIAJE,transporte,transporte_16,P.VIAJE7,-137692.5,201505,especifico,V005,G004,P016
A000038,2015-05-11,NECESIDAD,necesidad,necesidad_17,NECESIDAD3,-7309.095,201505,regular,,,
A000039,2015-05-11,P.VIAJE,evento,evento_5846,P.VIAJE4,-76886.25,201505,especifico,V005,G004,P016
A000041,2015-05-12,NECESIDAD,necesidad,necesidad_18,NECESIDAD1,-7056.0,201505,regular,,,
A000043,2015-05-13,SUSCRIPCION,necesidad,necesidad_19,SUSCRIPCION6,-14106.0,201505,regular,,,
A000045,2015-05-15,LIBRE,consumible,consumible_3843,LIBRE6,-7056.0,201505,regular,V001,G001,
A000046,2015-05-16,LIBRE,consumible,consumible_6636,LIBRE3,-7056.0,201505,regular,,,
A000051,2015-05-17,RECREACION,consumible,consumible_9483,RECREACION7,-10581.0,201505,regular,,,
A000054,2015-05-20,RECREACION,evento,evento_7750,RECREACION10,-14106.0,201505,regular,,,
A000058,2015-05-22,LIBRE,consumible,consumible_2743,LIBRE6,-2121.0,201505,regular,,,
A000059,2015-05-22,LIBRE,consumible,consumible_5484,LIBRE5,-1416.0,201505,regular,,,
A000060,2015-05-22,RECREACION,consumible,consumible_10424,RECREACION6,-3531.0,201505,regular,,,
A000063,2015-05-23,RECREACION,consumible,consumible_10595,RECREACION5,-3178.5,201505,regular,,,
A000072,2015-05-29,RECREACION,consumible,consumible_10421,RECREACION9,-3531.0,201505,regular,,,
A000073,2015-05-29,RECREACION,consumible,consumible_12052,RECREACION8,-3531.0,201505,regular,,,
A000075,2015-05-29,LIBRE,transaccion,transaccion_4,LIBRE9,-3531.0,201505,regular,,,
A000083,2015-06-06,P.FORMAL,transporte,transporte_5,P.FORMAL3,-98706.0,201506,especifico,,,P011
A000084,2015-06-06,P.GUSTOS,gustos,gustos: nombre_19,P.GUSTOS3,-133956.0,201506,especifico,,,P012
A000085,2015-06-06,LIBRE,gustos,gustos_509,LIBRE10,-1768.5,201506,regular,,,
A000087,2015-06-06,HOGAR,hogar,hogar2055,HOGAR9,-2121.0,201506,regular,,,
A000089,2015-06-08,LIBRE,gustos,gustos_566,LIBRE3,-17137.5,201506,regular,,,
A000090,2015-06-08,P.GUSTOS,gustos,gustos_4668,P.GUSTOS6,-75278.145,201506,especifico,,,P012
A000092,2015-06-09,RECREACION,evento,evento_7890,RECREACION10,-3672.0,201506,regular,,,
A000094,2015-06-10,HOGAR,hogar,hogar2056,HOGAR10,-358.5,201506,regular,,,
A000096,2015-06-11,RECREACION,recreacion,recreacion: nombre_18,RECREACION4,-7056.0,201506,regular,,,
A000098,2015-06-12,RECREACION,recreacion,recreacion: nombre_2,RECREACION5,-711.0,201506,regular,,,
A000099,2015-06-12,LIBRE,transaccion,transaccion_6,LIBRE1,-2685.0,201506,regular,,,
A000100,2015-06-12,RECREACION,evento,evento_7968,RECREACION2,-3672.0,201506,regular,,,
A000101,2015-06-12,RECREACION,consumible,consumible_12876,RECREACION4,-9876.0,201506,regular,,,
A000102,2015-06-13,NECESIDAD,necesidad,necesidad_7,NECESIDAD8,-4941.0,201506,regular,,,
A000103,2015-06-13,HOGAR,hogar,hogar2057,HOGAR1,-3531.0,201506,regular,,,
A000108,2015-06-13,RECREACION,consumible,consumible_12125,RECREACION5,-3178.5,201506,regular,,,
A000109,2015-06-13,RECREACION,consumible,consumible_13046,RECREACION4,-2473.5,201506,regular,,,
A000110,2015-06-13,RECREACION,consumible,consumible_9660,RECREACION10,-3531.0,201506,regular,,,
A000113,2015-06-15,SUSCRIPCION,necesidad,necesidad_11,SUSCRIPCION7,-14106.0,201506,regular,,,
A000117,2015-06-18,NECESIDAD,necesidad,necesidad_12,NECESIDAD6,-7056.0,201506,regular,,,
A000119,2015-06-19,RECREACION,consumible,consumible_9901,RECREACION9,-5998.5,201506,regular,,,
A000120,2015-06-20,RECREACION,consumible,consumible_13896,RECREACION4,-5998.5,201506,regular,,,
A000121,2015-06-21,HOGAR,hogar,hogar2058,HOGAR2,-2826.0,201506,regular,,,
A000122,2015-06-21,RECREACION,consumible,consumible_13448,RECREACION2,-10581.0,201506,regular,,,
A000123,2015-06-21,RECREACION,evento,evento_7976,RECREACION4,-3531.0,201506,regular,,,
A000126,2015-06-21,LIBRE,consumible,consumible_2777,LIBRE2,-1416.0,201506,regular,,,
A000132,2015-06-23,RECREACION,regalo,regalo: nombre_7,RECREACION4,-25809.0,201506,regular,,,
A000134,2015-06-24,NECESIDAD,necesidad,necesidad_13,NECESIDAD4,-7309.095,201506,regular,,,
A000135,2015-06-24,NECESIDAD,necesidad,necesidad_14,NECESIDAD5,7297.095,201506,regular,,,
A000136,2015-06-24,NECESIDAD,necesidad,necesidad_15,NECESIDAD6,7297.095,201506,regular,,,
A000137,2015-06-24,NECESIDAD,necesidad,necesidad_16,NECESIDAD7,-7309.095,201506,regular,,,
A000140,2015-06-26,RECREACION,consumible,consumible_12154,RECREACION6,-6351.0,201506,regular,,,
A000141,2015-06-26,LIBRE,gustos,gustos_445,LIBRE4,-2826.0,201506,regular,,,
A000142,2015-06-26,HOGAR,hogar,hogar2059,HOGAR3,-1416.0,201506,regular,,,
A000143,2015-06-27,LIBRE,transaccion,transaccion_17,LIBRE4,-291.525,201506,regular,,,
A000144,2015-06-27,RECREACION,consumible,consumible_9656,RECREACION4,-8889.0,201506,regular,,,
A000146,2015-06-29,TRANSPORTE,transporte,transporte_18,TRANSPORTE9,-28206.0,201506,regular,,,
A000147,2015-06-29,TRANSPORTE,transporte,transporte_19,TRANSPORTE10,-21156.0,201506,regular,,,
A000150,2015-07-03,RECREACION,consumible,consumible_13872,RECREACION8,-6844.5,201507,regular,,,
A000152,2015-07-07,LIBRE,recreacion,recreacion: nombre_7,LIBRE4,-7056.0,201507,regular,,,
A000157,2015-07-10,LIBRE,consumible,consumible_2831,LIBRE8,-3531.0,201507,regular,,,
A000162,2015-07-14,P.SALUD,hogar,hogar: nombre_17,P.SALUD1,-105756.0,201507,especifico,,,P014
A000164,2015-07-17,RECREACION,recreacion,recreacion: nombre_16,RECREACION8,-7056.0,201507,regular,,,
A000165,2015-07-17,RECREACION,recreacion,recreacion_4,RECREACION2,-7056.0,201507,regular,,,
A000166,2015-07-17,RECREACION,consumible,consumible_9897,RECREACION3,-7761.0,201507,regular,,,
A000167,2015-07-17,HOGAR,hogar,hogar2060,HOGAR4,-2826.0,201507,regular,,,
A000168,2015-07-22,NECESIDAD,necesidad,necesidad_5,NECESIDAD5,-3883.5,201507,regular,,,
A000169,2015-07-22,NECESIDAD,necesidad,necesidad_6,NECESIDAD6,-4588.5,201507,regular,,,
A000170,2015-07-22,HOGAR,hogar,hogar2061,HOGAR5,-1416.0,201507,regular,,,
A000171,2015-07-24,RECREACION,consumible,consumible_9893,RECREACION7,-7761.0,201507,regular,,,
A000174,2015-07-25,RECREACION,regalo,regalo: nombre_9,RECREACION5,-3531.0,201507,regular,,,
A000175,2015-07-25,NECESIDAD,necesidad,necesidad_7,NECESIDAD9,-3531.0,201507,regular,,,
A000176,2015-07-25,HOGAR,hogar,hogar2062,HOGAR6,-2826.0,201507,regular,,,
A000177,2015-07-25,RECREACION,consumible,consumible_8882,RECREACION8,-2826.0,201507,regular,,,
A000178,2015-07-25,P.GUSTOS,necesidad,necesidad_8,P.GUSTOS9,-151299.0,201507,especifico,,,P012
A000179,2015-07-25,RECREACION,evento,evento_7797,RECREACION3,-3672.0,201507,regular,,,
A000180,2015-07-25,RECREACION,invitacion,invitacion_6284,RECREACION6,-3672.0,201507,regular,,,
A000181,2015-07-25,RECREACION,invitacion,invitacion_6283,RECREACION7,-3672.0,201507,regular,,,
A000182,2015-07-25,LIBRE,consumible,consumible_2957,LIBRE2,-3531.0,201507,regular,,,
A000183,2015-07-26,NECESIDAD,necesidad,necesidad_9,NECESIDAD8,-7309.095,201507,regular,,,
A000184,2015-07-26,NECESIDAD,necesidad,necesidad_10,NECESIDAD9,-7309.095,201507,regular,,,
A000185,2015-07-26,NECESIDAD,necesidad,necesidad_11,NECESIDAD10,7297.095,201507,regular,,,
A000186,2015-07-26,NECESIDAD,necesidad,necesidad_12,NECESIDAD1,-7366.905000000012,201507,regular,,,
A000187,2015-07-29,LIBRE,consumible,consumible_3723,LIBRE6,-4236.0,201507,regular,,,
A000188,2015-07-29,HOGAR,hogar,hogar2063,HOGAR7,-711.0,201507,regular,,,
A000189,2015-07-31,RECREACION,consumible,consumible_8879,RECREACION1,-9171.0,201507,regular,,,
A000190,2015-07-31,TRANSPORTE,transporte,transporte_13,TRANSPORTE1,-42306.0,201507,regular,,,
A000192,2015-07-31,RECREACION,consumible,consumible_10418,RECREACION2,-4236.0,201507,regular,,,
A000193,2015-07-31,RECREACION,recreacion,recreacion_15,RECREACION3,-2121.0,201507,regular,,,
A000195,2015-08-01,RECREACION,consumible,consumible_12032,RECREACION8,-1134.0,201508,regular,,,
A000196,2015-08-01,RECREACION,consumible,consumible_9890,RECREACION10,3942.0,201508,regular,,,
A000197,2015-08-01,RECREACION,consumible,consumible_9886,RECREACION4,-9030.0,201508,regular,,,
A000198,2015-08-01,HOGAR,hogar,hogar2064,HOGAR8,-711.0,201508,regular,,,
A000201,2015-08-04,RECREACION,recreacion,recreacion: nombre_16,RECREACION9,-4941.0,201508,regular,,,
A000205,2015-08-06,RECREACION,recreacion,recreacion: nombre_18,RECREACION1,-14106.0,201508,regular,,,
A000206,2015-08-07,RECREACION,consumible,consumible_9473,RECREACION7,-10581.0,201508,regular,,,
A000209,2015-08-08,LIBRE,consumible,consumible_2827,LIBRE2,-1416.0,201508,regular,,,
A000210,2015-08-08,LIBRE,consumible,consumible_3858,LIBRE1,-1416.0,201508,regular,,,
A000211,2015-08-08,P.VIAJE,transporte,transporte_19,P.VIAJE4,-8748.0,201508,especifico,V002,G002,P017
A000212,2015-08-08,P.VIAJE,consumible,consumible_7666,P.VIAJE4,-11991.0,201508,especifico,V002,G002,P017
A000213,2015-08-08,P.VIAJE,necesidad,necesidad_20,P.VIAJE3,-24681.0,201508,especifico,V002,G002,P017
A000214,2015-08-08,P.VIAJE,consumible,consumible_7933,P.VIAJE7,-14106.0,201508,especifico,V002,G002,P017
A000215,2015-08-08,P.VIAJE,consumible,consumible_7930,P.VIAJE10,-10581.0,201508,especifico,V002,G002,P017
A000216,2015-08-09,P.VIAJE,consumible,consumible_11923,P.VIAJE7,-1557.0,201508,especifico,V002,G002,P017
A000217,2015-08-09,P.VIAJE,consumible,consumible_9334,P.VIAJE6,-711.0,201508,especifico,V002,G002,P017
A000218,2015-08-09,P.VIAJE,recreacion,recreacion_1,P.VIAJE1,-1416.0,201508,especifico,V002,G002,P017
A000219,2015-08-09,P.VIAJE,consumible,consumible_9103,P.VIAJE7,-11991.0,201508,especifico,V002,G002,P017
A000220,2015-08-09,P.VIAJE,transporte,transporte_2,P.VIAJE10,-7761.0,201508,especifico,V002,G002,P017
A000222,2015-08-10,LIBRE,consumible,consumible_2225,LIBRE4,-711.0,201508,regular,,,
A000223,2015-08-10,RECREACION,transporte,transporte_3,RECREACION5,-711.0,201508,regular,,,
A000224,2015-08-10,RECREACION,recreacion,recreacion: nombre_15,RECREACION2,-4941.0,201508,regular,,,
A000225,2015-08-12,P.FORMAL,necesidad,necesidad_4,P.FORMAL1,-186831.0,201508,especifico,,,P015
A000226,2015-08-12,HOGAR,hogar,hogar2065,HOGAR9,-711.0,201508,regular,,,
A000227,2015-08-12,NECESIDAD,hogar,hogar: nombre_18,NECESIDAD4,-24681.0,201508,regular,,,
A000228,2015-08-12,SUSCRIPCION,necesidad,necesidad_5,SUSCRIPCION8,-14106.0,201508,regular,,,
A000229,2015-08-12,RECREACION,consumible,consumible_12151,RECREACION9,-7056.0,201508,regular,,,
A000231,2015-08-15,RECREACION,consumible,consumible_12875,RECREACION5,-2826.0,201508,regular,,,
A000232,2015-08-16,LIBRE,consumible,consumible_2966,LIBRE3,-7056.0,201508,regular,,,
A000239,2015-08-17,RECREACION,transporte,transporte_7,RECREACION6,-711.0,201508,regular,,,
A000240,2015-08-17,RECREACION,transporte,transporte_8,RECREACION7,-1416.0,201508,regular,,,
A000245,2015-08-18,NECESIDAD,necesidad,necesidad_9,NECESIDAD6,-10440.0,201508,regular,,,
A000246,2015-08-18,RECREACION,transporte,transporte_10,RECREACION8,-711.0,201508,regular,,,
A000247,2015-08-18,HOGAR,hogar,hogar2066,HOGAR10,-711.0,201508,regular,,,
A000248,2015-08-18,NECESIDAD,necesidad,necesidad_11,NECESIDAD3,-7267.5,201508,regular,,,
A000251,2015-08-18,TRANSPORTE,transporte,transporte_14,TRANSPORTE3,-35256.0,201508,regular,,,
A000252,2015-08-18,RECREACION,recreacion,recreacion_15,RECREACION2,-14106.0,201508,regular,,,
A000253,2015-08-19,LIBRE,consumible,consumible: nombre_16,LIBRE7,-3531.0,201508,regular,,,
A000256,2015-08-20,LIBRE,consumible,consumible_2741,LIBRE8,-3531.0,201508,regular,,,
A000257,2015-08-20,LIBRE,consumible,consumible_2125,LIBRE4,-2121.0,201508,regular,,,
A000258,2015-08-21,RECREACION,consumible,consumible_9882,RECREACION8,-7056.0,201508,regular,,,
A000259,2015-08-25,NECESIDAD,necesidad,necesidad_16,NECESIDAD7,-4236.0,201508,regular,,,
A000260,2015-08-25,NECESIDAD,necesidad,necesidad_17,NECESIDAD7,-4236.0,201508,regular,,,
A000263,2015-08-29,P.VIAJE,transporte,transporte_18,P.VIAJE10,-8113.5,201508,especifico,V003,G002,P017
A000264,2015-08-29,P.VIAJE,consumible,consumible_8468,P.VIAJE2,-13683.0,201508,especifico,V003,G002,P017
A000265,2015-08-29,P.VIAJE,consumible,consumible_7592,P.VIAJE8,-4236.0,201508,especifico,V003,G002,P017
A000266,2015-08-29,P.VIAJE,consumible,consumible_11627,P.VIAJE3,-1768.5,201508,especifico,V003,G002,P017
A000267,2015-08-30,P.VIAJE,consumible,consumible_9131,P.VIAJE9,-14106.0,201508,especifico,V003,G002,P017
A000268,2015-08-30,P.VIAJE,recreacion,recreacion_19,P.VIAJE9,-5646.0,201508,especifico,V003,G002,P017
A000270,2015-08-31,LIBRE,transaccion,transaccion_1,LIBRE7,-294.34499999999997,201508,regular,,,
A000280,2015-09-03,TRANSPORTE,transporte,transporte_4,TRANSPORTE7,-35256.0,201509,regular,,,
A000281,2015-09-03,P.VIAJE,evento,evento_5687,P.VIAJE3,-55295.625,201509,especifico,V005,G004,P016
A000282,2015-09-03,P.VIAJE,transporte,transporte_5,P.VIAJE8,-70435.5,201509,especifico,V005,G004,P016
A000283,2015-09-04,P.VIAJE,necesidad,necesidad: nombre_18,P.VIAJE4,-22566.0,201509,especifico,V003,G002,P017
A000284,2015-09-04,RECREACION,consumible,consumible_9463,RECREACION7,-21156.0,201509,regular,,,
A000285,2015-09-05,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION9,-62680.5,201509,especifico,,,P013
A000288,2015-09-05,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION10,-3531.0,201509,especifico,,,P013
A000289,2015-09-05,RECREACION,consumible,consumible_13347,RECREACION3,-4236.0,201509,regular,,,
A000290,2015-09-05,HOGAR,hogar,hogar2067,HOGAR1,-711.0,201509,regular,,,
A000291,2015-09-05,RECREACION,consumible,consumible_9878,RECREACION2,-5998.5,201509,regular,,,
A000292,2015-09-05,RECREACION,consumible,consumible_13043,RECREACION7,-1768.5,201509,regular,,,
A000294,2015-09-11,HOGAR,hogar,hogar2068,HOGAR2,-4236.0,201509,regular,,,
A000295,2015-09-11,RECREACION,consumible,consumible_13330,RECREACION10,-2403.0,201509,regular,,,
A000296,2015-09-11,RECREACION,evento,evento_7832,RECREACION8,-3672.0,201509,regular,,,
A000297,2015-09-11,RECREACION,invitacion,invitacion: nombre_13,RECREACION10,-3672.0,201509,regular,,,
A000298,2015-09-11,LIBRE,transaccion,transaccion_6,LIBRE3,-3249.0,201509,regular,,,
A000299,2015-09-12,P.GUSTOS,gustos,gustos_5035,P.GUSTOS9,-21649.5,201509,especifico,,,P012
A000300,2015-09-12,P.GUSTOS,gustos,gustos_4636,P.GUSTOS8,-14035.5,201509,especifico,,,P012
A000301,2015-09-12,P.GUSTOS,gustos,gustos_4637,P.GUSTOS7,-9523.5,201509,especifico,,,P012
A000302,2015-09-12,P.GUSTOS,gustos,gustos_4745,P.GUSTOS9,-28135.5,201509,especifico,,,P012
A000303,2015-09-12,P.GUSTOS,gustos,gustos_4757,P.GUSTOS7,-6351.0,201509,especifico,,,P012
A000304,2015-09-12,RECREACION,consumible,consumible_12885,RECREACION5,-5646.0,201509,regular,,,
A000305,2015-09-13,NECESIDAD,necesidad,"6.necesidad_14",NECESIDAD9,-40191.0,201509,regular,,,
A000306,2015-09-13,LIBRE,transaccion,transaccion_7,LIBRE9,-1210.845,201509,regular,,,
A000309,2015-09-14,TRANSPORTE,transporte,transporte_10,TRANSPORTE8,9300.0,201509,regular,,,
A000319,2015-09-16,RECREACION,evento,evento_7959,RECREACION1,-3531.0,201509,regular,,,
A000320,2015-09-16,LIBRE,consumible,consumible_2951,LIBRE8,-2967.0,201509,regular,,,
A000321,2015-09-17,LIBRE,deuda,deuda: nombre_12,LIBRE4,-4236.0,201509,regular,,,
A000322,2015-09-18,RECREACION,consumible,consumible_9875,RECREACION5,-5646.0,201509,regular,,,
A000327,2015-09-19,P.FORMAL,transporte,transporte_12,P.FORMAL3,-105756.0,201509,especifico,,,P011
A000328,2015-09-19,RECREACION,consumible,consumible_10591,RECREACION9,-3531.0,201509,regular,,,
A000329,2015-09-19,RECREACION,consumible,consumible_13829,RECREACION1,-7056.0,201509,regular,,,
A000330,2015-09-21,RECREACION,recreacion,recreacion: nombre_7,RECREACION7,-3531.0,201509,regular,,,
A000331,2015-09-21,NECESIDAD,necesidad,necesidad_13,NECESIDAD8,-4588.5,201509,regular,,,
A000332,2015-09-21,LIBRE,deuda,deuda: nombre_17,LIBRE8,-2473.5,201509,regular,,,
A000333,2015-09-21,NECESIDAD,necesidad,necesidad_14,NECESIDAD7,-10434.359999999999,201509,regular,,,
A000334,2015-09-21,TRANSPORTE,transporte,transporte_15,TRANSPORTE1,-33846.0,201509,regular,,,
A000335,2015-09-22,SUSCRIPCION,necesidad,necesidad_16,SUSCRIPCION9,-14106.0,201509,regular,,,
A000338,2015-09-25,P.GUSTOS,gustos,gustos_4787,P.GUSTOS7,-28206.0,201509,especifico,,,P012
A000339,2015-09-25,RECREACION,consumible,consumible_8876,RECREACION4,-7056.0,201509,regular,,,
A000340,2015-09-26,RECREACION,evento,evento_7981,RECREACION9,-3672.0,201509,regular,,,
A000341,2015-09-26,RECREACION,consumible,consumible_12873,RECREACION7,-4800.0,201509,regular,,,
A000342,2015-09-26,RECREACION,consumible,consumible_12374,RECREACION6,-2685.0,201509,regular,,,
A000343,2015-09-26,RECREACION,consumible,consumible_13818,RECREACION2,-1557.0,201509,regular,,,
A000347,2015-09-30,NECESIDAD,necesidad,necesidad_18,NECESIDAD4,-7292.88,201509,regular,,,
A000354,2015-10-01,TRANSPORTE,transporte,transporte_1,TRANSPORTE5,-31731.0,201510,regular,,,
A000357,2015-10-02,NECESIDAD,necesidad,necesidad_2,NECESIDAD1,-7056.0,201510,regular,,,
A000358,2015-10-02,RECREACION,evento,evento_7853,RECREACION7,-1839.0,201510,regular,,,
A000359,2015-10-02,RECREACION,evento,evento_7849,RECREACION1,-1839.0,201510,regular,,,
A000360,2015-10-02,RECREACION,consumible,consumible_13272,RECREACION8,-7056.0,201510,regular,,,
A000361,2015-10-03,LIBRE,deuda,deuda: nombre_18,LIBRE10,-7056.0,201510,regular,,,
A000362,2015-10-03,RECREACION,consumible,consumible_9472,RECREACION8,-10581.0,201510,regular,,,
A000363,2015-10-03,LIBRE,gustos,gustos_601,LIBRE8,-7056.0,201510,regular,,,
A000364,2015-10-09,RECREACION,consumible,consumible_9873,RECREACION7,-3531.0,201510,regular,,,
A000365,2015-10-09,RECREACION,consumible,consumible_12897,RECREACION3,-7056.0,201510,regular,,,
A000366,2015-10-10,LIBRE,gustos,gustos_829,LIBRE10,5634.0,201510,regular,,,
A000367,2015-10-10,LIBRE,gustos,gustos_828,LIBRE1,-11004.0,201510,regular,,,
A000368,2015-10-10,LIBRE,consumible,consumible_2123,LIBRE6,-1768.5,201510,regular,,,
A000369,2015-10-10,LIBRE,consumible,consumible_4511,LIBRE8,-1768.5,201510,regular,,,
A000370,2015-10-11,LIBRE,gustos,gustos_564,LIBRE5,-7056.0,201510,regular,,,
A000371,2015-10-11,HOGAR,hogar,hogar2069,HOGAR3,-2121.0,201510,regular,,,
A000381,2015-10-15,LIBRE,hogar,hogar_189,LIBRE10,-35256.0,201510,regular,,,
A000382,2015-10-15,TRANSPORTE,transporte,transporte_4,TRANSPORTE8,-38781.0,201510,regular,,,
A000383,2015-10-16,RECREACION,consumible,consumible_13789,RECREACION1,-14106.0,201510,regular,,,
A000384,2015-10-18,NECESIDAD,necesidad,necesidad_5,NECESIDAD8,-3657.8999999999996,201510,regular,,,
A000385,2015-10-23,RECREACION,recreacion,recreacion_6,RECREACION3,-3531.0,201510,regular,,,
A000386,2015-10-23,RECREACION,consumible,consumible_11413,RECREACION7,-9171.0,201510,regular,,,
A000387,2015-10-24,RECREACION,consumible,consumible_12801,RECREACION9,-7056.0,201510,regular,,,
A000390,2015-10-25,NECESIDAD,necesidad,necesidad_7,NECESIDAD8,-10434.359999999999,201510,regular,,,
A000391,2015-10-27,RECREACION,evento,evento_7932,RECREACION8,-1416.0,201510,regular,,,
A000392,2015-10-27,LIBRE,consumible,consumible_2524,LIBRE5,-2826.0,201510,regular,,,
A000393,2015-10-27,NECESIDAD,consumible,consumible_4922,NECESIDAD10,-1063.5,201510,regular,,,
A000394,2015-10-27,RECREACION,recreacion,recreacion_8,RECREACION10,7044.0,201510,regular,,,
A000395,2015-10-27,NECESIDAD,necesidad,necesidad_9,NECESIDAD5,-7479.0,201510,regular,,,
A000396,2015-10-27,NECESIDAD,necesidad,necesidad_10,NECESIDAD6,7467.0,201510,regular,,,
A000397,2015-10-27,NECESIDAD,necesidad,necesidad_11,NECESIDAD7,-7479.0,201510,regular,,,
A000398,2015-10-27,LIBRE,transaccion,transaccion_12,LIBRE1,-2582.07,201510,regular,,,
A000406,2015-10-30,RECREACION,deuda,deuda: nombre_11,RECREACION7,-5082.0,201510,regular,,,
A000409,2015-10-30,TRANSPORTE,transporte,transporte_14,TRANSPORTE1,-42306.0,201510,regular,,,
A000410,2015-10-30,SUSCRIPCION,necesidad,necesidad_15,SUSCRIPCION10,-14106.0,201510,regular,,,
A000411,2015-10-30,RECREACION,recreacion,recreacion: nombre_19,RECREACION9,-17631.0,201510,regular,,,
A000413,2015-10-31,RECREACION,recreacion,recreacion_17,RECREACION1,-3531.0,201510,regular,V004,G003,
A000414,2015-10-31,RECREACION,consumible,consumible_13268,RECREACION2,-3531.0,201510,regular,V004,G003,
A000415,2015-10-31,RECREACION,consumible,consumible_9931,RECREACION9,-2896.5,201510,regular,V004,G003,
A000416,2015-10-31,RECREACION,consumible,consumible_13680,RECREACION10,-3883.5,201510,regular,V004,G003,
A000417,2015-11-01,RECREACION,consumible,consumible_12871,RECREACION9,-3531.0,201511,regular,V004,G003,
A000418,2015-11-01,TRANSPORTE,transporte,transporte_18,TRANSPORTE10,-7056.0,201511,regular,V004,G003,
A000419,2015-11-02,RECREACION,deuda,deuda: nombre_12,RECREACION9,2532.0,201511,regular,,,
A000420,2015-11-03,LIBRE,deuda,deuda: nombre_4,LIBRE4,7044.0,201511,regular,,,
A000421,2015-11-03,RECREACION,recreacion,recreacion_19,RECREACION5,-9876.0,201511,regular,,,
A000424,2015-11-04,HOGAR,hogar,hogar2070,HOGAR4,-1063.5,201511,regular,,,
A000425,2015-11-04,LIBRE,transaccion,transaccion_2,LIBRE5,-2403.0,201511,regular,,,
A000426,2015-11-06,NECESIDAD,necesidad,necesidad_3,NECESIDAD9,-7056.0,201511,regular,,,
A000427,2015-11-06,RECREACION,consumible,consumible_9866,RECREACION4,-14581.17,201511,regular,,,
A000428,2015-11-07,NECESIDAD,necesidad,necesidad_4,NECESIDAD7,-21085.5,201511,regular,,,
A000429,2015-11-07,LIBRE,gustos,gustos_558,LIBRE1,-16854.795000000002,201511,regular,,,
A000432,2015-11-07,LIBRE,deuda,deuda: nombre_19,LIBRE5,-3531.0,201511,regular,,,
A000433,2015-11-07,LIBRE,deuda,deuda: nombre_4,LIBRE6,-7056.0,201511,regular,,,
A000434,2015-11-07,LIBRE,consumible,consumible_2158,LIBRE1,-6351.0,201511,regular,,,
A000435,2015-11-08,RECREACION,consumible,consumible_9515,RECREACION5,-1416.0,201511,regular,,,
A000439,2015-11-13,LIBRE,recreacion,recreacion_8,LIBRE9,-14106.0,201511,regular,,,
A000440,2015-11-13,LIBRE,transaccion,transaccion_9,LIBRE3,-1723.3799999999999,201511,regular,,,
A000449,2015-11-13,TRANSPORTE,transporte,transporte_10,TRANSPORTE6,-35256.0,201511,regular,,,
A000450,2015-11-13,HOGAR,hogar,hogar1732,HOGAR6,-35256.0,201511,regular,,,
A000451,2015-11-14,LIBRE,manualidad,manualidad_11,LIBRE4,-7408.5,201511,regular,,,
A000452,2015-11-14,NECESIDAD,necesidad,necesidad_12,NECESIDAD3,-5025.6,201511,regular,,,
A000453,2015-11-14,RECREACION,recreacion,recreacion_13,RECREACION4,-1416.0,201511,regular,,,
A000454,2015-11-14,LIBRE,deuda,deuda: nombre_9,LIBRE9,-1416.0,201511,regular,,,
A000455,2015-11-14,LIBRE,deuda,deuda: nombre_20,LIBRE1,1404.0,201511,regular,,,
