"id","fecha","razon_uso","descripcion","lugar_de_uso","monto","id_deuda","periodo_fact_c_diaria","nombre_deudor","periodo_id_deuda"
A004547,2018-12-26,P.VIAJE,deuda: nombre_14,P.VIAJE5,-121477.5,D059,201812,nombre_14,201812
A004548,2018-12-26,P.VIAJE,deuda: nombre_15,P.VIAJE6,121465.5,D059,201812,nombre_15,201812
A004560-1,2018-12-29,RECREACION,deuda: nombre_20,RECREACION4,-26760.75,D060,201812,nombre_20,201812
A004567,2018-12-30,RECREACION,deuda: nombre_1,RECREACION5,26784.0,D060,201812,nombre_1,201812
A004672,2019-02-03,RECREACION,deuda: nombre_14,RECREACION6,-3319.5,D061,201902,nombre_14,201902
A004673,2019-02-03,LIBRE,deuda: nombre_15,LIBRE6,3519.0,D061,201902,nombre_15,201902
A004681,2019-02-09,RECREACION,deuda: nombre_6,RECREACION7,-6985.5,D062,201902,nombre_6,201902
A004683,2019-02-09,LIBRE,deuda: nombre_1,LIBRE7,3519.0,D062,201902,nombre_1,201902
A004689,2019-02-10,RECREACION,deuda: nombre_3,RECREACION8,-3108.0,D063,201902,nombre_3,201902
A004690,2019-02-10,RECREACION,deuda: nombre_7,RECREACION9,-3108.0,D063,201902,nombre_7,201902
A004691,2019-02-10,RECREACION,deuda: nombre_5,RECREACION10,-3108.0,D063,201902,nombre_5,201902
A004692,2019-02-10,LIBRE,deuda: nombre_4,LIBRE8,1756.5,D063,201902,nombre_4,201902
A004693,2019-02-10,LIBRE,deuda: nombre_8,LIBRE9,1756.5,D063,201902,nombre_8,201902
A004694,2019-02-10,LIBRE,deuda: nombre_6,LIBRE10,3096.0,D063,201902,nombre_6,201902
A004705,2019-02-15,P.VIAJE,deuda: nombre_15,P.VIAJE7,63796.5,D059,201902,nombre_15,201812
A004714-1,2019-02-19,P.VIAJE,deuda: nombre_2,P.VIAJE8,-21156.0,D064,201902,nombre_2,201902
A004714-2,2019-02-19,P.VIAJE,deuda: nombre_12,P.VIAJE9,-21156.0,D064,201902,nombre_12,201902
A004714-3,2019-02-19,P.VIAJE,deuda: nombre_14,P.VIAJE10,-21156.0,D064,201902,nombre_14,201902
A004721,2019-02-22,P.VIAJE,deuda: nombre_3,P.VIAJE1,21144.0,D064,201902,nombre_3,201902
A004751,2019-03-01,RECREACION,deuda: nombre_7,RECREACION1,-4377.0,D065,201903,nombre_7,201903
A004771,2019-03-09,LIBRE,deuda: nombre_8,LIBRE1,4929.0,D065,201903,nombre_8,201903
A004775,2019-03-12,LIBRE,deuda: nombre_9,LIBRE2,-7056.0,D066,201903,nombre_9,201903
A004777,2019-03-13,LIBRE,deuda: nombre_10,LIBRE3,7044.0,D066,201903,nombre_10,201903
A004797,2019-03-16,P.VIAJE,deuda: nombre_5,P.VIAJE2,65911.5,D064,201903,nombre_5,201902
A004798,2019-03-16,P.VIAJE,deuda: nombre_13,P.VIAJE3,8454.0,D064,201903,nombre_13,201902
A004802,2019-03-16,P.VIAJE,deuda: nombre_11,P.VIAJE4,-21692.8575,D064,201903,nombre_11,201902
A004803,2019-03-16,P.VIAJE,deuda: nombre_15,P.VIAJE5,-23011.2075,D064,201903,nombre_15,201902
A004806,2019-03-16,P.VIAJE,deuda: nombre_13,P.VIAJE6,-8838.945,D064,201903,nombre_13,201902
A004807,2019-03-16,P.VIAJE,deuda: nombre_14,P.VIAJE7,-10157.295,D064,201903,nombre_14,201902
A004818,2019-03-16,P.VIAJE,deuda: nombre_7,P.VIAJE8,-5226.665999999999,D064,201903,nombre_7,201902
A004819,2019-03-16,P.VIAJE,deuda: nombre_8,P.VIAJE9,3289.875,D064,201903,nombre_8,201902
A004840,2019-03-17,P.VIAJE,deuda: nombre_15,P.VIAJE10,21144.0,D064,201903,nombre_15,201902
A004868,2019-03-22,P.VIAJE,deuda: nombre_20,P.VIAJE1,-323.25,D230,201903,nombre_20,201903
A004869,2019-03-22,P.VIAJE,deuda: nombre_1,P.VIAJE2,29.25,D230,201903,nombre_1,201903
A004879,2019-03-23,P.VIAJE,deuda: nombre_11,P.VIAJE3,-4588.5,D226,201903,nombre_11,201903
A004881,2019-03-23,P.VIAJE,deuda: nombre_16,P.VIAJE4,1404.0,D226,201903,nombre_16,201903
A004882,2019-03-23,P.VIAJE,deuda: nombre_2,P.VIAJE5,1404.0,D226,201903,nombre_2,201903
A004909,2019-03-25,P.VIAJE,deuda: nombre_18,P.VIAJE6,-5434.5,D067,201903,nombre_18,201903
A004912,2019-03-26,P.VIAJE,deuda: nombre_19,P.VIAJE7,5422.5,D067,201903,nombre_19,201903
A004945,2019-03-31,RECREACION,deuda: nombre_1,RECREACION2,-8818.5,D068,201903,nombre_1,201903
A004960,2019-04-06,RECREACION,deuda: nombre_5,RECREACION3,-3319.5,D069,201904,nombre_5,201904
A004961,2019-04-06,RECREACION,deuda: nombre_7,RECREACION4,-3319.5,D069,201904,nombre_7,201904
A004963,2019-04-06,LIBRE,deuda: nombre_8,LIBRE5,3519.0,D069,201904,nombre_8,201904
A004967,2019-04-06,LIBRE,deuda: nombre_6,LIBRE6,3519.0,D069,201904,nombre_6,201904
A004971,2019-04-07,RECREACION,deuda: nombre_10,RECREACION5,-10228.5,D070,201904,nombre_10,201904
A004972,2019-04-07,RECREACION,deuda: nombre_11,RECREACION6,10569.0,D070,201904,nombre_11,201904
A004984,2019-04-10,LIBRE,deuda: nombre_2,LIBRE7,8806.5,D068,201904,nombre_2,201903
A004989,2019-04-13,P.VIAJE,deuda: nombre_7,P.VIAJE8,7044.0,D229,201904,nombre_7,201904
A004990-1,2019-04-13,P.VIAJE,deuda: nombre_8,P.VIAJE9,-7056.0,D229,201904,nombre_8,201904
A005136,2019-05-08,LIBRE,deuda: nombre_3,LIBRE9,-3531.0,D071,201905,nombre_3,201905
A005137,2019-05-09,P.VIAJE,deuda: nombre_16,P.VIAJE10,-63808.5,D059,201905,nombre_16,201812
A005144,2019-05-09,LIBRE,deuda: nombre_2,LIBRE1,3519.0,D071,201905,nombre_2,201905
A005208,2019-05-29,RECREACION,deuda: nombre_11,RECREACION8,-1028.25,D073,201905,nombre_11,201905
A005209,2019-05-29,LIBRE,deuda: nombre_12,LIBRE2,346.5,D073,201905,nombre_12,201905
A005260,2019-06-08,P.VIAJE,deuda: nombre_8,P.VIAJE1,7044.0,D074,201906,nombre_8,201906
A005261,2019-06-08,P.VIAJE,deuda: nombre_14,P.VIAJE2,14094.0,D074,201906,nombre_14,201906
A005262,2019-06-08,P.VIAJE,deuda: nombre_5,P.VIAJE3,7044.0,D074,201906,nombre_5,201906
A005263,2019-06-08,P.VIAJE,deuda_6126,P.VIAJE4,-57745.5,D074,201906,Varios,201906
A005352,2019-06-19,RECREACION,deuda: nombre_8,RECREACION10,-3601.5,D000,201906,nombre_8,201604
A005354,2019-06-21,P.VIAJE,deuda: nombre_4,P.VIAJE4,-19182.0,D000,201906,nombre_4,201604
A005361,2019-06-22,RECREACION,deuda: nombre_16,RECREACION1,-2473.5,D075,201906,nombre_16,201906
A005362,2019-06-22,RECREACION,deuda: nombre_4,RECREACION2,-2755.5,D075,201906,nombre_4,201906
A005363,2019-06-22,RECREACION,deuda: nombre_18,RECREACION3,-7479.0,D075,201906,nombre_18,201906
A005364,2019-06-22,RECREACION,deuda: nombre_15,RECREACION4,-2121.0,D075,201906,nombre_15,201906
A005365,2019-06-22,LIBRE,deuda: nombre_19,LIBRE3,14799.0,D075,201906,nombre_19,201906
A005426,2019-07-08,HOGAR,deuda: nombre_10,HOGAR3,7044.0,D076,201907,nombre_10,201907
A005430,2019-07-08,HOGAR,deuda: nombre_2,HOGAR4,-5117.25,D076,201907,nombre_2,201907
A005432,2019-07-08,HOGAR,deuda: nombre_19,HOGAR5,-2996.61,D076,201907,nombre_19,201907
A005448,2019-07-12,LIBRE,deuda: nombre_2,LIBRE7,2109.0,D077,201907,nombre_2,201907
A005449,2019-07-12,RECREACION,deuda: nombre_3,RECREACION5,-1557.0,D077,201907,nombre_3,201907
A005450,2019-07-12,RECREACION,deuda: nombre_4,RECREACION6,-608.7750000000001,D077,201907,nombre_4,201907
A005492,2019-07-28,HOGAR,deuda: nombre_12,HOGAR6,3519.0,D078,201907,nombre_12,201907
A005495,2019-07-28,HOGAR,deuda462,HOGAR6,-1768.5,D078,201907,Varios,201907
A005496,2019-07-28,HOGAR,deuda483,HOGAR7,-2755.5,D078,201907,Varios,201907
A005499,2019-07-29,LIBRE,deuda: nombre_16,LIBRE8,-3531.0,D079,201907,nombre_16,201907
A005505,2019-07-31,LIBRE,deuda: nombre_17,LIBRE10,1404.0,D079,201907,nombre_17,201907
A005510,2019-08-01,RECREACION,deuda: nombre_3,RECREACION7,31719.0,D080,201908,nombre_3,201908
A005515,2019-08-01,RECREACION,deuda: nombre_4,RECREACION8,-31731.0,D080,201908,nombre_4,201908
A005520,2019-08-02,RECREACION,deuda: nombre_13,RECREACION9,35244.0,D081,201908,nombre_13,201908
A005522,2019-08-03,RECREACION,deuda: nombre_11,RECREACION10,-4800.0,D081,201908,nombre_11,201908
A005523,2019-08-03,RECREACION,deuda_8259,RECREACION1,-10510.5,D081,201908,Varios,201908
A005524,2019-08-03,RECREACION,deuda_8270,RECREACION10,-2544.0,D081,201908,Varios,201908
A005525,2019-08-03,RECREACION,deuda_8192,RECREACION8,-6351.0,D081,201908,Varios,201908
A005526,2019-08-03,RECREACION,deuda: nombre_5,RECREACION1,-13048.5,D081,201908,nombre_5,201908
A005527,2019-08-03,RECREACION,deuda_8256,RECREACION4,-4236.0,D081,201908,Varios,201908
A005528,2019-08-03,RECREACION,deuda_8242,RECREACION8,-1768.5,D081,201908,Varios,201908
A005529,2019-08-03,RECREACION,deuda_8260,RECREACION10,-2050.5,D081,201908,Varios,201908
A005530,2019-08-03,RECREACION,deuda_8188,RECREACION2,-1416.0,D081,201908,Varios,201908
A005531,2019-08-04,RECREACION,deuda_8241,RECREACION9,-2649.75,D081,201908,Varios,201908
A005532,2019-08-04,HOGAR,deuda: nombre_14,HOGAR7,35244.0,D082,201908,nombre_14,201908
A005534,2019-08-04,HOGAR,deuda406,HOGAR10,-1486.5,D082,201908,Varios,201908
A005535,2019-08-04,HOGAR,deuda459,HOGAR3,-5143.335,D082,201908,Varios,201908
A005536,2019-08-04,HOGAR,deuda384,HOGAR8,-1063.5,D082,201908,Varios,201908
A005537,2019-08-04,HOGAR,deuda404,HOGAR8,-2050.5,D082,201908,Varios,201908
A005538,2019-08-04,HOGAR,deuda453,HOGAR7,-3531.0,D082,201908,Varios,201908
A005539,2019-08-04,HOGAR,deuda431,HOGAR5,-33705.0,D082,201908,Varios,201908
A005540,2019-08-04,HOGAR,deuda412,HOGAR6,-1768.5,D082,201908,Varios,201908
A005564,2019-08-10,P.VIAJE,deuda: nombre_15,P.VIAJE5,-5082.0,D084,201908,nombre_15,201908
A005566,2019-08-10,P.VIAJE,deuda: nombre_16,P.VIAJE6,5634.0,D084,201908,nombre_16,201908
A005593,2019-08-22,P.VIAJE,deuda: nombre_10,P.VIAJE7,-35256.0,D085,201908,nombre_10,201908
A005594,2019-08-22,P.VIAJE,deuda: nombre_13,P.VIAJE8,-35256.0,D085,201908,nombre_13,201908
A005595,2019-08-22,P.VIAJE,deuda: nombre_2,P.VIAJE9,-35256.0,D085,201908,nombre_2,201908
A005596,2019-08-22,P.VIAJE,deuda: nombre_9,P.VIAJE10,-35256.0,D085,201908,nombre_9,201908
A005636,2019-09-06,P.VIAJE,deuda: nombre_10,P.VIAJE1,44973.0,D085,201909,nombre_10,201908
A005638,2019-09-06,P.VIAJE,deuda: nombre_11,P.VIAJE2,-9735.0,D085,201909,nombre_11,201908
A005639,2019-09-06,P.VIAJE,deuda: nombre_14,P.VIAJE3,-9735.0,D085,201909,nombre_14,201908
A005640,2019-09-06,P.VIAJE,deuda: nombre_3,P.VIAJE4,-9735.0,D085,201909,nombre_3,201908
A005641,2019-09-06,P.VIAJE,deuda: nombre_11,P.VIAJE5,-9735.0,D085,201909,nombre_11,201908
A005642,2019-09-06,P.VIAJE,deuda: nombre_5,P.VIAJE6,-44985.0,D085,201909,nombre_5,201908
A005643,2019-09-06,P.VIAJE,deuda: nombre_7,P.VIAJE7,-44985.0,D085,201909,nombre_7,201908
A005644,2019-09-06,P.VIAJE,deuda: nombre_8,P.VIAJE8,-44985.0,D085,201909,nombre_8,201908
A005652,2019-09-08,RECREACION,deuda: nombre_15,RECREACION2,-8994.75,D086,201909,nombre_15,201909
A005655,2019-09-08,LIBRE,deuda: nombre_16,LIBRE2,7044.0,D086,201909,nombre_16,201909
A005662,2019-09-09,P.VIAJE,deuda: nombre_12,P.VIAJE9,44937.75,D085,201909,nombre_12,201908
A005664,2019-09-10,P.VIAJE,deuda: nombre_19,P.VIAJE10,-205663.665,D094,201909,nombre_19,201909
A005676,2019-09-15,RECREACION,deuda_8219,RECREACION1,-8028.9,D087,201909,Varios,201909
A005677,2019-09-15,RECREACION,deuda_8247,RECREACION3,-492.45000000000005,D087,201909,Varios,201909
A005678,2019-09-15,RECREACION,deuda: nombre_4,RECREACION3,-14770.109999999999,D087,201909,nombre_4,201909
A005679,2019-09-15,RECREACION,deuda_8258,RECREACION2,-13965.0,D087,201909,Varios,201909
A005680,2019-09-15,LIBRE,deuda: nombre_20,LIBRE3,28194.0,D087,201909,nombre_20,201909
A005687,2019-09-17,P.VIAJE,deuda: nombre_4,P.VIAJE1,44651.520000000004,D085,201909,nombre_4,201908
A005688,2019-09-18,P.VIAJE,deuda: nombre_6,P.VIAJE2,44409.0,D085,201909,nombre_6,201908
A005693,2019-09-19,LIBRE,deuda: nombre_3,LIBRE4,-134864.04,D088,201909,nombre_3,201909
A005695,2019-09-20,LIBRE,deuda: nombre_4,LIBRE5,-1213.665,D088,201909,nombre_4,201909
A005696,2019-09-20,P.VIAJE,deuda: nombre_9,P.VIAJE3,44973.0,D085,201909,nombre_9,201908
A005709,2019-09-21,P.VIAJE,deuda: nombre_8,P.VIAJE4,42294.0,D085,201909,nombre_8,201908
A005717,2019-09-21,P.VIAJE,deuda: nombre_6,P.VIAJE5,-31027.41,D085,201909,nombre_6,201908
A005718,2019-09-21,P.VIAJE,deuda: nombre_13,P.VIAJE6,21144.0,D085,201909,nombre_13,201908
A005719,2019-09-22,P.VIAJE,deuda: nombre_15,P.VIAJE7,42294.0,D085,201909,nombre_15,201908
A005728,2019-09-23,LIBRE,deuda: nombre_3,LIBRE6,7044.0,D085,201909,nombre_3,201908
A005744,2019-09-26,LIBRE,deuda: nombre_11,LIBRE7,3519.0,D089,201909,nombre_11,201909
A005856,2019-10-05,LIBRE,deuda: nombre_12,LIBRE8,-3531.0,D089,201910,nombre_12,201909
A005870,2019-10-07,LIBRE,deuda: nombre_11,LIBRE9,-14106.0,D090,201910,nombre_11,201910
A005872,2019-10-07,LIBRE,deuda: nombre_4,LIBRE10,14094.0,D090,201910,nombre_4,201910
A005879,2019-10-09,LIBRE,deuda: nombre_8,LIBRE1,136059.705,D088,201910,nombre_8,201909
A005896,2019-10-12,RECREACION,deuda: nombre_3,RECREACION4,15856.5,D091,201910,nombre_3,201910
A005897,2019-10-12,RECREACION,deuda: nombre_10,RECREACION5,15856.5,D091,201910,nombre_10,201910
A005898,2019-10-12,RECREACION,deuda: nombre_4,RECREACION6,-15868.5,D091,201910,nombre_4,201910
A005899,2019-10-12,RECREACION,deuda: nombre_11,RECREACION7,-15868.5,D091,201910,nombre_11,201910
A005935,2019-10-22,RECREACION,deuda_8252,RECREACION8,-2015.25,D209,201910,Varios,201910
A005936,2019-10-22,RECREACION,deuda_8248,RECREACION2,-2085.75,D209,201910,Varios,201910
A005937,2019-10-22,RECREACION,deuda_8253,RECREACION7,-1204.5,D209,201910,Varios,201910
A005938,2019-10-22,RECREACION,deuda: nombre_20,RECREACION8,-1169.25,D209,201910,nombre_20,201910
A005939,2019-10-22,RECREACION,deuda: nombre_2,RECREACION9,-993.0,D209,201910,nombre_2,201910
A005940,2019-10-22,RECREACION,deuda: nombre_11,RECREACION10,-1521.75,D209,201910,nombre_11,201910
A005941,2019-10-22,RECREACION,deuda: nombre_4,RECREACION1,-816.75,D209,201910,nombre_4,201910
A005942,2019-10-22,RECREACION,deuda: nombre_3,RECREACION2,-1063.5,D209,201910,nombre_3,201910
A005943,2019-10-22,RECREACION,deuda: nombre_18,RECREACION3,-2121.0,D209,201910,nombre_18,201910
A005944,2019-10-22,RECREACION,deuda: nombre_19,RECREACION4,-711.0,D209,201910,nombre_19,201910
A005945,2019-10-22,RECREACION,deuda: nombre_2,RECREACION5,-1239.75,D209,201910,nombre_2,201910
A005947,2019-10-24,RECREACION,deuda_8249,RECREACION1,-8466.0,D209,201910,Varios,201910
A005948,2019-10-24,RECREACION,deuda_8251,RECREACION9,-1416.0,D209,201910,Varios,201910
A005949,2019-10-24,RECREACION,deuda: nombre_17,RECREACION6,-4236.0,D209,201910,nombre_17,201910
A005950,2019-10-24,RECREACION,deuda: nombre_5,RECREACION7,-1416.0,D209,201910,nombre_5,201910
A005951,2019-10-24,RECREACION,deuda: nombre_16,RECREACION8,-4236.0,D209,201910,nombre_16,201910
A005952,2019-10-24,RECREACION,deuda: nombre_13,RECREACION9,-1416.0,D209,201910,nombre_13,201910
A005956,2019-10-24,RECREACION,deuda: nombre_2,RECREACION1,17619.0,D092,201910,nombre_2,201910
A005958,2019-10-24,RECREACION,deuda: nombre_16,RECREACION9,-8889.0,D092,201910,nombre_16,201910
A005959,2019-10-24,RECREACION,deuda: nombre_17,RECREACION3,-8889.0,D092,201910,nombre_17,201910
A005960,2019-10-24,RECREACION,deuda: nombre_5,RECREACION3,-8889.0,D092,201910,nombre_5,201910
A005961,2019-10-24,RECREACION,deuda: nombre_3,RECREACION7,-8889.0,D092,201910,nombre_3,201910
A005962,2019-10-24,RECREACION,deuda: nombre_6,RECREACION3,-8889.0,D092,201910,nombre_6,201910
A005963,2019-10-24,RECREACION,deuda: nombre_3,RECREACION2,26643.0,D092,201910,nombre_3,201910
A005985,2019-10-29,LIBRE,deuda: nombre_11,LIBRE2,2814.0,D093,201910,nombre_11,201910
A005986,2019-10-29,LIBRE,deuda: nombre_4,LIBRE3,1404.0,D093,201910,nombre_4,201910
A005992,2019-10-29,LIBRE,deuda: nombre_3,LIBRE4,-1997.625,D093,201910,nombre_3,201910
A006000,2019-10-31,LIBRE,deuda: nombre_12,LIBRE5,2109.0,D093,201910,nombre_12,201910
A006001,2019-10-31,RECREACION,deuda: nombre_11,RECREACION10,14869.5,D209,201910,nombre_11,201910
A006001-1,2019-10-31,RECREACION,deuda: nombre_12,RECREACION1,21144.0,D209,201910,nombre_12,201910
A006009,2019-11-01,P.VIAJE,deuda: nombre_9,P.VIAJE8,-480566.43,D094,201911,nombre_9,201909
A006033,2019-11-03,RECREACION,deuda: nombre_9,RECREACION2,-4024.5,D095,201911,nombre_9,201911
A006034,2019-11-03,RECREACION,deuda: nombre_18,RECREACION3,7044.0,D095,201911,nombre_18,201911
A006046,2019-11-11,RECREACION,deuda: nombre_16,RECREACION4,-8395.5,D102,201911,nombre_16,201911
A006071,2019-11-16,P.MANUAL,deuda: nombre_6,P.MANUAL3,9864.0,D096,201911,nombre_6,201911
A006072,2019-11-16,P.MANUAL,deuda: nombre_13,P.MANUAL4,-4941.0,D096,201911,nombre_13,201911
A006082,2019-11-18,LIBRE,deuda: nombre_6,LIBRE6,14094.0,D097,201911,nombre_6,201911
A006083,2019-11-18,LIBRE,deuda: nombre_8,LIBRE7,28194.0,D097,201911,nombre_8,201911
A006084,2019-11-18,LIBRE,deuda: nombre_12,LIBRE8,-8818.5,D097,201911,nombre_12,201911
A006085,2019-11-18,LIBRE,deuda: nombre_9,LIBRE9,-8818.5,D097,201911,nombre_9,201911
A006086,2019-11-18,LIBRE,deuda: nombre_10,LIBRE10,-8818.5,D097,201911,nombre_10,201911
A006087,2019-11-18,LIBRE,deuda: nombre_8,LIBRE1,-8818.5,D097,201911,nombre_8,201911
A006095,2019-11-21,RECREACION,deuda: nombre_10,RECREACION5,-4236.0,D098,201911,nombre_10,201911
A006101,2019-11-25,P.VIAJE,deuda: nombre_3,P.VIAJE1,-165557.625,D099,201911,nombre_3,202001
A006102,2019-11-25,P.VIAJE,deuda: nombre_4,P.VIAJE10,-165557.625,D099,201911,nombre_4,202001
A006103,2019-11-25,P.VIAJE,deuda: nombre_1,P.VIAJE7,-165557.625,D099,201911,nombre_1,202001
A006104,2019-11-27,P.VIAJE,deuda: nombre_10,P.VIAJE9,480804.0,D094,201911,nombre_10,201909
A006105,2019-11-27,P.VIAJE,deuda: nombre_20,P.VIAJE10,200919.0,D094,201911,nombre_20,201909
A006114,2019-11-28,LIBRE,deuda: nombre_13,LIBRE2,4224.0,D098,201911,nombre_13,201911
A006122,2019-11-29,RECREACION,deuda: nombre_18,RECREACION6,-198964.05,D104,201911,nombre_18,201911
A006123,2019-11-29,RECREACION,deuda: nombre_19,RECREACION7,176244.0,D104,201911,nombre_19,201911
A006130,2019-12-01,RECREACION,deuda: nombre_9,RECREACION8,-4306.5,D100,201912,nombre_9,201912
A006132,2019-12-01,RECREACION,deuda: nombre_18,RECREACION9,14094.0,D100,201912,nombre_18,201912
A006133,2019-12-01,RECREACION,deuda: nombre_10,RECREACION10,4294.5,D100,201912,nombre_10,201912
A006135,2019-12-01,RECREACION,deuda: nombre_7,RECREACION1,-922.5,D100,201912,nombre_7,201912
A006136,2019-12-01,RECREACION,deuda: nombre_16,RECREACION2,-1768.5,D100,201912,nombre_16,201912
A006139,2019-12-01,RECREACION,deuda: nombre_11,RECREACION3,-10017.0,D100,201912,nombre_11,201912
A006141,2019-12-01,RECREACION,deuda: nombre_14,RECREACION4,7044.0,D100,201912,nombre_14,201912
A006165,2019-12-06,P.VIAJE,deuda: nombre_5,P.VIAJE1,165669.0,D099,201912,nombre_5,202001
A006169,2019-12-07,RECREACION,deuda: nombre_18,RECREACION5,-7761.0,D101,201912,nombre_18,201912
A006170,2019-12-07,RECREACION,deuda: nombre_16,RECREACION6,-7761.0,D101,201912,nombre_16,201912
A006171,2019-12-07,RECREACION,deuda: nombre_19,RECREACION7,7749.0,D101,201912,nombre_19,201912
A006172,2019-12-07,RECREACION,deuda: nombre_17,RECREACION8,7749.0,D101,201912,nombre_17,201912
A006192,2019-12-12,P.VIAJE,deuda: nombre_6,P.VIAJE2,165669.0,D099,201912,nombre_6,202001
A006224,2019-12-18,RECREACION,deuda: nombre_17,RECREACION9,8806.5,D102,201912,nombre_17,201911
A006231,2019-12-21,HOGAR,deuda: nombre_16,HOGAR8,7044.0,D103,201912,nombre_16,201912
A006232,2019-12-21,HOGAR,deuda413,HOGAR7,-962.6850000000001,D103,201912,Varios,201912
A006233,2019-12-21,HOGAR,deuda389,HOGAR3,-1618.335,D103,201912,Varios,201912
A006235,2019-12-21,NECESIDAD,deuda_2677,NECESIDAD5,-5293.5,D103,201912,Varios,201912
A006262,2019-12-25,RECREACION,deuda: nombre_20,RECREACION10,21144.0,D104,201912,nombre_20,201911
A006273,2019-12-28,P.VIAJE,deuda: nombre_18,P.VIAJE5,-53348.415,D094,201912,nombre_18,201909
A006279,2019-12-29,P.VIAJE,deuda: nombre_6,P.VIAJE6,-20034.344999999998,D094,201912,nombre_6,201909
A006299,2019-12-31,P.VIAJE,deuda: nombre_3,P.VIAJE7,38769.0,D094,201912,nombre_3,201909
A006324,2020-01-07,P.VIAJE,deuda: nombre_7,P.VIAJE8,-42517.5,D099,202001,nombre_7,202001
A006325,2020-01-07,P.VIAJE,deuda: nombre_17,P.VIAJE9,-42517.5,D099,202001,nombre_17,202001
A006326,2020-01-07,P.VIAJE,deuda: nombre_12,P.VIAJE10,-42517.5,D099,202001,nombre_12,202001
A006327,2020-01-07,P.VIAJE,deuda: nombre_5,P.VIAJE1,-42517.5,D099,202001,nombre_5,202001
A006329,2020-01-08,P.VIAJE,deuda: nombre_2,P.VIAJE10,165598.5,D099,202001,nombre_2,202001
A006357,2020-01-18,RECREACION,deuda: nombre_8,RECREACION2,3519.0,D105,202001,nombre_8,202001
A006358,2020-01-18,RECREACION,deuda: nombre_9,RECREACION3,-4553.25,D105,202001,nombre_9,202001
A006369,2020-01-25,P.VIAJE,deuda: nombre_6,P.VIAJE2,42505.5,D099,202001,nombre_6,202001
A006375,2020-01-30,P.VIAJE,deuda: nombre_8,P.VIAJE3,42505.5,D099,202001,nombre_8,202001
A006391,2020-02-01,LIBRE,deuda: nombre_9,LIBRE3,-55662.93,D106,202002,nombre_9,202002
A006392,2020-02-01,LIBRE,deuda: nombre_10,LIBRE4,56394.0,D106,202002,nombre_10,202002
A006413,2020-02-13,P.VIAJE,deuda: nombre_18,P.VIAJE4,42505.5,D099,202002,nombre_18,202001
A006414,2020-02-13,P.VIAJE,deuda: nombre_13,P.VIAJE5,42505.5,D099,202002,nombre_13,202001
A006449,2020-02-26,RECREACION,deuda_8254,RECREACION6,-8466.0,D210,202002,Varios,202002
A006450,2020-02-26,RECREACION,deuda_8250,RECREACION10,-1416.0,D210,202002,Varios,202002
A006451,2020-02-26,RECREACION,deuda: nombre_1,RECREACION5,-8466.0,D210,202002,nombre_1,202002
A006452,2020-02-26,RECREACION,deuda: nombre_17,RECREACION6,-1416.0,D210,202002,nombre_17,202002
A006453,2020-02-26,RECREACION,deuda: nombre_19,RECREACION7,-7056.0,D210,202002,nombre_19,202002
A006454,2020-02-26,RECREACION,deuda: nombre_15,RECREACION8,-1416.0,D210,202002,nombre_15,202002
A006455,2020-02-26,RECREACION,deuda: nombre_12,RECREACION9,-8466.0,D210,202002,nombre_12,202002
A006456,2020-02-26,RECREACION,deuda: nombre_14,RECREACION10,-1063.5,D210,202002,nombre_14,202002
A006457,2020-02-26,RECREACION,deuda: nombre_20,RECREACION1,-7056.0,D210,202002,nombre_20,202002
A006458,2020-02-26,RECREACION,deuda: nombre_16,RECREACION2,-1063.5,D210,202002,nombre_16,202002
A006472,2020-02-28,RECREACION,deuda: nombre_13,RECREACION3,45819.0,D210,202002,nombre_13,202002
A006493,2020-03-07,LIBRE,deuda: nombre_5,LIBRE7,-725.0999999999999,D107,202003,nombre_5,202003
A006494,2020-03-07,LIBRE,deuda: nombre_14,LIBRE8,-725.0999999999999,D107,202003,nombre_14,202003
A006501,2020-03-07,LIBRE,deuda: nombre_6,LIBRE9,699.0,D107,202003,nombre_6,202003
A006502,2020-03-07,LIBRE,deuda: nombre_15,LIBRE10,699.0,D107,202003,nombre_15,202003
A006505,2020-03-12,LIBRE,deuda: nombre_2,LIBRE1,1404.0,D108,202003,nombre_2,202003
A006506,2020-03-12,LIBRE,deuda: nombre_5,LIBRE2,-1627.5,D108,202003,nombre_5,202003
A006568,2020-03-28,LIBRE,deuda: nombre_3,LIBRE3,10921.5,D109,202003,nombre_3,202003
A006572,2020-03-30,LIBRE,deuda: nombre_5,LIBRE4,-15445.5,D109,202003,nombre_5,202003
A006577,2020-04-02,LIBRE,deuda: nombre_4,LIBRE5,4576.5,D109,202004,nombre_4,202003
A006716,2020-05-17,LIBRE,deuda: nombre_3,LIBRE7,28194.0,D110,202005,nombre_3,202005
A006717,2020-05-17,LIBRE,deuda: nombre_14,LIBRE8,-7056.0,D110,202005,nombre_14,202005
A006718,2020-05-17,LIBRE,deuda: nombre_5,LIBRE9,-5646.0,D110,202005,nombre_5,202005
A006719,2020-05-17,LIBRE,deuda: nombre_13,LIBRE10,-3531.0,D110,202005,nombre_13,202005
A006720,2020-05-17,LIBRE,deuda: nombre_1,LIBRE1,-5646.0,D110,202005,nombre_1,202005
A006721,2020-05-17,LIBRE,deuda: nombre_13,LIBRE2,-6351.0,D110,202005,nombre_13,202005
A006722,2020-05-17,LIBRE,deuda: nombre_5,LIBRE3,-5998.5,D110,202005,nombre_5,202005
