"id","fecha","razon_uso","descripcion","lugar_de_uso","monto","id_deuda","periodo_fact_c_diaria","nombre_deudor","periodo_id_deuda"
A006770,2020-05-30,LIBRE,deuda: nombre_3,LIBRE5,7044.0,D111,202005,nombre_3,202005
A006771,2020-05-30,HOGAR,deuda: nombre_17,HOGAR9,35244.0,D111,202005,nombre_17,202005
A006774,2020-05-30,HOGAR,deuda388,HOGAR2,-25969.739999999998,D111,202005,Varios,202005
A006775,2020-05-30,HOGAR,deuda: nombre_7,HOGAR10,-5559.99,D111,202005,nombre_7,202005
A006776,2020-05-30,HOGAR,deuda446,HOGAR10,-14358.390000000001,D111,202005,Varios,202005
A006828,2020-06-27,HOGAR,deuda: nombre_18,HOGAR1,70494.0,D083,202006,nombre_18,202006
A006829,2020-06-27,HOGAR,deuda470,HOGAR4,-8588.67,D083,202006,Varios,202006
A006830,2020-06-27,HOGAR,deuda395,HOGAR9,-14357.685,D083,202006,Varios,202006
A006831,2020-06-27,HOGAR,deuda471,HOGAR5,-10031.099999999999,D083,202006,Varios,202006
A006832,2020-06-27,HOGAR,deuda387,HOGAR1,-19623.329999999998,D083,202006,Varios,202006
A006833,2020-06-27,HOGAR,deuda465,HOGAR9,-17929.215,D083,202006,Varios,202006
A006853,2020-07-06,LIBRE,deuda: nombre_5,LIBRE6,-23059.5,D112,202007,nombre_5,202007
A006854,2020-07-06,LIBRE,deuda: nombre_2,LIBRE8,-21015.0,D112,202007,nombre_2,202007
A006855,2020-07-06,LIBRE,deuda: nombre_3,LIBRE9,21144.0,D112,202007,nombre_3,202007
A006871,2020-07-10,LIBRE,deuda: nombre_6,LIBRE10,23047.5,D112,202007,nombre_6,202007
A006900,2020-07-18,HOGAR,deuda: nombre_10,HOGAR2,10569.0,D000,202007,nombre_10,201604
A006905,2020-07-19,HOGAR,deuda: nombre_19,HOGAR3,35244.0,D113,202007,nombre_19,202007
A006906,2020-07-19,RECREACION,deuda_8257,RECREACION3,-10510.5,D113,202007,Varios,202007
A006907,2020-07-19,LIBRE,deuda: nombre_4,LIBRE1,-10510.5,D113,202007,nombre_4,202007
A006908,2020-07-19,LIBRE,deuda: nombre_17,LIBRE2,-5646.0,D113,202007,nombre_17,202007
A006909,2020-07-19,RECREACION,deuda: nombre_18,RECREACION6,-4588.5,D113,202007,nombre_18,202007
A006910,2020-07-19,RECREACION,deuda: nombre_7,RECREACION7,-1416.0,D113,202007,nombre_7,202007
A006911,2020-07-19,LIBRE,deuda: nombre_5,LIBRE3,-1063.5,D113,202007,nombre_5,202007
A006912,2020-07-19,LIBRE,deuda: nombre_19,LIBRE4,-1416.0,D113,202007,nombre_19,202007
A006941,2020-07-27,LIBRE,deuda: nombre_7,LIBRE5,-23764.5,D114,202007,nombre_7,202007
A006962,2020-07-31,LIBRE,deuda: nombre_8,LIBRE6,23752.5,D114,202007,nombre_8,202007
A007067,2020-08-24,LIBRE,deuda: nombre_4,LIBRE7,1404.0,D115,202008,nombre_4,202008
A007068,2020-08-24,LIBRE,deuda: nombre_5,LIBRE8,-1028.25,D115,202008,nombre_5,202008
A007069,2020-08-24,LIBRE,deuda: nombre_10,LIBRE9,-1134.0,D115,202008,nombre_10,202008
A007088,2020-08-29,LIBRE,deuda: nombre_20,LIBRE10,35244.0,D116,202008,nombre_20,202008
A007089,2020-08-29,LIBRE,deuda: nombre_20,LIBRE1,-9241.5,D116,202008,nombre_20,202008
A007090,2020-08-29,LIBRE,deuda: nombre_5,LIBRE2,-10581.0,D116,202008,nombre_5,202008
A007091,2020-08-29,LIBRE,deuda_1346,LIBRE3,-13894.5,D116,202008,Varios,202008
A007113,2020-09-02,HOGAR,deuda: nombre_1,HOGAR4,70494.0,D117,202009,nombre_1,202009
A007116,2020-09-02,HOGAR,deuda458,HOGAR2,-6496.9349999999995,D117,202009,Varios,202009
A007117,2020-09-02,HOGAR,deuda418,HOGAR2,-5377.3949999999995,D117,202009,Varios,202009
A007118,2020-09-02,HOGAR,deuda466,HOGAR10,-27268.35,D117,202009,Varios,202009
A007119,2020-09-02,HOGAR,deuda484,HOGAR8,-17387.07,D117,202009,Varios,202009
A007120,2020-09-02,HOGAR,deuda468,HOGAR2,-4549.725,D117,202009,Varios,202009
A007121,2020-09-02,HOGAR,deuda436,HOGAR10,-10752.315,D117,202009,Varios,202009
A007122,2020-09-02,HOGAR,deuda410,HOGAR4,-5199.03,D117,202009,Varios,202009
A007123,2020-09-02,HOGAR,deuda382,HOGAR6,-16522.035,D117,202009,Varios,202009
A007124,2020-09-02,HOGAR,deuda481,HOGAR5,-14069.34,D117,202009,Varios,202009
A007125,2020-09-02,HOGAR,deuda447,HOGAR1,-11187.3,D117,202009,Varios,202009
A007144-1,2020-09-05,P.VIAJE,deuda: nombre_16,P.VIAJE7,-27501.0,D118,202009,nombre_16,202009
A007144-2,2020-09-05,P.VIAJE,deuda: nombre_5,P.VIAJE8,-27501.0,D118,202009,nombre_5,202009
A007165,2020-09-12,LIBRE,deuda: nombre_5,LIBRE8,-39909.0,D119,202009,nombre_5,202009
A007168,2020-09-12,LIBRE,deuda: nombre_6,LIBRE9,35244.0,D119,202009,nombre_6,202009
A007207,2020-09-17,P.VIAJE,deuda: nombre_4,P.VIAJE9,-28206.0,D118,202009,nombre_4,202009
A007222,2020-09-20,P.VIAJE,deuda: nombre_17,P.VIAJE10,24669.0,D118,202009,nombre_17,202009
A007223,2020-09-20,P.VIAJE,deuda: nombre_6,P.VIAJE1,17619.0,D118,202009,nombre_6,202009
A007247,2020-09-23,LIBRE,deuda: nombre_16,LIBRE10,211494.0,D120,202009,nombre_16,202009
A007256,2020-09-24,LIBRE,deuda: nombre_1,LIBRE2,-211506.0,D120,202009,nombre_1,202009
A007316,2020-10-12,HOGAR,deuda402,HOGAR6,-140865.0,D121,202010,Varios,202010
A007327,2020-10-13,LIBRE,deuda: nombre_4,LIBRE3,-32082.09,D122,202010,nombre_4,202010
A007328,2020-10-13,LIBRE,deuda: nombre_17,LIBRE4,-102559.53,D122,202010,nombre_17,202010
A007329,2020-10-13,LIBRE,deuda: nombre_5,LIBRE5,32070.09,D122,202010,nombre_5,202010
A007330,2020-10-13,LIBRE,deuda: nombre_18,LIBRE6,102547.53,D122,202010,nombre_18,202010
A007334,2020-10-14,HOGAR,deuda: nombre_15,HOGAR3,70494.0,D121,202010,nombre_15,202010
A007345,2020-10-17,P.MANUAL,deuda: nombre_7,P.MANUAL1,35244.0,D211,202010,nombre_7,202010
A007346,2020-10-17,P.MANUAL,deuda_5652,P.MANUAL9,-5356.950000000001,D211,202010,Varios,202010
A007347,2020-10-17,P.MANUAL,deuda_5648,P.MANUAL3,-9100.5,D211,202010,Varios,202010
A007348,2020-10-17,P.MANUAL,deuda_5668,P.MANUAL3,-3523.95,D211,202010,Varios,202010
A007349,2020-10-17,P.MANUAL,deuda_5740,P.MANUAL1,-8113.5,D211,202010,Varios,202010
A007360,2020-10-24,P.MANUAL,deuda: nombre_17,P.MANUAL2,-21156.0,D211,202010,nombre_17,202010
A007461,2020-11-26,LIBRE,deuda: nombre_7,LIBRE8,-29404.5,D123,202011,nombre_7,202011
A007501,2020-12-09,LIBRE,deuda: nombre_17,LIBRE9,70494.0,D124,202012,nombre_17,202012
A007503,2020-12-09,NECESIDAD,deuda_2626,NECESIDAD6,-70506.0,D124,202012,Varios,202012
A007652,2021-01-16,LIBRE,deuda: nombre_8,LIBRE10,28194.0,D123,202101,nombre_8,202011
A007703,2021-01-30,RECREACION,deuda: nombre_12,RECREACION3,10569.0,D125,202101,nombre_12,202101
A007704,2021-01-30,RECREACION,deuda: nombre_7,RECREACION4,10569.0,D125,202101,nombre_7,202101
A007705,2021-01-30,RECREACION,deuda: nombre_13,RECREACION5,-10581.0,D125,202101,nombre_13,202101
A007706,2021-01-30,RECREACION,deuda: nombre_8,RECREACION6,-10581.0,D125,202101,nombre_8,202101
A007902,2021-03-23,P.SALUD,deuda: nombre_6,P.SALUD5,-3948006.0,D126,202103,nombre_6,202103
A007914,2021-03-26,P.SALUD,deuda: nombre_8,P.SALUD6,-1410006.0,D126,202103,nombre_8,202103
A007944,2021-04-05,LIBRE,deuda: nombre_2,LIBRE1,35244.0,D127,202104,nombre_2,202104
A007947,2021-04-06,LIBRE,deuda: nombre_9,LIBRE2,-35256.0,D127,202104,nombre_9,202104
A007971,2021-04-13,LIBRE,deuda: nombre_11,LIBRE4,21708.0,D128,202104,nombre_11,202104
A007974-1,2021-04-13,LIBRE,deuda: nombre_12,LIBRE5,-21861.0,D128,202104,nombre_12,202104
A008046,2021-04-29,LIBRE,deuda: nombre_9,LIBRE6,-38499.0,D129,202104,nombre_9,202104
A008047,2021-04-29,LIBRE,deuda: nombre_10,LIBRE7,28194.0,D129,202104,nombre_10,202104
A008093,2021-05-08,HOGAR,deuda: nombre_10,HOGAR4,14094.0,D213,202105,nombre_10,202105
A008096,2021-05-08,HOGAR,deuda394,HOGAR8,-33972.9,D213,202105,Varios,202105
A008189,2021-05-29,RECREACION,deuda: nombre_19,RECREACION7,17619.0,D130,202105,nombre_19,202105
A008192,2021-05-29,RECREACION,deuda: nombre_15,RECREACION8,-3813.0,D130,202105,nombre_15,202105
A008196,2021-05-29,RECREACION,deuda: nombre_18,RECREACION9,-4236.0,D130,202105,nombre_18,202105
A008197,2021-05-29,RECREACION,deuda: nombre_4,RECREACION10,-3178.5,D130,202105,nombre_4,202105
A008233,2021-06-02,HOGAR,deuda: nombre_9,HOGAR5,-492801.0,D131,202106,nombre_9,202106
A008260,2021-06-10,HOGAR,deuda: nombre_10,HOGAR6,246744.0,D131,202106,nombre_10,202106
A008333,2021-07-01,RECREACION,deuda: nombre_11,RECREACION1,-49708.5,D132,202107,nombre_11,202107
A008339,2021-07-01,RECREACION,deuda: nombre_12,RECREACION2,49344.0,D132,202107,nombre_12,202107
A008343,2021-07-04,LIBRE,deuda: nombre_17,LIBRE8,28194.0,D133,202107,nombre_17,202107
A008346,2021-07-04,RECREACION,deuda: nombre_16,RECREACION3,-10510.5,D133,202107,nombre_16,202107
A008349,2021-07-04,RECREACION,deuda: nombre_10,RECREACION4,-4870.5,D133,202107,nombre_10,202107
A008350,2021-07-04,RECREACION,deuda: nombre_1,RECREACION5,-4236.0,D133,202107,nombre_1,202107
A008351,2021-07-04,RECREACION,deuda: nombre_1,RECREACION6,-10581.0,D133,202107,nombre_1,202107
A008352,2021-07-04,RECREACION,deuda: nombre_14,RECREACION7,-4236.0,D133,202107,nombre_14,202107
A008458,2021-08-08,HOGAR,deuda: nombre_11,HOGAR7,211494.0,D131,202108,nombre_11,202106
A008480,2021-08-15,HOGAR,deuda: nombre_2,HOGAR8,14094.0,D134,202108,nombre_2,202108
A008485,2021-08-16,HOGAR,deuda390,HOGAR4,-3643.8,D134,202108,Varios,202108
A008486,2021-08-16,HOGAR,deuda419,HOGAR3,-369.78000000000003,D134,202108,Varios,202108
A008487,2021-08-16,HOGAR,deuda381,HOGAR5,-5031.24,D134,202108,Varios,202108
A008488,2021-08-16,HOGAR,deuda457,HOGAR1,-1893.99,D134,202108,Varios,202108
A008489,2021-08-16,HOGAR,deuda460,HOGAR4,-2278.92,D134,202108,Varios,202108
A008490,2021-08-16,HOGAR,deuda480,HOGAR4,-3523.95,D134,202108,Varios,202108
A008496,2021-08-18,LIBRE,deuda: nombre_12,LIBRE9,148044.0,D135,202108,nombre_12,202108
A008497,2021-08-19,LIBRE,deuda: nombre_4,LIBRE10,-148056.0,D135,202108,nombre_4,202108
A008516,2021-08-26,LIBRE,deuda: nombre_8,LIBRE1,-17631.0,D136,202108,nombre_8,202108
A008520,2021-08-26,LIBRE,deuda: nombre_7,LIBRE2,17619.0,D136,202108,nombre_7,202108
A008555,2021-09-10,RECREACION,deuda: nombre_8,RECREACION8,11979.0,D137,202109,nombre_8,202109
A008556,2021-09-10,RECREACION,deuda: nombre_9,RECREACION9,-11991.0,D137,202109,nombre_9,202109
A008615,2021-09-30,LIBRE,deuda: nombre_13,LIBRE3,-60918.0,D138,202109,nombre_13,202109
A008617,2021-09-30,LIBRE,deuda: nombre_14,LIBRE4,52869.0,D138,202109,nombre_14,202109
A008647,2021-10-09,P.VIAJE,deuda: nombre_17,P.VIAJE3,-271636.86,D139,202110,nombre_17,202110
A008655,2021-10-11,HOGAR,deuda416,HOGAR10,-1768.5,D140,202110,Varios,202110
A008657,2021-10-11,HOGAR,deuda414,HOGAR8,-965.505,D140,202110,Varios,202110
A008658,2021-10-11,HOGAR,deuda391,HOGAR5,-1412.475,D140,202110,Varios,202110
A008664,2021-10-11,HOGAR,deuda463,HOGAR7,-2113.95,D140,202110,Varios,202110
A008674,2021-10-13,P.VIAJE,deuda: nombre_18,P.VIAJE4,281994.0,D139,202110,nombre_18,202110
A008675,2021-10-13,HOGAR,deuda: nombre_4,HOGAR9,7044.0,D140,202110,nombre_4,202110
A008678,2021-10-13,RECREACION,deuda: nombre_14,RECREACION10,-9171.0,D000,202110,nombre_14,201604
A008695,2021-10-19,RECREACION,"4.deuda_16",RECREACION6,-24469.5,D141,202110,Varios,202110
A008696,2021-10-19,RECREACION,deuda: nombre_20,RECREACION9,-24469.5,D141,202110,nombre_20,202110
A008697,2021-10-19,RECREACION,deuda: nombre_1,RECREACION9,-24469.5,D141,202110,nombre_1,202110
A008698,2021-10-19,RECREACION,deuda: nombre_2,RECREACION6,-24469.5,D141,202110,nombre_2,202110
A008699,2021-10-19,RECREACION,deuda: nombre_3,RECREACION4,-24469.5,D141,202110,nombre_3,202110
A008700,2021-10-19,RECREACION,deuda: nombre_11,RECREACION4,119844.0,D141,202110,nombre_11,202110
A008767,2021-11-02,LIBRE,deuda: nombre_1,LIBRE5,346.5,D142,202111,nombre_1,202111
A008768,2021-11-02,LIBRE,deuda: nombre_2,LIBRE6,-429.0,D142,202111,nombre_2,202111
A008814,2021-11-17,RECREACION,deuda: nombre_16,RECREACION1,35244.0,D143,202111,nombre_16,202111
A008816,2021-11-17,RECREACION,deuda: nombre_8,RECREACION2,-5646.0,D143,202111,nombre_8,202111
A008817,2021-11-17,RECREACION,deuda: nombre_6,RECREACION3,-11286.0,D143,202111,nombre_6,202111
A008818,2021-11-17,RECREACION,deuda: nombre_4,RECREACION4,-11286.0,D143,202111,nombre_4,202111
A008823,2021-11-19,RECREACION,deuda: nombre_4,RECREACION8,70494.0,D144,202111,nombre_4,202111
A008828,2021-11-19,RECREACION,"6.deuda_10",RECREACION6,-21156.0,D144,202111,Varios,202111
A008829,2021-11-19,RECREACION,deuda: nombre_19,RECREACION4,-21156.0,D144,202111,nombre_19,202111
A008830,2021-11-19,RECREACION,deuda: nombre_20,RECREACION3,-21156.0,D144,202111,nombre_20,202111
A008831,2021-11-19,RECREACION,deuda: nombre_4,RECREACION10,-21156.0,D144,202111,nombre_4,202111
A008832,2021-11-19,RECREACION,deuda: nombre_5,RECREACION10,-21156.0,D144,202111,nombre_5,202111
A008833,2021-11-19,RECREACION,deuda: nombre_18,RECREACION7,-21156.0,D144,202111,nombre_18,202111
A008846,2021-11-24,RECREACION,deuda: nombre_5,RECREACION5,56394.0,D144,202111,nombre_5,202111
A008873,2021-11-28,P.SALUD,deuda: nombre_9,P.SALUD7,5357994.0,D126,202111,nombre_9,202103
A008876,2021-11-29,LIBRE,deuda: nombre_15,LIBRE7,-23641.125,D145,202111,nombre_15,202111
A008881,2021-11-29,LIBRE,deuda: nombre_16,LIBRE8,17619.0,D145,202111,nombre_16,202111
A008887,2021-11-30,LIBRE,deuda: nombre_17,LIBRE9,7044.0,D145,202111,nombre_17,202111
A008941,2021-12-06,RECREACION,deuda: nombre_11,RECREACION5,-84535.5,D146,202112,nombre_11,202112
A008942,2021-12-06,RECREACION,deuda: nombre_13,RECREACION6,84594.0,D146,202112,nombre_13,202112
A009011,2021-12-24,RECREACION,deuda: nombre_17,RECREACION7,35244.0,D147,202112,nombre_17,202112
A009012,2021-12-24,RECREACION,deuda: nombre_9,RECREACION8,-20451.0,D147,202112,nombre_9,202112
A009014,2021-12-24,RECREACION,deuda: nombre_3,RECREACION9,-26232.0,D147,202112,nombre_3,202112
A009034,2021-12-28,LIBRE,deuda: nombre_9,LIBRE1,1051.5,D148,202112,nombre_9,202112
A009037,2021-12-28,LIBRE,deuda: nombre_10,LIBRE2,-429.0,D148,202112,nombre_10,202112
A009123,2022-01-27,LIBRE,deuda: nombre_18,LIBRE3,-51118.5,D149,202201,nombre_18,202201
A009125,2022-01-27,LIBRE,deuda: nombre_19,LIBRE4,42294.0,D149,202201,nombre_19,202201
A009160,2022-02-11,RECREACION,deuda: nombre_4,RECREACION10,-21156.0,D150,202202,nombre_4,202202
A009161,2022-02-11,RECREACION,deuda: nombre_5,RECREACION1,-21156.0,D150,202202,nombre_5,202202
A009176,2022-02-13,RECREACION,deuda: nombre_12,RECREACION2,42294.0,D150,202202,nombre_12,202202
A009236,2022-03-06,HOGAR,deuda: nombre_17,HOGAR10,-264928.08,D151,202203,nombre_17,202203
A009323,2022-04-01,HOGAR,deuda: nombre_18,HOGAR1,140994.0,D151,202204,nombre_18,202203
A009328,2022-04-01,RECREACION,deuda: nombre_1,RECREACION3,-19746.0,D152,202204,nombre_1,202204
A009329,2022-04-01,RECREACION,deuda: nombre_2,RECREACION4,20791.5,D152,202204,nombre_2,202204
A009535,2022-05-26,LIBRE,deuda: nombre_3,LIBRE6,346.5,D153,202205,nombre_3,202205
A009536,2022-05-26,LIBRE,deuda: nombre_4,LIBRE7,-288.0,D153,202205,nombre_4,202205
A009537,2022-05-26,LIBRE,deuda: nombre_15,LIBRE8,-1662.75,D153,202205,nombre_15,202205
A009538,2022-05-26,LIBRE,deuda: nombre_16,LIBRE9,1404.0,D153,202205,nombre_16,202205
A009542,2022-05-28,RECREACION,deuda: nombre_8,RECREACION5,49344.0,D154,202205,nombre_8,202205
A009543,2022-05-28,RECREACION,deuda_8239,RECREACION1,-19534.5,D154,202205,Varios,202205
A009544,2022-05-28,RECREACION,deuda_8238,RECREACION2,-8113.5,D154,202205,Varios,202205
A009545,2022-05-28,RECREACION,deuda_8216,RECREACION4,-8959.5,D154,202205,Varios,202205
A009546,2022-05-28,RECREACION,deuda_8237,RECREACION3,-21015.0,D154,202205,Varios,202205
A009547,2022-05-28,RECREACION,deuda_8276,RECREACION4,-5082.0,D154,202205,Varios,202205
A009548,2022-05-28,RECREACION,deuda_8262,RECREACION8,-9629.25,D154,202205,Varios,202205
A009576,2022-06-03,RECREACION,deuda_8266,RECREACION4,-5646.0,D155,202206,Varios,202206
A009578,2022-06-03,RECREACION,deuda: nombre_14,RECREACION6,-14106.0,D155,202206,nombre_14,202206
A009579,2022-06-03,RECREACION,deuda: nombre_15,RECREACION7,21144.0,D155,202206,nombre_15,202206
A009612,2022-06-14,RECREACION,deuda: nombre_14,RECREACION8,-63385.5,D156,202206,nombre_14,202206
A009633,2022-06-18,HOGAR,deuda: nombre_10,HOGAR2,14094.0,D157,202206,nombre_10,202206
A009636,2022-06-18,HOGAR,deuda: nombre_11,HOGAR3,-14106.0,D157,202206,nombre_11,202206
A009640,2022-06-19,LIBRE,deuda: nombre_5,LIBRE10,-14106.0,D000,202206,nombre_5,201604
A009719,2022-07-05,RECREACION,deuda: nombre_5,RECREACION9,63373.5,D156,202207,nombre_5,202206
A009732,2022-07-12,RECREACION,deuda: nombre_18,RECREACION10,-17631.0,D158,202207,nombre_18,202207
A009733,2022-07-12,RECREACION,deuda: nombre_19,RECREACION1,17619.0,D158,202207,nombre_19,202207
A010115,2022-08-13,RECREACION,deuda: nombre_4,RECREACION2,-17631.0,D159,202208,nombre_4,202208
A010116,2022-08-13,RECREACION,deuda: nombre_5,RECREACION3,17619.0,D159,202208,nombre_5,202208
A010154,2022-08-18,RECREACION,deuda: nombre_6,RECREACION4,42223.5,D160,202208,nombre_6,202208
A010155,2022-08-18,RECREACION,deuda: nombre_7,RECREACION5,-14106.0,D160,202208,nombre_7,202208
A010157,2022-08-18,RECREACION,deuda: nombre_13,RECREACION6,-28206.0,D160,202208,nombre_13,202208
A010165,2022-08-19,P.VIAJE,deuda: nombre_6,P.VIAJE8,-81852.975,D000,202208,nombre_6,201604
A010467,2022-09-24,RECREACION,deuda: nombre_17,RECREACION7,7044.0,D223,202209,nombre_17,202209
A010469,2022-09-24,RECREACION,deuda: nombre_18,RECREACION8,-7056.0,D223,202209,nombre_18,202209
A010612,2022-10-13,RECREACION,deuda: nombre_6,RECREACION9,-169276.5,D161,202210,nombre_6,202210
A010811,2022-11-14,RECREACION,deuda: nombre_1,RECREACION10,-711.0,D161,202211,nombre_1,202210
A010818,2022-11-16,RECREACION,deuda: nombre_2,RECREACION1,169194.0,D161,202211,nombre_2,202210
A011266,2023-01-29,RECREACION,deuda: nombre_5,RECREACION2,10216.5,D162,202301,nombre_5,202301
A011267,2023-01-29,RECREACION,deuda: nombre_6,RECREACION3,7044.0,D162,202301,nombre_6,202301
A011268,2023-01-29,RECREACION,deuda: nombre_7,RECREACION4,3519.0,D162,202301,nombre_7,202301
A011269,2023-01-29,RECREACION,deuda: nombre_1,RECREACION5,-5293.5,D162,202301,nombre_1,202301
A011270,2023-01-29,RECREACION,deuda: nombre_14,RECREACION6,-30462.0,D162,202301,nombre_14,202301
A011271,2023-01-29,RECREACION,deuda: nombre_9,RECREACION7,-1909.5,D162,202301,nombre_9,202301
A011274,2023-01-31,LIBRE,deuda: nombre_13,LIBRE1,51036.0,D163,202301,nombre_13,202301
A011278,2023-02-01,LIBRE,deuda: nombre_17,LIBRE2,-176068.47,D164,202302,nombre_17,202302
A011279,2023-02-01,LIBRE,deuda: nombre_10,LIBRE3,-70435.5,D164,202302,nombre_10,202302
A011303,2023-02-02,LIBRE,deuda: nombre_18,LIBRE4,176244.0,D164,202302,nombre_18,202302
A011304,2023-02-02,LIBRE,deuda: nombre_11,LIBRE5,70494.0,D164,202302,nombre_11,202302
A011307,2023-02-03,LIBRE,deuda: nombre_14,LIBRE6,-56194.5,D163,202302,nombre_14,202301
A011349,2023-02-12,LIBRE,deuda: nombre_16,LIBRE7,-5928.0,D165,202302,nombre_16,202302
A011350,2023-02-12,RECREACION,deuda: nombre_17,RECREACION8,7044.0,D165,202302,nombre_17,202302
A011354,2023-02-12,RECREACION,deuda: nombre_2,RECREACION9,-12273.0,D165,202302,nombre_2,202302
A011673,2023-04-07,RECREACION,deuda: nombre_12,RECREACION10,27489.0,D166,202304,nombre_12,202304
A011674,2023-04-07,RECREACION,deuda: nombre_13,RECREACION1,-27501.0,D166,202304,nombre_13,202304
A011684,2023-04-08,RECREACION,deuda: nombre_5,RECREACION2,699.0,D167,202304,nombre_5,202304
A011685,2023-04-08,RECREACION,deuda: nombre_6,RECREACION3,-957.75,D167,202304,nombre_6,202304
A011807,2023-04-30,RECREACION,deuda: nombre_15,RECREACION4,14164.5,D168,202304,nombre_15,202304
A011808,2023-04-30,RECREACION,deuda: nombre_16,RECREACION5,-14388.0,D168,202304,nombre_16,202304
A011918,2023-05-28,P.VIAJE,deuda: nombre_19,P.VIAJE10,49344.0,D218,202305,nombre_19,202305
A011919,2023-05-28,P.VIAJE,deuda: nombre_18,P.VIAJE1,28194.0,D218,202305,nombre_18,202305
A011920,2023-05-28,P.VIAJE,deuda_6137,P.VIAJE3,-5646.0,D218,202305,Varios,202305
A011921,2023-05-28,P.VIAJE,deuda_6109,P.VIAJE1,-3813.0,D218,202305,Varios,202305
A011922,2023-05-28,P.VIAJE,deuda_6120,P.VIAJE10,-5364.0,D218,202305,Varios,202305
A011923,2023-05-28,P.VIAJE,deuda_6125,P.VIAJE5,-47664.0,D218,202305,Varios,202305
A012141,2023-07-03,LIBRE,deuda: nombre_16,LIBRE8,-9664.5,D169,202307,nombre_16,202307
A012143,2023-07-03,LIBRE,deuda: nombre_15,LIBRE9,9652.5,D169,202307,nombre_15,202307
A012371-1,2023-08-04,P.FORMAL,deuda: nombre_20,P.FORMAL6,-17433.9525,D233,202308,nombre_20,202308
A012416,2023-08-11,P.FORMAL,deuda: nombre_1,P.FORMAL7,17619.0,D233,202308,nombre_1,202308
A012938,2023-11-17,P.VIAJE,deuda: nombre_15,P.VIAJE9,-1085388.75,D170,202311,nombre_15,202311
A012948,2023-11-19,P.VIAJE,deuda: nombre_18,P.VIAJE9,-226522.5,D170,202311,nombre_18,202311
A013000,2023-11-30,HOGAR,deuda421,HOGAR5,-112806.0,D171,202311,Varios,202312
A013001,2023-11-30,HOGAR,deuda420,HOGAR4,-105756.0,D171,202311,Varios,202312
A013002,2023-11-30,HOGAR,deuda448,HOGAR2,-7056.0,D171,202311,Varios,202312
A013010,2023-12-02,HOGAR,deuda: nombre_8,HOGAR4,211494.0,D171,202312,nombre_8,202312
A013011,2023-12-02,P.VIAJE,deuda: nombre_16,P.VIAJE2,1085412.0,D170,202312,nombre_16,202311
A013012,2023-12-02,P.VIAJE,deuda: nombre_19,P.VIAJE3,226510.5,D170,202312,nombre_19,202311
A013014,2023-12-03,LIBRE,deuda: nombre_7,LIBRE10,-42306.0,D172,202312,nombre_7,202312
A013016,2023-12-04,LIBRE,deuda: nombre_8,LIBRE1,42294.0,D172,202312,nombre_8,202312
A013017,2023-12-04,HOGAR,deuda: nombre_9,HOGAR5,14094.0,D171,202312,nombre_9,202312
A013074,2023-12-18,P.VIAJE,recreacion: nombre_6,P.VIAJE3,35244.0,D237,202312,nombre_6,202312
A013075,2023-12-18,P.VIAJE,hogar_5111,P.VIAJE9,-70365.0,D237,202312,Varios,202312
A013076,2023-12-18,P.VIAJE,hogar_4770,P.VIAJE10,-5575.5,D237,202312,Varios,202312
A013081,2023-12-19,P.VIAJE,hogar_5106,P.VIAJE4,-3954.0,D237,202312,Varios,202312
A013082,2023-12-19,P.VIAJE,hogar_5073,P.VIAJE7,-2262.0,D237,202312,Varios,202312
A013083,2023-12-19,P.VIAJE,hogar_5130,P.VIAJE10,-11286.0,D237,202312,Varios,202312
A013084,2023-12-19,P.VIAJE,hogar_5028,P.VIAJE2,-1726.1999999999998,D237,202312,Varios,202312
A013086,2023-12-19,P.VIAJE,hogar_5144,P.VIAJE6,-4870.5,D237,202312,Varios,202312
A013087,2023-12-19,P.VIAJE,hogar_4804,P.VIAJE6,-3178.5,D237,202312,Varios,202312
A013088,2023-12-20,P.VIAJE,hogar_4802,P.VIAJE8,35173.5,D237,202312,Varios,202312
A013134,2023-12-29,P.VIAJE,hogar_5009,P.VIAJE1,-3108.0,D237,202312,Varios,202312
A013135,2023-12-29,P.VIAJE,hogar_5008,P.VIAJE2,-3531.0,D237,202312,Varios,202312
A013136,2023-12-29,P.VIAJE,hogar_5026,P.VIAJE4,-3672.0,D237,202312,Varios,202312
A013139,2024-01-04,P.VIAJE,hogar_5125,P.VIAJE5,-13048.5,D237,202401,Varios,202312
A013140,2024-01-04,P.VIAJE,hogar_5104,P.VIAJE6,-11427.0,D237,202401,Varios,202312
A013141,2024-01-04,P.VIAJE,hogar_5035,P.VIAJE5,-15798.0,D237,202401,Varios,202312
A013144,2024-01-07,P.VIAJE,hogar_5045,P.VIAJE5,-77485.5,D237,202401,Varios,202312
A013145,2024-01-07,P.VIAJE,hogar_5056,P.VIAJE4,-11638.5,D237,202401,Varios,202312
A013146,2024-01-07,P.VIAJE,hogar_4769,P.VIAJE1,-20592.0,D237,202401,Varios,202312
A013147,2024-01-07,P.VIAJE,hogar_5034,P.VIAJE6,-7690.5,D237,202401,Varios,202312
A013148,2024-01-07,P.VIAJE,hogar_5099,P.VIAJE1,-87355.5,D237,202401,Varios,202312
A013149,2024-01-07,P.VIAJE,hogar_5013,P.VIAJE7,-2403.0,D237,202401,Varios,202312
A013150,2024-01-07,P.VIAJE,hogar_5011,P.VIAJE9,-2967.0,D237,202401,Varios,202312
