"id","id_creditos","periodo_inicio","periodo_corte","tipo_credito","primer_dia_mes_corte"
A007603,69,202012,202101,gasto,2021-01-01
A007604,69,202012,202101,gasto,2021-01-01
A007605,69,202012,202101,gasto,2021-01-01
A007606,69,202012,202101,gasto,2021-01-01
A007607,69,202012,202101,gasto,2021-01-01
A007608,69,202012,202101,gasto,2021-01-01
A007609,69,202012,202101,gasto,2021-01-01
A007610,69,202012,202101,gasto,2021-01-01
A007611,69,202012,202101,gasto,2021-01-01
A007612,69,202012,202101,gasto,2021-01-01
A007613,69,202012,202101,gasto,2021-01-01
A007614,69,202012,202101,gasto,2021-01-01
A007615,69,202012,202101,gasto,2021-01-01
A007616,70,202101,202102,gasto,2021-02-01
A007617,70,202101,202102,gasto,2021-02-01
A007618,70,202101,202102,gasto,2021-02-01
A007619,70,202101,202102,gasto,2021-02-01
A007620,70,202101,202102,gasto,2021-02-01
A007621,70,202101,202102,gasto,2021-02-01
A007622,70,202101,202102,gasto,2021-02-01
A007623,70,202101,202102,gasto,2021-02-01
A007624,70,202101,202102,gasto,2021-02-01
A007625,70,202101,202102,gasto,2021-02-01
A007626,70,202101,202102,deposito,2021-02-01
A007628,70,202101,202102,gasto,2021-02-01
A007629,70,202101,202102,gasto,2021-02-01
A007630,70,202101,202102,gasto,2021-02-01
A007631,70,202101,202102,gasto,2021-02-01
A007632,70,202101,202102,gasto,2021-02-01
A007633,70,202101,202102,gasto,2021-02-01
A007634,70,202101,202102,gasto,2021-02-01
A007635,70,202101,202102,gasto,2021-02-01
A007636,70,202101,202102,gasto,2021-02-01
A007637,70,202101,202102,gasto,2021-02-01
A007642,70,202101,202102,gasto,2021-02-01
A007643,70,202101,202102,gasto,2021-02-01
A007644,70,202101,202102,gasto,2021-02-01
A007645,70,202101,202102,gasto,2021-02-01
A007646,70,202101,202102,gasto,2021-02-01
A007647,70,202101,202102,gasto,2021-02-01
A007648,70,202101,202102,gasto,2021-02-01
A007649,70,202101,202102,gasto,2021-02-01
A007650,70,202101,202102,gasto,2021-02-01
A007651,70,202101,202102,gasto,2021-02-01
A007654,70,202101,202102,gasto,2021-02-01
A007655,70,202101,202102,deposito,2021-02-01
A007657,70,202101,202102,gasto,2021-02-01
A007658,70,202101,202102,gasto,2021-02-01
A007659,70,202101,202102,gasto,2021-02-01
A007660,70,202101,202102,gasto,2021-02-01
A007663,70,202101,202102,gasto,2021-02-01
A007664,70,202101,202102,gasto,2021-02-01
A007665,70,202101,202102,gasto,2021-02-01
A007666,70,202101,202102,gasto,2021-02-01
A007667,70,202101,202102,gasto,2021-02-01
A007668,70,202101,202102,gasto,2021-02-01
A007669,70,202101,202102,gasto,2021-02-01
A007670,70,202101,202102,gasto,2021-02-01
A007671,70,202101,202102,gasto,2021-02-01
A007672,70,202101,202102,gasto,2021-02-01
A007677,70,202101,202102,gasto,2021-02-01
A007678,70,202101,202102,gasto,2021-02-01
A007679,70,202101,202102,gasto,2021-02-01
A007680,70,202101,202102,gasto,2021-02-01
A007681,70,202101,202102,gasto,2021-02-01
A007683,70,202101,202102,gasto,2021-02-01
A007684,70,202101,202102,gasto,2021-02-01
A007685,70,202101,202102,gasto,2021-02-01
A007686,70,202101,202102,gasto,2021-02-01
A007687,70,202101,202102,gasto,2021-02-01
A007692,70,202101,202102,gasto,2021-02-01
A007693,70,202101,202102,gasto,2021-02-01
A007694,70,202101,202102,gasto,2021-02-01
A007695,70,202101,202102,gasto,2021-02-01
A007696,70,202101,202102,gasto,2021-02-01
A007697,70,202101,202102,gasto,2021-02-01
A007698,70,202101,202102,gasto,2021-02-01
A007699,70,202101,202102,gasto,2021-02-01
A007700,70,202101,202102,gasto,2021-02-01
A007701,70,202101,202102,gasto,2021-02-01
A007702,70,202101,202102,gasto,2021-02-01
A007705,70,202101,202102,gasto,2021-02-01
A007706,70,202101,202102,gasto,2021-02-01
A007707,70,202101,202102,gasto,2021-02-01
A007708,70,202101,202102,gasto,2021-02-01
A007709,70,202101,202102,deposito,2021-02-01
A007711,70,202101,202102,gasto,2021-02-01
A007712,70,202101,202102,gasto,2021-02-01
A007713,70,202101,202102,gasto,2021-02-01
A007714,70,202101,202102,gasto,2021-02-01
A007715,70,202101,202102,gasto,2021-02-01
A007716,70,202101,202102,gasto,2021-02-01
A007717,70,202101,202102,gasto,2021-02-01
A007718,70,202101,202102,gasto,2021-02-01
A007721,70,202101,202102,gasto,2021-02-01
A007722,70,202101,202102,gasto,2021-02-01
A007723,70,202101,202102,gasto,2021-02-01
A007724,70,202101,202102,gasto,2021-02-01
A007725,70,202101,202102,gasto,2021-02-01
A007726,70,202101,202102,gasto,2021-02-01
A007727,70,202101,202102,gasto,2021-02-01
A007728,70,202101,202102,gasto,2021-02-01
A007729,70,202101,202102,gasto,2021-02-01
A007730,70,202101,202102,gasto,2021-02-01
A007731,70,202101,202102,gasto,2021-02-01
A007732,70,202101,202102,gasto,2021-02-01
A007733,70,202101,202102,gasto,2021-02-01
A007734,70,202101,202102,gasto,2021-02-01
A007735,71,202102,202103,gasto,2021-03-01
A007736,71,202102,202103,gasto,2021-03-01
A007737,71,202102,202103,gasto,2021-03-01
A007738,71,202102,202103,gasto,2021-03-01
A007739,71,202102,202103,gasto,2021-03-01
A007740,71,202102,202103,gasto,2021-03-01
A007741,71,202102,202103,gasto,2021-03-01
A007742,71,202102,202103,gasto,2021-03-01
A007743,71,202102,202103,gasto,2021-03-01
A007744,71,202102,202103,gasto,2021-03-01
A007745,71,202102,202103,gasto,2021-03-01
A007746,71,202102,202103,gasto,2021-03-01
A007747,71,202102,202103,gasto,2021-03-01
A007751,71,202102,202103,deposito,2021-03-01
A007753,71,202102,202103,gasto,2021-03-01
A007754,71,202102,202103,gasto,2021-03-01
A007755,71,202102,202103,gasto,2021-03-01
A007756,71,202102,202103,gasto,2021-03-01
A007757,71,202102,202103,gasto,2021-03-01
A007758,71,202102,202103,gasto,2021-03-01
A007759,71,202102,202103,gasto,2021-03-01
A007760,71,202102,202103,gasto,2021-03-01
A007761,71,202102,202103,gasto,2021-03-01
A007762,71,202102,202103,gasto,2021-03-01
A007763,71,202102,202103,gasto,2021-03-01
A007764,71,202102,202103,gasto,2021-03-01
A007766,71,202102,202103,gasto,2021-03-01
A007767,71,202102,202103,gasto,2021-03-01
A007768,71,202102,202103,gasto,2021-03-01
A007769,71,202102,202103,gasto,2021-03-01
A007770,71,202102,202103,gasto,2021-03-01
A007771,71,202102,202103,gasto,2021-03-01
A007772,71,202102,202103,gasto,2021-03-01
A007773,71,202102,202103,gasto,2021-03-01
A007774,71,202102,202103,gasto,2021-03-01
A007775,71,202102,202103,gasto,2021-03-01
A007776,71,202102,202103,gasto,2021-03-01
A007777,71,202102,202103,gasto,2021-03-01
A007778,71,202102,202103,gasto,2021-03-01
A007779,71,202102,202103,gasto,2021-03-01
A007780,71,202102,202103,gasto,2021-03-01
A007784,71,202102,202103,gasto,2021-03-01
A007785,71,202102,202103,gasto,2021-03-01
A007786,71,202102,202103,gasto,2021-03-01
A007787,71,202102,202103,gasto,2021-03-01
A007788,71,202102,202103,gasto,2021-03-01
A007789,71,202102,202103,gasto,2021-03-01
A007790,71,202102,202103,gasto,2021-03-01
A007791,71,202102,202103,gasto,2021-03-01
A007792,71,202102,202103,gasto,2021-03-01
A007793,71,202102,202103,gasto,2021-03-01
A007794,71,202102,202103,gasto,2021-03-01
A007795,71,202102,202103,gasto,2021-03-01
A007796,71,202102,202103,gasto,2021-03-01
A007797,71,202102,202103,gasto,2021-03-01
A007798,71,202102,202103,gasto,2021-03-01
A007799,71,202102,202103,gasto,2021-03-01
A007800,71,202102,202103,gasto,2021-03-01
A007801,71,202102,202103,gasto,2021-03-01
A007802,71,202102,202103,gasto,2021-03-01
A007803,71,202102,202103,gasto,2021-03-01
A007805,71,202102,202103,gasto,2021-03-01
A007806,71,202102,202103,gasto,2021-03-01
A007807,71,202102,202103,gasto,2021-03-01
A007808,71,202102,202103,gasto,2021-03-01
A007809,71,202102,202103,gasto,2021-03-01
A007810,71,202102,202103,gasto,2021-03-01
A007811,71,202102,202103,gasto,2021-03-01
A007812,71,202102,202103,deposito,2021-03-01
A007814,71,202102,202103,gasto,2021-03-01
A007815,71,202102,202103,gasto,2021-03-01
A007816,71,202102,202103,gasto,2021-03-01
A007817,71,202102,202103,gasto,2021-03-01
A007818,71,202102,202103,gasto,2021-03-01
A007819,71,202102,202103,gasto,2021-03-01
A007820,71,202102,202103,gasto,2021-03-01
A007821,71,202102,202103,gasto,2021-03-01
A007822,71,202102,202103,gasto,2021-03-01
A007823,71,202102,202103,gasto,2021-03-01
A007824,71,202102,202103,gasto,2021-03-01
A007825,71,202102,202103,gasto,2021-03-01
A007826,71,202102,202103,gasto,2021-03-01
A007827,71,202102,202103,gasto,2021-03-01
A007828,71,202102,202103,gasto,2021-03-01
A007829,71,202102,202103,gasto,2021-03-01
A007830,71,202102,202103,gasto,2021-03-01
A007831,71,202102,202103,gasto,2021-03-01
A007832,71,202102,202103,gasto,2021-03-01
A007833,71,202102,202103,gasto,2021-03-01
A007834,71,202102,202103,gasto,2021-03-01
A007835,71,202102,202103,gasto,2021-03-01
A007837,71,202102,202103,gasto,2021-03-01
A007838,71,202102,202103,gasto,2021-03-01
A007839,71,202102,202103,gasto,2021-03-01
A007840,71,202102,202103,gasto,2021-03-01
A007841,71,202102,202103,gasto,2021-03-01
A007842,71,202102,202103,gasto,2021-03-01
A007843,71,202102,202103,gasto,2021-03-01
A007844,71,202102,202103,gasto,2021-03-01
A007845,71,202102,202103,gasto,2021-03-01
A007846,71,202102,202103,gasto,2021-03-01
A007847,71,202102,202103,gasto,2021-03-01
A007848,71,202102,202103,gasto,2021-03-01
A007849,71,202102,202103,gasto,2021-03-01
A007851,72,202103,202104,gasto,2021-04-01
A007852,72,202103,202104,gasto,2021-04-01
A007853,72,202103,202104,gasto,2021-04-01
A007854,72,202103,202104,gasto,2021-04-01
A007855,72,202103,202104,gasto,2021-04-01
A007856,72,202103,202104,gasto,2021-04-01
A007857,72,202103,202104,gasto,2021-04-01
A007858,72,202103,202104,gasto,2021-04-01
A007859,72,202103,202104,gasto,2021-04-01
A007860,72,202103,202104,gasto,2021-04-01
A007861,72,202103,202104,gasto,2021-04-01
A007862,72,202103,202104,gasto,2021-04-01
A007863,72,202103,202104,gasto,2021-04-01
A007864,72,202103,202104,gasto,2021-04-01
A007865,72,202103,202104,gasto,2021-04-01
A007866,72,202103,202104,gasto,2021-04-01
A007867,72,202103,202104,gasto,2021-04-01
A007868,72,202103,202104,gasto,2021-04-01
A007873,72,202103,202104,deposito,2021-04-01
A007878,72,202103,202104,gasto,2021-04-01
A007879,72,202103,202104,gasto,2021-04-01
A007880,72,202103,202104,gasto,2021-04-01
A007881,72,202103,202104,gasto,2021-04-01
A007882,72,202103,202104,gasto,2021-04-01
A007883,72,202103,202104,gasto,2021-04-01
A007884,72,202103,202104,gasto,2021-04-01
A007885,72,202103,202104,gasto,2021-04-01
A007886,72,202103,202104,gasto,2021-04-01
A007887,72,202103,202104,gasto,2021-04-01
A007888,72,202103,202104,gasto,2021-04-01
A007889,72,202103,202104,gasto,2021-04-01
A007890,72,202103,202104,gasto,2021-04-01
A007891,72,202103,202104,gasto,2021-04-01
A007892,72,202103,202104,gasto,2021-04-01
A007893,72,202103,202104,gasto,2021-04-01
A007894,72,202103,202104,gasto,2021-04-01
A007895,72,202103,202104,gasto,2021-04-01
A007896,72,202103,202104,gasto,2021-04-01
A007897,72,202103,202104,gasto,2021-04-01
A007898,72,202103,202104,gasto,2021-04-01
A007900,72,202103,202104,deposito,2021-04-01
A007902,72,202103,202104,gasto,2021-04-01
A007903,72,202103,202104,deposito,2021-04-01
A007905,72,202103,202104,gasto,2021-04-01
A007906,72,202103,202104,gasto,2021-04-01
A007907,72,202103,202104,gasto,2021-04-01
A007908,72,202103,202104,gasto,2021-04-01
A007909,72,202103,202104,gasto,2021-04-01
A007910,72,202103,202104,gasto,2021-04-01
A007911,72,202103,202104,gasto,2021-04-01
A007912,72,202103,202104,gasto,2021-04-01
A007913,72,202103,202104,gasto,2021-04-01
A007914,72,202103,202104,gasto,2021-04-01
A007915,72,202103,202104,gasto,2021-04-01
A007916,72,202103,202104,gasto,2021-04-01
A007917,72,202103,202104,gasto,2021-04-01
A007918,72,202103,202104,gasto,2021-04-01
A007919,72,202103,202104,gasto,2021-04-01
A007920,72,202103,202104,gasto,2021-04-01
A007921,72,202103,202104,gasto,2021-04-01
A007922,72,202103,202104,deposito,2021-04-01
A007928,72,202103,202104,gasto,2021-04-01
A007929,72,202103,202104,gasto,2021-04-01
A007930,72,202103,202104,gasto,2021-04-01
A007931,72,202103,202104,gasto,2021-04-01
A007932,72,202103,202104,gasto,2021-04-01
A007933,72,202103,202104,gasto,2021-04-01
A007934,72,202103,202104,gasto,2021-04-01
A007935,72,202103,202104,gasto,2021-04-01
A007936,72,202103,202104,gasto,2021-04-01
A007937,72,202103,202104,gasto,2021-04-01
A007938,72,202103,202104,gasto,2021-04-01
A007939,72,202103,202104,gasto,2021-04-01
A007940,72,202103,202104,gasto,2021-04-01
A007941,72,202103,202104,gasto,2021-04-01
A007942,72,202103,202104,gasto,2021-04-01
A007943,72,202103,202104,gasto,2021-04-01
A007948,72,202103,202104,gasto,2021-04-01
A007949,73,202104,202105,gasto,2021-05-01
A007950,73,202104,202105,gasto,2021-05-01
A007951,73,202104,202105,gasto,2021-05-01
A007952,73,202104,202105,gasto,2021-05-01
A007953,73,202104,202105,gasto,2021-05-01
A007954,73,202104,202105,gasto,2021-05-01
A007955,73,202104,202105,gasto,2021-05-01
A007956,73,202104,202105,gasto,2021-05-01
A007957,73,202104,202105,gasto,2021-05-01
A007958,73,202104,202105,gasto,2021-05-01
A007959,73,202104,202105,gasto,2021-05-01
A007960,73,202104,202105,gasto,2021-05-01
A007961,73,202104,202105,gasto,2021-05-01
A007962,73,202104,202105,gasto,2021-05-01
A007963,73,202104,202105,gasto,2021-05-01
A007964,73,202104,202105,gasto,2021-05-01
A007965,73,202104,202105,gasto,2021-05-01
A007966,73,202104,202105,gasto,2021-05-01
A007967,73,202104,202105,gasto,2021-05-01
A007976,73,202104,202105,gasto,2021-05-01
A007977,73,202104,202105,gasto,2021-05-01
A007978,73,202104,202105,deposito,2021-05-01
A007981,73,202104,202105,gasto,2021-05-01
A007982,73,202104,202105,gasto,2021-05-01
A007983,73,202104,202105,gasto,2021-05-01
A007984,73,202104,202105,gasto,2021-05-01
A007985,73,202104,202105,gasto,2021-05-01
A007986,73,202104,202105,gasto,2021-05-01
A007987,73,202104,202105,gasto,2021-05-01
A007988,73,202104,202105,gasto,2021-05-01
A007989,73,202104,202105,gasto,2021-05-01
A007990,73,202104,202105,gasto,2021-05-01
A007991,73,202104,202105,gasto,2021-05-01
A007992,73,202104,202105,gasto,2021-05-01
A007993,73,202104,202105,gasto,2021-05-01
A007994,73,202104,202105,gasto,2021-05-01
A007995,73,202104,202105,gasto,2021-05-01
A007996,73,202104,202105,gasto,2021-05-01
A007997,73,202104,202105,gasto,2021-05-01
A007998,73,202104,202105,gasto,2021-05-01
A007999,73,202104,202105,gasto,2021-05-01
A008001,73,202104,202105,gasto,2021-05-01
A008002,73,202104,202105,gasto,2021-05-01
A008003,73,202104,202105,gasto,2021-05-01
A008004,73,202104,202105,gasto,2021-05-01
A008005,73,202104,202105,gasto,2021-05-01
A008006,73,202104,202105,gasto,2021-05-01
A008007,73,202104,202105,gasto,2021-05-01
A008008,73,202104,202105,gasto,2021-05-01
A008009,73,202104,202105,gasto,2021-05-01
A008010,73,202104,202105,gasto,2021-05-01
A008011,73,202104,202105,gasto,2021-05-01
A008012,73,202104,202105,gasto,2021-05-01
A008013,73,202104,202105,gasto,2021-05-01
A008014,73,202104,202105,gasto,2021-05-01
A008015,73,202104,202105,gasto,2021-05-01
A008016,73,202104,202105,gasto,2021-05-01
A008017,73,202104,202105,gasto,2021-05-01
A008018,73,202104,202105,gasto,2021-05-01
A008019,73,202104,202105,gasto,2021-05-01
A008020,73,202104,202105,gasto,2021-05-01
A008021,73,202104,202105,gasto,2021-05-01
A008022,73,202104,202105,gasto,2021-05-01
A008023,73,202104,202105,gasto,2021-05-01
A008024,73,202104,202105,gasto,2021-05-01
A008025,73,202104,202105,gasto,2021-05-01
A008026,73,202104,202105,gasto,2021-05-01
A008027,73,202104,202105,gasto,2021-05-01
A008028,73,202104,202105,gasto,2021-05-01
A008029,73,202104,202105,gasto,2021-05-01
A008030,73,202104,202105,gasto,2021-05-01
A008031,73,202104,202105,gasto,2021-05-01
A008032,73,202104,202105,gasto,2021-05-01
A008033,73,202104,202105,gasto,2021-05-01
A008034,73,202104,202105,gasto,2021-05-01
A008035,73,202104,202105,gasto,2021-05-01
A008036,73,202104,202105,gasto,2021-05-01
A008037,73,202104,202105,gasto,2021-05-01
A008038,73,202104,202105,gasto,2021-05-01
A008039,73,202104,202105,gasto,2021-05-01
A008040,73,202104,202105,gasto,2021-05-01
A008041,73,202104,202105,gasto,2021-05-01
A008042,73,202104,202105,deposito,2021-05-01
A008044,73,202104,202105,gasto,2021-05-01
A008045,73,202104,202105,gasto,2021-05-01
A008046,73,202104,202105,gasto,2021-05-01
A008052,73,202104,202105,gasto,2021-05-01
A008053,73,202104,202105,gasto,2021-05-01
A008054,73,202104,202105,gasto,2021-05-01
A008055,73,202104,202105,gasto,2021-05-01
A008056,73,202104,202105,gasto,2021-05-01
A008057,73,202104,202105,gasto,2021-05-01
A008058,73,202104,202105,gasto,2021-05-01
A008059,73,202104,202105,gasto,2021-05-01
A008060,73,202104,202105,gasto,2021-05-01
A008063,73,202104,202105,gasto,2021-05-01
A008064,73,202104,202105,gasto,2021-05-01
A008065,73,202104,202105,gasto,2021-05-01
A008068,73,202104,202105,gasto,2021-05-01
A008069,73,202104,202105,gasto,2021-05-01
A008070,73,202104,202105,gasto,2021-05-01
A008071,73,202104,202105,gasto,2021-05-01
A008072,73,202104,202105,gasto,2021-05-01
A008073,73,202104,202105,gasto,2021-05-01
A008074,73,202104,202105,gasto,2021-05-01
A008075,73,202104,202105,gasto,2021-05-01
A008076,73,202104,202105,gasto,2021-05-01
A008077,73,202104,202105,gasto,2021-05-01
A008078,73,202104,202105,gasto,2021-05-01
A008079,73,202104,202105,gasto,2021-05-01
A008080,73,202104,202105,gasto,2021-05-01
A008081,73,202104,202105,gasto,2021-05-01
A008082,73,202104,202105,gasto,2021-05-01
A008085,73,202104,202105,gasto,2021-05-01
A008086,73,202104,202105,gasto,2021-05-01
A008087,73,202104,202105,gasto,2021-05-01
A008088,73,202104,202105,gasto,2021-05-01
A008089,73,202104,202105,gasto,2021-05-01
A008090,73,202104,202105,gasto,2021-05-01
A008091,73,202104,202105,gasto,2021-05-01
A008092,73,202104,202105,gasto,2021-05-01
A008096,73,202104,202105,gasto,2021-05-01
A008097,73,202104,202105,gasto,2021-05-01
A008098,73,202104,202105,gasto,2021-05-01
A008099,73,202104,202105,gasto,2021-05-01
A008100,73,202104,202105,gasto,2021-05-01
A008104,74,202105,202106,gasto,2021-06-01
A008105,74,202105,202106,gasto,2021-06-01
A008106,74,202105,202106,gasto,2021-06-01
A008107,74,202105,202106,gasto,2021-06-01
A008108,74,202105,202106,gasto,2021-06-01
A008109,74,202105,202106,gasto,2021-06-01
A008110,74,202105,202106,gasto,2021-06-01
A008111,74,202105,202106,gasto,2021-06-01
A008113,74,202105,202106,gasto,2021-06-01
A008116,74,202105,202106,gasto,2021-06-01
A008117,74,202105,202106,gasto,2021-06-01
A008118,74,202105,202106,deposito,2021-06-01
A008123,74,202105,202106,gasto,2021-06-01
A008124,74,202105,202106,gasto,2021-06-01
A008125,74,202105,202106,gasto,2021-06-01
A008126,74,202105,202106,gasto,2021-06-01
A008127,74,202105,202106,gasto,2021-06-01
A008128,74,202105,202106,gasto,2021-06-01
A008129,74,202105,202106,gasto,2021-06-01
A008130,74,202105,202106,gasto,2021-06-01
A008131,74,202105,202106,gasto,2021-06-01
A008132,74,202105,202106,gasto,2021-06-01
A008133,74,202105,202106,gasto,2021-06-01
A008134,74,202105,202106,gasto,2021-06-01
A008135,74,202105,202106,gasto,2021-06-01
A008136,74,202105,202106,gasto,2021-06-01
A008137,74,202105,202106,gasto,2021-06-01
A008138,74,202105,202106,gasto,2021-06-01
A008141,74,202105,202106,gasto,2021-06-01
A008142,74,202105,202106,gasto,2021-06-01
A008143,74,202105,202106,gasto,2021-06-01
A008144,74,202105,202106,gasto,2021-06-01
A008145,74,202105,202106,gasto,2021-06-01
A008146,74,202105,202106,gasto,2021-06-01
A008147,74,202105,202106,gasto,2021-06-01
A008148,74,202105,202106,gasto,2021-06-01
A008149,74,202105,202106,gasto,2021-06-01
A008150,74,202105,202106,gasto,2021-06-01
A008151,74,202105,202106,gasto,2021-06-01
A008152,74,202105,202106,gasto,2021-06-01
A008153,74,202105,202106,gasto,2021-06-01
A008154,74,202105,202106,gasto,2021-06-01
A008155,74,202105,202106,gasto,2021-06-01
A008156,74,202105,202106,gasto,2021-06-01
A008157,74,202105,202106,gasto,2021-06-01
A008158,74,202105,202106,gasto,2021-06-01
A008159,74,202105,202106,gasto,2021-06-01
A008160,74,202105,202106,gasto,2021-06-01
A008161,74,202105,202106,gasto,2021-06-01
A008162,74,202105,202106,gasto,2021-06-01
A008163,74,202105,202106,gasto,2021-06-01
A008164,74,202105,202106,gasto,2021-06-01
A008165,74,202105,202106,gasto,2021-06-01
A008167,74,202105,202106,gasto,2021-06-01
A008168,74,202105,202106,gasto,2021-06-01
A008176,74,202105,202106,gasto,2021-06-01
A008179,74,202105,202106,gasto,2021-06-01
A008180,74,202105,202106,gasto,2021-06-01
A008181,74,202105,202106,gasto,2021-06-01
A008182,74,202105,202106,gasto,2021-06-01
A008183,74,202105,202106,gasto,2021-06-01
A008184,74,202105,202106,gasto,2021-06-01
A008185,74,202105,202106,gasto,2021-06-01
A008186,74,202105,202106,gasto,2021-06-01
A008187,74,202105,202106,gasto,2021-06-01
A008188,74,202105,202106,gasto,2021-06-01
A008190,74,202105,202106,gasto,2021-06-01
A008191,74,202105,202106,gasto,2021-06-01
A008192,74,202105,202106,gasto,2021-06-01
A008193,74,202105,202106,gasto,2021-06-01
A008194,74,202105,202106,gasto,2021-06-01
A008195,74,202105,202106,gasto,2021-06-01
A008196,74,202105,202106,gasto,2021-06-01
A008197,74,202105,202106,gasto,2021-06-01
A008198,74,202105,202106,gasto,2021-06-01
A008199,74,202105,202106,gasto,2021-06-01
A008200,74,202105,202106,gasto,2021-06-01
A008201,74,202105,202106,gasto,2021-06-01
A008202,74,202105,202106,gasto,2021-06-01
A008203,74,202105,202106,gasto,2021-06-01
A008204,74,202105,202106,gasto,2021-06-01
A008205,74,202105,202106,gasto,2021-06-01
A008210,74,202105,202106,gasto,2021-06-01
A008211,74,202105,202106,gasto,2021-06-01
A008212,74,202105,202106,gasto,2021-06-01
A008213,74,202105,202106,gasto,2021-06-01
A008214,74,202105,202106,gasto,2021-06-01
A008215,74,202105,202106,gasto,2021-06-01
A008216,74,202105,202106,gasto,2021-06-01
A008217,74,202105,202106,gasto,2021-06-01
A008218,74,202105,202106,gasto,2021-06-01
A008219,74,202105,202106,gasto,2021-06-01
A008220,74,202105,202106,gasto,2021-06-01
A008221,74,202105,202106,gasto,2021-06-01
A008222,74,202105,202106,gasto,2021-06-01
A008223,74,202105,202106,gasto,2021-06-01
A008224,74,202105,202106,gasto,2021-06-01
A008225,74,202105,202106,gasto,2021-06-01
A008226,74,202105,202106,gasto,2021-06-01
A008227,74,202105,202106,gasto,2021-06-01
A008228,74,202105,202106,deposito,2021-06-01
A008229,74,202105,202106,gasto,2021-06-01
A008230,74,202105,202106,gasto,2021-06-01
A008231,74,202105,202106,gasto,2021-06-01
A008232,74,202105,202106,gasto,2021-06-01
A008233,74,202105,202106,gasto,2021-06-01
A008234,74,202105,202106,gasto,2021-06-01
A008235,74,202105,202106,gasto,2021-06-01
A008236,74,202105,202106,gasto,2021-06-01
A008237,74,202105,202106,gasto,2021-06-01
A008238,74,202105,202106,gasto,2021-06-01
A008239,74,202105,202106,gasto,2021-06-01
A008240,74,202105,202106,gasto,2021-06-01
A008241,74,202105,202106,gasto,2021-06-01
A008242,74,202105,202106,gasto,2021-06-01
A008246,74,202105,202106,deposito,2021-06-01
A008249,74,202105,202106,gasto,2021-06-01
A008250,74,202105,202106,gasto,2021-06-01
A008251,74,202105,202106,gasto,2021-06-01
A008252,74,202105,202106,gasto,2021-06-01
A008253,74,202105,202106,gasto,2021-06-01
A008254,74,202105,202106,gasto,2021-06-01
A008255,74,202105,202106,gasto,2021-06-01
A008256,74,202105,202106,gasto,2021-06-01
A008257,74,202105,202106,gasto,2021-06-01
A008258,74,202105,202106,gasto,2021-06-01
A008259,74,202105,202106,gasto,2021-06-01
A008265,75,202106,202107,gasto,2021-07-01
A008266,75,202106,202107,gasto,2021-07-01
A008267,75,202106,202107,gasto,2021-07-01
A008268,75,202106,202107,gasto,2021-07-01
A008269,75,202106,202107,gasto,2021-07-01
A008270,75,202106,202107,gasto,2021-07-01
A008271,75,202106,202107,gasto,2021-07-01
A008272,75,202106,202107,gasto,2021-07-01
A008273,75,202106,202107,gasto,2021-07-01
A008274,75,202106,202107,gasto,2021-07-01
A008275,75,202106,202107,gasto,2021-07-01
A008276,75,202106,202107,gasto,2021-07-01
A008277,75,202106,202107,gasto,2021-07-01
A008278,75,202106,202107,gasto,2021-07-01
A008279,75,202106,202107,gasto,2021-07-01
A008280,75,202106,202107,gasto,2021-07-01
A008282,75,202106,202107,deposito,2021-07-01
A008284,75,202106,202107,gasto,2021-07-01
A008287,75,202106,202107,gasto,2021-07-01
A008288,75,202106,202107,gasto,2021-07-01
A008289,75,202106,202107,gasto,2021-07-01
A008290,75,202106,202107,gasto,2021-07-01
A008291,75,202106,202107,gasto,2021-07-01
A008292,75,202106,202107,gasto,2021-07-01
A008293,75,202106,202107,gasto,2021-07-01
A008294,75,202106,202107,gasto,2021-07-01
A008295,75,202106,202107,gasto,2021-07-01
A008296,75,202106,202107,gasto,2021-07-01
A008297,75,202106,202107,gasto,2021-07-01
A008298,75,202106,202107,gasto,2021-07-01
A008299,75,202106,202107,gasto,2021-07-01
A008300,75,202106,202107,gasto,2021-07-01
A008301,75,202106,202107,gasto,2021-07-01
A008302,75,202106,202107,gasto,2021-07-01
A008303,75,202106,202107,gasto,2021-07-01
A008304,75,202106,202107,gasto,2021-07-01
A008306,75,202106,202107,gasto,2021-07-01
A008307,75,202106,202107,gasto,2021-07-01
A008308,75,202106,202107,gasto,2021-07-01
A008309,75,202106,202107,gasto,2021-07-01
A008310,75,202106,202107,gasto,2021-07-01
A008311,75,202106,202107,gasto,2021-07-01
A008312,75,202106,202107,gasto,2021-07-01
A008313,75,202106,202107,gasto,2021-07-01
A008314,75,202106,202107,gasto,2021-07-01
A008315,75,202106,202107,gasto,2021-07-01
A008316,75,202106,202107,gasto,2021-07-01
A008317,75,202106,202107,gasto,2021-07-01
A008318,75,202106,202107,gasto,2021-07-01
A008319,75,202106,202107,gasto,2021-07-01
A008320,75,202106,202107,gasto,2021-07-01
A008321,75,202106,202107,gasto,2021-07-01
A008322,75,202106,202107,gasto,2021-07-01
A008323,75,202106,202107,gasto,2021-07-01
A008324,75,202106,202107,gasto,2021-07-01
A008326,75,202106,202107,deposito,2021-07-01
A008331,75,202106,202107,gasto,2021-07-01
A008332,75,202106,202107,gasto,2021-07-01
A008333,75,202106,202107,gasto,2021-07-01
A008342,75,202106,202107,gasto,2021-07-01
A008344,75,202106,202107,gasto,2021-07-01
A008345,75,202106,202107,gasto,2021-07-01
A008346,75,202106,202107,gasto,2021-07-01
