"id","id_creditos","periodo_inicio","periodo_corte","tipo_credito","primer_dia_mes_corte"
A010412,90,202209,202210,gasto,2022-10-01
A010413,90,202209,202210,gasto,2022-10-01
A010414,90,202209,202210,gasto,2022-10-01
A010415,90,202209,202210,gasto,2022-10-01
A010416,90,202209,202210,gasto,2022-10-01
A010417,90,202209,202210,gasto,2022-10-01
A010418,90,202209,202210,gasto,2022-10-01
A010419,90,202209,202210,gasto,2022-10-01
A010420,90,202209,202210,gasto,2022-10-01
A010421,90,202209,202210,gasto,2022-10-01
A010422,90,202209,202210,gasto,2022-10-01
A010423,90,202209,202210,gasto,2022-10-01
A010425,90,202209,202210,gasto,2022-10-01
A010426,90,202209,202210,gasto,2022-10-01
A010427,90,202209,202210,gasto,2022-10-01
A010428,90,202209,202210,gasto,2022-10-01
A010429,90,202209,202210,gasto,2022-10-01
A010430,90,202209,202210,gasto,2022-10-01
A010431,90,202209,202210,gasto,2022-10-01
A010432,90,202209,202210,gasto,2022-10-01
A010433,90,202209,202210,gasto,2022-10-01
A010434,90,202209,202210,gasto,2022-10-01
A010435,90,202209,202210,gasto,2022-10-01
A010436,90,202209,202210,gasto,2022-10-01
A010437,90,202209,202210,gasto,2022-10-01
A010438,90,202209,202210,gasto,2022-10-01
A010439,90,202209,202210,gasto,2022-10-01
A010440,90,202209,202210,gasto,2022-10-01
A010441,90,202209,202210,gasto,2022-10-01
A010442,90,202209,202210,gasto,2022-10-01
A010443,90,202209,202210,gasto,2022-10-01
A010444,90,202209,202210,gasto,2022-10-01
A010445,90,202209,202210,gasto,2022-10-01
A010446,90,202209,202210,gasto,2022-10-01
A010447,90,202209,202210,gasto,2022-10-01
A010448,90,202209,202210,gasto,2022-10-01
A010449,90,202209,202210,gasto,2022-10-01
A010450,90,202209,202210,gasto,2022-10-01
A010451,90,202209,202210,gasto,2022-10-01
A010452,90,202209,202210,gasto,2022-10-01
A010453,90,202209,202210,gasto,2022-10-01
A010454,90,202209,202210,gasto,2022-10-01
A010455,90,202209,202210,gasto,2022-10-01
A010456,90,202209,202210,gasto,2022-10-01
A010457,90,202209,202210,gasto,2022-10-01
A010458,90,202209,202210,gasto,2022-10-01
A010459,90,202209,202210,gasto,2022-10-01
A010460,90,202209,202210,gasto,2022-10-01
A010461,90,202209,202210,gasto,2022-10-01
A010462,90,202209,202210,gasto,2022-10-01
A010464,90,202209,202210,gasto,2022-10-01
A010465,90,202209,202210,gasto,2022-10-01
A010466,90,202209,202210,gasto,2022-10-01
A010470,90,202209,202210,gasto,2022-10-01
A010471,90,202209,202210,gasto,2022-10-01
A010472,90,202209,202210,gasto,2022-10-01
A010473,90,202209,202210,gasto,2022-10-01
A010474,90,202209,202210,gasto,2022-10-01
A010475,90,202209,202210,gasto,2022-10-01
A010476,90,202209,202210,gasto,2022-10-01
A010477,90,202209,202210,gasto,2022-10-01
A010479,90,202209,202210,gasto,2022-10-01
A010480,90,202209,202210,gasto,2022-10-01
A010481,90,202209,202210,gasto,2022-10-01
A010482,90,202209,202210,gasto,2022-10-01
A010483,90,202209,202210,gasto,2022-10-01
A010484,90,202209,202210,gasto,2022-10-01
A010485,90,202209,202210,gasto,2022-10-01
A010487,90,202209,202210,deposito,2022-10-01
A010494,90,202209,202210,gasto,2022-10-01
A010497,90,202209,202210,gasto,2022-10-01
A010498,90,202209,202210,gasto,2022-10-01
A010499,90,202209,202210,gasto,2022-10-01
A010500,90,202209,202210,gasto,2022-10-01
A010501,90,202209,202210,gasto,2022-10-01
A010503,90,202209,202210,gasto,2022-10-01
A010505,90,202209,202210,gasto,2022-10-01
A010506,90,202209,202210,gasto,2022-10-01
A010507,90,202209,202210,gasto,2022-10-01
A010509,90,202209,202210,gasto,2022-10-01
A010510,90,202209,202210,gasto,2022-10-01
A010511,90,202209,202210,gasto,2022-10-01
A010512,90,202209,202210,gasto,2022-10-01
A010513,90,202209,202210,gasto,2022-10-01
A010514,90,202209,202210,gasto,2022-10-01
A010518,90,202209,202210,gasto,2022-10-01
A010519,90,202209,202210,gasto,2022-10-01
A010520,90,202209,202210,gasto,2022-10-01
A010521,90,202209,202210,gasto,2022-10-01
A010522,90,202209,202210,gasto,2022-10-01
A010523,90,202209,202210,gasto,2022-10-01
A010525,90,202209,202210,gasto,2022-10-01
A010528,90,202209,202210,gasto,2022-10-01
A010529,90,202209,202210,gasto,2022-10-01
A010530,90,202209,202210,gasto,2022-10-01
A010531,90,202209,202210,gasto,2022-10-01
A010532,90,202209,202210,gasto,2022-10-01
A010533,90,202209,202210,gasto,2022-10-01
A010534,90,202209,202210,gasto,2022-10-01
A010535,90,202209,202210,gasto,2022-10-01
A010536,90,202209,202210,gasto,2022-10-01
A010537,90,202209,202210,gasto,2022-10-01
A010538,90,202209,202210,gasto,2022-10-01
A010539,90,202209,202210,gasto,2022-10-01
A010544,90,202209,202210,gasto,2022-10-01
A010545,90,202209,202210,gasto,2022-10-01
A010546,90,202209,202210,gasto,2022-10-01
A010547,90,202209,202210,gasto,2022-10-01
A010555,90,202209,202210,gasto,2022-10-01
A010556,90,202209,202210,gasto,2022-10-01
A010557,90,202209,202210,gasto,2022-10-01
A010558,90,202209,202210,gasto,2022-10-01
A010559,90,202209,202210,gasto,2022-10-01
A010562,90,202209,202210,gasto,2022-10-01
A010563,91,202210,202211,gasto,2022-11-01
A010564,91,202210,202211,gasto,2022-11-01
A010565,91,202210,202211,gasto,2022-11-01
A010566,91,202210,202211,gasto,2022-11-01
A010567,91,202210,202211,gasto,2022-11-01
A010568,91,202210,202211,gasto,2022-11-01
A010569,91,202210,202211,gasto,2022-11-01
A010570,91,202210,202211,gasto,2022-11-01
A010571,91,202210,202211,gasto,2022-11-01
A010572,91,202210,202211,gasto,2022-11-01
A010573,91,202210,202211,gasto,2022-11-01
A010574,91,202210,202211,gasto,2022-11-01
A010575,91,202210,202211,gasto,2022-11-01
A010576,91,202210,202211,gasto,2022-11-01
A010577,91,202210,202211,gasto,2022-11-01
A010578,91,202210,202211,gasto,2022-11-01
A010579,91,202210,202211,gasto,2022-11-01
A010580,91,202210,202211,gasto,2022-11-01
A010581,91,202210,202211,gasto,2022-11-01
A010582,91,202210,202211,gasto,2022-11-01
A010583,91,202210,202211,gasto,2022-11-01
A010584,91,202210,202211,gasto,2022-11-01
A010585,91,202210,202211,gasto,2022-11-01
A010586,91,202210,202211,gasto,2022-11-01
A010587,91,202210,202211,gasto,2022-11-01
A010588,91,202210,202211,gasto,2022-11-01
A010589,91,202210,202211,gasto,2022-11-01
A010590,91,202210,202211,gasto,2022-11-01
A010591,91,202210,202211,gasto,2022-11-01
A010592,91,202210,202211,gasto,2022-11-01
A010593,91,202210,202211,gasto,2022-11-01
A010597,91,202210,202211,gasto,2022-11-01
A010598,91,202210,202211,gasto,2022-11-01
A010599,91,202210,202211,gasto,2022-11-01
A010600,91,202210,202211,gasto,2022-11-01
A010601,91,202210,202211,gasto,2022-11-01
A010602,91,202210,202211,gasto,2022-11-01
A010603,91,202210,202211,gasto,2022-11-01
A010604,91,202210,202211,gasto,2022-11-01
A010605,91,202210,202211,gasto,2022-11-01
A010606,91,202210,202211,gasto,2022-11-01
A010607,91,202210,202211,gasto,2022-11-01
A010608,91,202210,202211,gasto,2022-11-01
A010609,91,202210,202211,gasto,2022-11-01
A010610,91,202210,202211,gasto,2022-11-01
A010611,91,202210,202211,gasto,2022-11-01
A010612,91,202210,202211,gasto,2022-11-01
A010613,91,202210,202211,gasto,2022-11-01
A010614,91,202210,202211,gasto,2022-11-01
A010615,91,202210,202211,gasto,2022-11-01
A010616,91,202210,202211,gasto,2022-11-01
A010617,91,202210,202211,gasto,2022-11-01
A010618,91,202210,202211,gasto,2022-11-01
A010619,91,202210,202211,gasto,2022-11-01
A010620,91,202210,202211,gasto,2022-11-01
A010621,91,202210,202211,gasto,2022-11-01
A010622,91,202210,202211,gasto,2022-11-01
A010623,91,202210,202211,gasto,2022-11-01
A010624,91,202210,202211,gasto,2022-11-01
A010625,91,202210,202211,gasto,2022-11-01
A010626,91,202210,202211,gasto,2022-11-01
A010634,91,202210,202211,gasto,2022-11-01
A010635,91,202210,202211,gasto,2022-11-01
A010636,91,202210,202211,gasto,2022-11-01
A010637,91,202210,202211,gasto,2022-11-01
A010638,91,202210,202211,gasto,2022-11-01
A010639,91,202210,202211,gasto,2022-11-01
A010641,91,202210,202211,gasto,2022-11-01
A010642,91,202210,202211,gasto,2022-11-01
A010643,91,202210,202211,gasto,2022-11-01
A010644,91,202210,202211,gasto,2022-11-01
A010645,91,202210,202211,gasto,2022-11-01
A010646,91,202210,202211,gasto,2022-11-01
A010647,91,202210,202211,gasto,2022-11-01
A010648,91,202210,202211,gasto,2022-11-01
A010649,91,202210,202211,gasto,2022-11-01
A010653,91,202210,202211,gasto,2022-11-01
A010654,91,202210,202211,gasto,2022-11-01
A010655,91,202210,202211,gasto,2022-11-01
A010656,91,202210,202211,gasto,2022-11-01
A010657,91,202210,202211,gasto,2022-11-01
A010658,91,202210,202211,gasto,2022-11-01
A010659,91,202210,202211,gasto,2022-11-01
A010660,91,202210,202211,gasto,2022-11-01
A010661,91,202210,202211,gasto,2022-11-01
A010663,91,202210,202211,gasto,2022-11-01
A010666,91,202210,202211,gasto,2022-11-01
A010667,91,202210,202211,gasto,2022-11-01
A010668,91,202210,202211,gasto,2022-11-01
A010669,91,202210,202211,gasto,2022-11-01
A010670,91,202210,202211,gasto,2022-11-01
A010671,91,202210,202211,gasto,2022-11-01
A010672,91,202210,202211,gasto,2022-11-01
A010673,91,202210,202211,gasto,2022-11-01
A010674,91,202210,202211,gasto,2022-11-01
A010675,91,202210,202211,gasto,2022-11-01
A010676,91,202210,202211,gasto,2022-11-01
A010677,91,202210,202211,gasto,2022-11-01
A010678,91,202210,202211,gasto,2022-11-01
A010679,91,202210,202211,gasto,2022-11-01
A010680,91,202210,202211,gasto,2022-11-01
A010681,91,202210,202211,gasto,2022-11-01
A010682,91,202210,202211,gasto,2022-11-01
A010683,91,202210,202211,gasto,2022-11-01
A010684,91,202210,202211,gasto,2022-11-01
A010685,91,202210,202211,gasto,2022-11-01
A010686,91,202210,202211,gasto,2022-11-01
A010687,91,202210,202211,gasto,2022-11-01
A010688,91,202210,202211,gasto,2022-11-01
A010689,91,202210,202211,gasto,2022-11-01
A010690,91,202210,202211,gasto,2022-11-01
A010691,91,202210,202211,gasto,2022-11-01
A010692,91,202210,202211,gasto,2022-11-01
A010693,91,202210,202211,gasto,2022-11-01
A010694,91,202210,202211,gasto,2022-11-01
A010695,91,202210,202211,gasto,2022-11-01
A010697,91,202210,202211,deposito,2022-11-01
A010703,91,202210,202211,gasto,2022-11-01
A010704,91,202210,202211,gasto,2022-11-01
A010705,91,202210,202211,gasto,2022-11-01
A010706,91,202210,202211,gasto,2022-11-01
A010707,91,202210,202211,gasto,2022-11-01
A010708,91,202210,202211,gasto,2022-11-01
A010709,91,202210,202211,gasto,2022-11-01
A010710,91,202210,202211,gasto,2022-11-01
A010711,91,202210,202211,gasto,2022-11-01
A010712,91,202210,202211,gasto,2022-11-01
A010713,91,202210,202211,gasto,2022-11-01
A010714,91,202210,202211,gasto,2022-11-01
A010715,91,202210,202211,gasto,2022-11-01
A010716,91,202210,202211,gasto,2022-11-01
A010717,91,202210,202211,gasto,2022-11-01
A010718,91,202210,202211,gasto,2022-11-01
A010719,91,202210,202211,gasto,2022-11-01
A010720,91,202210,202211,gasto,2022-11-01
A010722,91,202210,202211,gasto,2022-11-01
A010723,91,202210,202211,gasto,2022-11-01
A010724,91,202210,202211,gasto,2022-11-01
A010725,91,202210,202211,gasto,2022-11-01
A010726,91,202210,202211,gasto,2022-11-01
A010727,91,202210,202211,gasto,2022-11-01
A010728,91,202210,202211,gasto,2022-11-01
A010729,91,202210,202211,gasto,2022-11-01
A010730,91,202210,202211,gasto,2022-11-01
A010731,91,202210,202211,gasto,2022-11-01
A010732,91,202210,202211,gasto,2022-11-01
A010734,91,202210,202211,gasto,2022-11-01
A010735,91,202210,202211,gasto,2022-11-01
A010736,91,202210,202211,gasto,2022-11-01
A010737,91,202210,202211,gasto,2022-11-01
A010738,91,202210,202211,gasto,2022-11-01
A010740,92,202211,202212,gasto,2022-12-01
A010741,92,202211,202212,gasto,2022-12-01
A010742,92,202211,202212,gasto,2022-12-01
A010743,92,202211,202212,gasto,2022-12-01
A010744,92,202211,202212,gasto,2022-12-01
A010745,92,202211,202212,gasto,2022-12-01
A010746,92,202211,202212,gasto,2022-12-01
A010747,92,202211,202212,gasto,2022-12-01
A010748,92,202211,202212,gasto,2022-12-01
A010749,92,202211,202212,gasto,2022-12-01
A010750,92,202211,202212,gasto,2022-12-01
A010751,92,202211,202212,gasto,2022-12-01
A010752,92,202211,202212,gasto,2022-12-01
A010753,92,202211,202212,gasto,2022-12-01
A010754,92,202211,202212,gasto,2022-12-01
A010755,92,202211,202212,gasto,2022-12-01
A010756,92,202211,202212,gasto,2022-12-01
A010757,92,202211,202212,gasto,2022-12-01
A010758,92,202211,202212,gasto,2022-12-01
A010759,92,202211,202212,gasto,2022-12-01
A010760,92,202211,202212,gasto,2022-12-01
A010761,92,202211,202212,gasto,2022-12-01
A010762,92,202211,202212,gasto,2022-12-01
A010763,92,202211,202212,gasto,2022-12-01
A010764,92,202211,202212,gasto,2022-12-01
A010765,92,202211,202212,gasto,2022-12-01
A010766,92,202211,202212,gasto,2022-12-01
A010767,92,202211,202212,gasto,2022-12-01
A010771,92,202211,202212,gasto,2022-12-01
A010772,92,202211,202212,gasto,2022-12-01
A010773,92,202211,202212,gasto,2022-12-01
A010774,92,202211,202212,gasto,2022-12-01
A010775,92,202211,202212,gasto,2022-12-01
A010776,92,202211,202212,gasto,2022-12-01
A010777,92,202211,202212,gasto,2022-12-01
A010778,92,202211,202212,gasto,2022-12-01
A010779,92,202211,202212,gasto,2022-12-01
A010780,92,202211,202212,gasto,2022-12-01
A010781,92,202211,202212,gasto,2022-12-01
A010782,92,202211,202212,gasto,2022-12-01
A010783,92,202211,202212,gasto,2022-12-01
A010784,92,202211,202212,gasto,2022-12-01
A010785,92,202211,202212,gasto,2022-12-01
A010786,92,202211,202212,gasto,2022-12-01
A010787,92,202211,202212,gasto,2022-12-01
A010788,92,202211,202212,gasto,2022-12-01
A010789,92,202211,202212,gasto,2022-12-01
A010790,92,202211,202212,gasto,2022-12-01
A010791,92,202211,202212,gasto,2022-12-01
A010792,92,202211,202212,gasto,2022-12-01
A010793,92,202211,202212,gasto,2022-12-01
A010794,92,202211,202212,gasto,2022-12-01
A010795,92,202211,202212,gasto,2022-12-01
A010796,92,202211,202212,gasto,2022-12-01
A010797,92,202211,202212,gasto,2022-12-01
A010798,92,202211,202212,gasto,2022-12-01
A010799,92,202211,202212,gasto,2022-12-01
A010800,92,202211,202212,gasto,2022-12-01
A010801,92,202211,202212,gasto,2022-12-01
A010802,92,202211,202212,deposito,2022-12-01
A010803,92,202211,202212,gasto,2022-12-01
A010804,92,202211,202212,gasto,2022-12-01
A010805,92,202211,202212,gasto,2022-12-01
A010806,92,202211,202212,gasto,2022-12-01
A010807,92,202211,202212,gasto,2022-12-01
A010808,92,202211,202212,gasto,2022-12-01
A010809,92,202211,202212,gasto,2022-12-01
A010810,92,202211,202212,gasto,2022-12-01
A010811,92,202211,202212,gasto,2022-12-01
A010821,92,202211,202212,gasto,2022-12-01
A010822,92,202211,202212,gasto,2022-12-01
A010823,92,202211,202212,gasto,2022-12-01
A010824,92,202211,202212,gasto,2022-12-01
A010825,92,202211,202212,gasto,2022-12-01
A010826,92,202211,202212,gasto,2022-12-01
A010827,92,202211,202212,gasto,2022-12-01
A010828,92,202211,202212,gasto,2022-12-01
A010829,92,202211,202212,gasto,2022-12-01
A010830,92,202211,202212,gasto,2022-12-01
A010831,92,202211,202212,gasto,2022-12-01
A010832,92,202211,202212,gasto,2022-12-01
A010833,92,202211,202212,gasto,2022-12-01
A010834,92,202211,202212,gasto,2022-12-01
A010835,92,202211,202212,gasto,2022-12-01
A010836,92,202211,202212,gasto,2022-12-01
A010838,92,202211,202212,gasto,2022-12-01
A010839,92,202211,202212,gasto,2022-12-01
A010840,92,202211,202212,gasto,2022-12-01
A010841,92,202211,202212,gasto,2022-12-01
A010843,92,202211,202212,gasto,2022-12-01
A010844,92,202211,202212,gasto,2022-12-01
A010845,92,202211,202212,gasto,2022-12-01
A010846,92,202211,202212,gasto,2022-12-01
A010847,92,202211,202212,gasto,2022-12-01
A010849,92,202211,202212,gasto,2022-12-01
A010850,92,202211,202212,gasto,2022-12-01
A010851,92,202211,202212,gasto,2022-12-01
A010852,92,202211,202212,gasto,2022-12-01
A010853,92,202211,202212,gasto,2022-12-01
A010854,92,202211,202212,gasto,2022-12-01
A010855,92,202211,202212,gasto,2022-12-01
A010856,92,202211,202212,gasto,2022-12-01
A010857,92,202211,202212,gasto,2022-12-01
A010858,92,202211,202212,gasto,2022-12-01
A010859,92,202211,202212,gasto,2022-12-01
A010860,92,202211,202212,gasto,2022-12-01
A010861,92,202211,202212,gasto,2022-12-01
A010862,92,202211,202212,gasto,2022-12-01
A010863,92,202211,202212,gasto,2022-12-01
A010864,92,202211,202212,gasto,2022-12-01
A010865,92,202211,202212,gasto,2022-12-01
A010866,92,202211,202212,gasto,2022-12-01
A010867,92,202211,202212,gasto,2022-12-01
A010868,92,202211,202212,gasto,2022-12-01
A010869,92,202211,202212,gasto,2022-12-01
A010870,92,202211,202212,gasto,2022-12-01
A010871,92,202211,202212,gasto,2022-12-01
A010875,92,202211,202212,gasto,2022-12-01
A010876,92,202211,202212,gasto,2022-12-01
A010877,92,202211,202212,gasto,2022-12-01
A010878,92,202211,202212,gasto,2022-12-01
A010879,92,202211,202212,gasto,2022-12-01
A010880,92,202211,202212,gasto,2022-12-01
A010881,92,202211,202212,gasto,2022-12-01
A010882,92,202211,202212,gasto,2022-12-01
A010883,92,202211,202212,gasto,2022-12-01
A010884,92,202211,202212,gasto,2022-12-01
A010885,92,202211,202212,gasto,2022-12-01
A010886,92,202211,202212,gasto,2022-12-01
A010888,92,202211,202212,gasto,2022-12-01
A010889,92,202211,202212,gasto,2022-12-01
A010890,92,202211,202212,gasto,2022-12-01
A010891,92,202211,202212,gasto,2022-12-01
A010892,92,202211,202212,gasto,2022-12-01
A010893,92,202211,202212,gasto,2022-12-01
A010894,92,202211,202212,gasto,2022-12-01
A010898,92,202211,202212,gasto,2022-12-01
A010899,92,202211,202212,gasto,2022-12-01
A010900,92,202211,202212,gasto,2022-12-01
A010901,92,202211,202212,gasto,2022-12-01
A010902,92,202211,202212,gasto,2022-12-01
A010903,92,202211,202212,gasto,2022-12-01
A010904,92,202211,202212,gasto,2022-12-01
A010905,92,202211,202212,gasto,2022-12-01
A010906,92,202211,202212,gasto,2022-12-01
A010907,92,202211,202212,gasto,2022-12-01
A010908,92,202211,202212,gasto,2022-12-01
A010909,92,202211,202212,gasto,2022-12-01
A010910,92,202211,202212,gasto,2022-12-01
A010911,92,202211,202212,gasto,2022-12-01
A010914,92,202211,202212,deposito,2022-12-01
A010920,92,202211,202212,gasto,2022-12-01
A010921,92,202211,202212,gasto,2022-12-01
A010922,92,202211,202212,gasto,2022-12-01
A010923,92,202211,202212,gasto,2022-12-01
A010924,92,202211,202212,gasto,2022-12-01
A010925,92,202211,202212,gasto,2022-12-01
A010926,92,202211,202212,gasto,2022-12-01
A010927,92,202211,202212,gasto,2022-12-01
A010928,92,202211,202212,gasto,2022-12-01
A010929,92,202211,202212,gasto,2022-12-01
A010930,92,202211,202212,gasto,2022-12-01
A010931,92,202211,202212,gasto,2022-12-01
A010932,92,202211,202212,gasto,2022-12-01
A010933,92,202211,202212,gasto,2022-12-01
A010934,92,202211,202212,gasto,2022-12-01
A010935,92,202211,202212,gasto,2022-12-01
A010936,92,202211,202212,gasto,2022-12-01
A010937,92,202211,202212,gasto,2022-12-01
A010938,92,202211,202212,gasto,2022-12-01
A010939,92,202211,202212,gasto,2022-12-01
A010940,92,202211,202212,gasto,2022-12-01
A010941,92,202211,202212,gasto,2022-12-01
A010942,92,202211,202212,gasto,2022-12-01
A010943,92,202211,202212,gasto,2022-12-01
A010944,92,202211,202212,gasto,2022-12-01
A010945,92,202211,202212,gasto,2022-12-01
A010946,92,202211,202212,gasto,2022-12-01
A010947,92,202211,202212,gasto,2022-12-01
A010948,92,202211,202212,gasto,2022-12-01
A010949,92,202211,202212,gasto,2022-12-01
A010950,92,202211,202212,gasto,2022-12-01
A010951,92,202211,202212,gasto,2022-12-01
A010952,92,202211,202212,gasto,2022-12-01
A010953,92,202211,202212,gasto,2022-12-01
A010954,92,202211,202212,gasto,2022-12-01
A010955,92,202211,202212,gasto,2022-12-01
A010956,92,202211,202212,gasto,2022-12-01
A010957,93,202212,202301,gasto,2023-01-01
A010967,93,202212,202301,gasto,2023-01-01
A010968,93,202212,202301,gasto,2023-01-01
A010969,93,202212,202301,gasto,2023-01-01
A010970,93,202212,202301,gasto,2023-01-01
A010971,93,202212,202301,gasto,2023-01-01
A010972,93,202212,202301,gasto,2023-01-01
A010973,93,202212,202301,gasto,2023-01-01
A010974,93,202212,202301,gasto,2023-01-01
A010976,93,202212,202301,gasto,2023-01-01
A010984,93,202212,202301,gasto,2023-01-01
A010985,93,202212,202301,gasto,2023-01-01
A010986,93,202212,202301,gasto,2023-01-01
A010987,93,202212,202301,gasto,2023-01-01
A010989,93,202212,202301,gasto,2023-01-01
A010996,93,202212,202301,gasto,2023-01-01
A010998,93,202212,202301,gasto,2023-01-01
A010999,93,202212,202301,gasto,2023-01-01
A011000,93,202212,202301,gasto,2023-01-01
A011002,93,202212,202301,gasto,2023-01-01
A011003,93,202212,202301,gasto,2023-01-01
A011005,93,202212,202301,gasto,2023-01-01
A011006,93,202212,202301,gasto,2023-01-01
A011007,93,202212,202301,gasto,2023-01-01
A011008,93,202212,202301,gasto,2023-01-01
A011009,93,202212,202301,gasto,2023-01-01
A011010,93,202212,202301,gasto,2023-01-01
A011011,93,202212,202301,gasto,2023-01-01
A011012,93,202212,202301,gasto,2023-01-01
A011014,93,202212,202301,gasto,2023-01-01
A011015,93,202212,202301,gasto,2023-01-01
A011016,93,202212,202301,gasto,2023-01-01
A011017,93,202212,202301,gasto,2023-01-01
A011018,93,202212,202301,gasto,2023-01-01
A011019,93,202212,202301,gasto,2023-01-01
A011020,93,202212,202301,gasto,2023-01-01
A011021,93,202212,202301,gasto,2023-01-01
A011022,93,202212,202301,gasto,2023-01-01
A011023,93,202212,202301,gasto,2023-01-01
A011024,93,202212,202301,gasto,2023-01-01
A011025,93,202212,202301,gasto,2023-01-01
A011026,93,202212,202301,gasto,2023-01-01
A011027,93,202212,202301,gasto,2023-01-01
A011028,93,202212,202301,gasto,2023-01-01
A011029,93,202212,202301,gasto,2023-01-01
A011030,93,202212,202301,gasto,2023-01-01
A011031,93,202212,202301,gasto,2023-01-01
A011032,93,202212,202301,gasto,2023-01-01
A011033,93,202212,202301,gasto,2023-01-01
A011034,93,202212,202301,gasto,2023-01-01
A011035,93,202212,202301,gasto,2023-01-01
A011036,93,202212,202301,gasto,2023-01-01
A011037,93,202212,202301,gasto,2023-01-01
A011038,93,202212,202301,gasto,2023-01-01
A011039,93,202212,202301,gasto,2023-01-01
A011040,93,202212,202301,gasto,2023-01-01
A011041,93,202212,202301,gasto,2023-01-01
A011042,93,202212,202301,gasto,2023-01-01
A011044,93,202212,202301,gasto,2023-01-01
A011045,93,202212,202301,gasto,2023-01-01
A011046,93,202212,202301,gasto,2023-01-01
A011048,93,202212,202301,deposito,2023-01-01
A011051,93,202212,202301,gasto,2023-01-01
A011052,93,202212,202301,gasto,2023-01-01
A011053,93,202212,202301,gasto,2023-01-01
A011054,93,202212,202301,gasto,2023-01-01
A011055,93,202212,202301,gasto,2023-01-01
A011056,93,202212,202301,gasto,2023-01-01
A011057,93,202212,202301,gasto,2023-01-01
A011058,93,202212,202301,gasto,2023-01-01
A011059,93,202212,202301,gasto,2023-01-01
A011060,93,202212,202301,gasto,2023-01-01
A011061,93,202212,202301,gasto,2023-01-01
A011062,93,202212,202301,gasto,2023-01-01
A011063,93,202212,202301,gasto,2023-01-01
A011064,93,202212,202301,gasto,2023-01-01
A011065,93,202212,202301,gasto,2023-01-01
A011066,93,202212,202301,gasto,2023-01-01
A011067,93,202212,202301,gasto,2023-01-01
A011068,93,202212,202301,gasto,2023-01-01
A011069,93,202212,202301,gasto,2023-01-01
A011070,93,202212,202301,gasto,2023-01-01
A011071,93,202212,202301,gasto,2023-01-01
A011072,93,202212,202301,gasto,2023-01-01
A011073,93,202212,202301,gasto,2023-01-01
A011074,93,202212,202301,gasto,2023-01-01
A011075,93,202212,202301,gasto,2023-01-01
A011076,93,202212,202301,gasto,2023-01-01
A011077,93,202212,202301,gasto,2023-01-01
A011078,93,202212,202301,gasto,2023-01-01
A011079,93,202212,202301,gasto,2023-01-01
A011080,93,202212,202301,gasto,2023-01-01
A011081,93,202212,202301,gasto,2023-01-01
A011082,93,202212,202301,gasto,2023-01-01
A011083,93,202212,202301,gasto,2023-01-01
A011085,93,202212,202301,gasto,2023-01-01
A011086,93,202212,202301,gasto,2023-01-01
A011087,93,202212,202301,gasto,2023-01-01
A011089,93,202212,202301,gasto,2023-01-01
A011090,93,202212,202301,gasto,2023-01-01
A011091,93,202212,202301,gasto,2023-01-01
A011095,93,202212,202301,gasto,2023-01-01
A011096,93,202212,202301,gasto,2023-01-01
A011097,93,202212,202301,deposito,2023-01-01
A011098,94,202301,202302,gasto,2023-02-01
A011099,94,202301,202302,gasto,2023-02-01
A011100,94,202301,202302,gasto,2023-02-01
A011102,94,202301,202302,gasto,2023-02-01
A011103,94,202301,202302,gasto,2023-02-01
A011104,94,202301,202302,gasto,2023-02-01
A011105,94,202301,202302,gasto,2023-02-01
A011106,94,202301,202302,gasto,2023-02-01
A011107,94,202301,202302,gasto,2023-02-01
A011108,94,202301,202302,gasto,2023-02-01
A011109,94,202301,202302,gasto,2023-02-01
A011110,94,202301,202302,gasto,2023-02-01
A011111,94,202301,202302,gasto,2023-02-01
A011112,94,202301,202302,gasto,2023-02-01
A011113,94,202301,202302,gasto,2023-02-01
A011114,94,202301,202302,gasto,2023-02-01
A011115,94,202301,202302,gasto,2023-02-01
A011116,94,202301,202302,gasto,2023-02-01
A011117,94,202301,202302,gasto,2023-02-01
A011118,94,202301,202302,gasto,2023-02-01
A011119,94,202301,202302,gasto,2023-02-01
A011120,94,202301,202302,gasto,2023-02-01
A011121,94,202301,202302,gasto,2023-02-01
A011122,94,202301,202302,gasto,2023-02-01
A011123,94,202301,202302,gasto,2023-02-01
A011124,94,202301,202302,gasto,2023-02-01
A011125,94,202301,202302,gasto,2023-02-01
A011126,94,202301,202302,gasto,2023-02-01
A011127,94,202301,202302,gasto,2023-02-01
A011128,94,202301,202302,gasto,2023-02-01
A011129,94,202301,202302,gasto,2023-02-01
A011130,94,202301,202302,gasto,2023-02-01
A011131,94,202301,202302,gasto,2023-02-01
A011132,94,202301,202302,gasto,2023-02-01
A011133,94,202301,202302,gasto,2023-02-01
A011134,94,202301,202302,gasto,2023-02-01
A011135,94,202301,202302,gasto,2023-02-01
A011137,94,202301,202302,gasto,2023-02-01
A011138,94,202301,202302,gasto,2023-02-01
A011139,94,202301,202302,gasto,2023-02-01
A011140,94,202301,202302,gasto,2023-02-01
A011141,94,202301,202302,gasto,2023-02-01
A011142,94,202301,202302,gasto,2023-02-01
A011143,94,202301,202302,gasto,2023-02-01
A011144,94,202301,202302,gasto,2023-02-01
A011145,94,202301,202302,gasto,2023-02-01
A011146,94,202301,202302,gasto,2023-02-01
A011147,94,202301,202302,gasto,2023-02-01
A011148,94,202301,202302,gasto,2023-02-01
