"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","metodo_pago","monto","id_creditos","periodo_inicio","periodo_corte","primer_dia_mes_corte","tipo_credito"
A007513,2020-12-11,P.MANUAL,manualidad,"8.manualidad_12",P.MANUAL6,credito_1,-9876.028199999999,69,202012,202101,2021-01-01,gasto
A007514,2020-12-11,P.MANUAL,manualidad,"8.manualidad_8",P.MANUAL7,credito_1,-9171.084599999998,69,202012,202101,2021-01-01,gasto
A007515,2020-12-11,P.MANUAL,manualidad,manualidad_18,P.MANUAL4,credito_1,-7690.866599999999,69,202012,202101,2021-01-01,gasto
A007516,2020-12-12,LIBRE,gustos,gustos_436,LIBRE3,credito_1,-2262.3102,69,202012,202101,2021-01-01,gasto
A007517,2020-12-12,P.MANUAL,manualidad,manualidad_5,P.MANUAL10,credito_1,-1415.8871999999997,69,202012,202101,2021-01-01,gasto
A007518,2020-12-12,P.MANUAL,manualidad,manualidad_4,P.MANUAL9,credito_1,-2120.8307999999997,69,202012,202101,2021-01-01,gasto
A007519,2020-12-13,P.MANUAL,manualidad,"8.manualidad_20",P.MANUAL9,credito_1,-25032.795000000002,69,202012,202101,2021-01-01,gasto
A007520,2020-12-13,LIBRE,consumible,consumible_6605,LIBRE4,credito_1,-5223.0,69,202012,202101,2021-01-01,gasto
A007521,2020-12-13,LIBRE,consumible,consumible_6384,LIBRE5,credito_1,-1909.5,69,202012,202101,2021-01-01,gasto
A007522,2020-12-13,LIBRE,consumible,consumible_2451,LIBRE8,credito_1,-5117.25,69,202012,202101,2021-01-01,gasto
A007523,2020-12-13,NECESIDAD,consumible,consumible_5482,NECESIDAD10,credito_1,-2113.95,69,202012,202101,2021-01-01,gasto
A007524,2020-12-13,NECESIDAD,consumible,consumible_3568,NECESIDAD4,credito_1,-5575.5,69,202012,202101,2021-01-01,gasto
A007525,2020-12-13,NECESIDAD,consumible,consumible_7014,NECESIDAD8,credito_1,-852.0,69,202012,202101,2021-01-01,gasto
A007526,2020-12-13,NECESIDAD,consumible,consumible_6135,NECESIDAD7,credito_1,-479.76,69,202012,202101,2021-01-01,gasto
A007527,2020-12-14,NECESIDAD,necesidad,necesidad_11,NECESIDAD1,credito_1,-274885.5,69,202012,202101,2021-01-01,gasto
A007528,2020-12-14,SUSCRIPCION,hogar,hogar_8765,SUSCRIPCION3,credito_1,-12625.5,69,202012,202101,2021-01-01,gasto
A007529,2020-12-14,SUSCRIPCION,gustos,gustos_9231,SUSCRIPCION7,credito_1,-2976.87,69,202012,202101,2021-01-01,gasto
A007530,2020-12-14,P.SALUD,necesidad,necesidad_19,P.SALUD3,credito_1,-197406.0,69,202012,202101,2021-01-01,gasto
A007534,2020-12-15,NECESIDAD,consumible,consumible_3503,NECESIDAD9,credito_1,-781.5,69,202012,202101,2021-01-01,gasto
A007535,2020-12-15,NECESIDAD,consumible,consumible_6009,NECESIDAD3,credito_1,-4059.75,69,202012,202101,2021-01-01,gasto
A007536,2020-12-15,NECESIDAD,consumible,consumible_5441,NECESIDAD1,credito_1,-781.5,69,202012,202101,2021-01-01,gasto
A007537,2020-12-15,NECESIDAD,consumible,consumible_4590,NECESIDAD2,credito_1,-498.09000000000003,69,202012,202101,2021-01-01,gasto
A007538,2020-12-15,NECESIDAD,consumible,consumible_6637,NECESIDAD5,credito_1,-483.28499999999997,69,202012,202101,2021-01-01,gasto
A007541,2020-12-16,DINERO,transaccion,transaccion_14,DINERO4,credito_1,207438.135,69,202012,202101,2021-01-01,deposito
A007543,2020-12-18,NECESIDAD,consumible,consumible_4143,NECESIDAD9,credito_1,-6472.965,69,202012,202101,2021-01-01,gasto
A007544,2020-12-18,RECREACION,consumible,consumible_13932,RECREACION8,credito_1,-11638.5,69,202012,202101,2021-01-01,gasto
A007545,2020-12-18,RECREACION,consumible,consumible_10009,RECREACION1,credito_1,-4588.5,69,202012,202101,2021-01-01,gasto
A007546,2020-12-18,RECREACION,recreacion,recreacion_15,RECREACION5,credito_1,-4236.0,69,202012,202101,2021-01-01,gasto
A007547,2020-12-18,LIBRE,consumible,consumible_3947,LIBRE2,credito_1,-16926.0,69,202012,202101,2021-01-01,gasto
A007548,2020-12-18,LIBRE,consumible,consumible_3955,LIBRE4,credito_1,-16926.0,69,202012,202101,2021-01-01,gasto
A007549,2020-12-19,RECREACION,regalo,regalo: nombre_12,RECREACION2,credito_1,-91585.5,69,202012,202101,2021-01-01,gasto
A007550,2020-12-20,HOGAR,hogar,hogar2245,HOGAR9,credito_1,-2967.2538,69,202012,202101,2021-01-01,gasto
A007551,2020-12-20,P.MANUAL,manualidad,manualidad_10,P.MANUAL1,credito_1,-1698.0282,69,202012,202101,2021-01-01,gasto
A007552,2020-12-20,P.MANUAL,manualidad,manualidad_14,P.MANUAL3,credito_1,-231.71279999999996,69,202012,202101,2021-01-01,gasto
A007553,2020-12-20,P.MANUAL,manualidad,manualidad_20,P.MANUAL5,credito_1,-252.15779999999998,69,202012,202101,2021-01-01,gasto
A007554,2020-12-20,P.MANUAL,manualidad,manualidad_13,P.MANUAL9,credito_1,-498.31559999999996,69,202012,202101,2021-01-01,gasto
A007555,2020-12-20,P.MANUAL,manualidad,manualidad_12,P.MANUAL8,credito_1,-358.5,69,202012,202101,2021-01-01,gasto
A007556,2020-12-20,LIBRE,gustos,gustos_520,LIBRE9,credito_1,-17560.5,69,202012,202101,2021-01-01,gasto
A007560,2020-12-21,SUSCRIPCION,hogar,hogar_8764,SUSCRIPCION4,credito_1,-7479.705,69,202012,202101,2021-01-01,gasto
A007563,2020-12-21,P.MANUAL,manualidad,manualidad_14,P.MANUAL2,credito_1,-5645.548799999999,69,202012,202101,2021-01-01,gasto
A007564,2020-12-21,P.MANUAL,manualidad,manualidad_10,P.MANUAL4,credito_1,-710.9435999999998,69,202012,202101,2021-01-01,gasto
A007565,2020-12-22,DINERO,transaccion,transaccion_16,DINERO6,credito_1,146923.05,69,202012,202101,2021-01-01,deposito
A007567,2020-12-23,NECESIDAD,consumible,consumible_4559,NECESIDAD3,credito_1,-1453.365,69,202012,202101,2021-01-01,gasto
A007568,2020-12-23,HOGAR,consumible,consumible97,HOGAR7,credito_1,-982.425,69,202012,202101,2021-01-01,gasto
A007569,2020-12-23,NECESIDAD,necesidad,necesidad_8,NECESIDAD10,credito_1,-6139.5,69,202012,202101,2021-01-01,gasto
A007570,2020-12-24,HOGAR,consumible,consumible134,HOGAR8,credito_1,-3883.5,69,202012,202101,2021-01-01,gasto
A007571,2020-12-24,HOGAR,consumible,consumible257,HOGAR1,credito_1,-6069.0,69,202012,202101,2021-01-01,gasto
A007572,2020-12-26,P.MANUAL,manualidad,manualidad_15,P.MANUAL5,credito_1,-111.4962,69,202012,202101,2021-01-01,gasto
A007573,2020-12-26,P.MANUAL,manualidad,manualidad_2,P.MANUAL8,credito_1,-41.1654,69,202012,202101,2021-01-01,gasto
A007574,2020-12-26,P.MANUAL,manualidad,manualidad_11,P.MANUAL7,credito_1,-568.6464,69,202012,202101,2021-01-01,gasto
A007575,2020-12-26,P.MANUAL,manualidad,manualidad_10,P.MANUAL6,credito_1,-76.3308,69,202012,202101,2021-01-01,gasto
A007576,2020-12-26,P.MANUAL,manualidad,manualidad_6,P.MANUAL3,credito_1,-216.9924,69,202012,202101,2021-01-01,gasto
A007577,2020-12-26,HOGAR,consumible,consumible272,HOGAR6,credito_1,-567.885,69,202012,202101,2021-01-01,gasto
A007578,2020-12-26,NECESIDAD,consumible,consumible_8079,NECESIDAD3,credito_1,-3883.5,69,202012,202101,2021-01-01,gasto
A007579,2020-12-26,NECESIDAD,consumible,consumible_4137,NECESIDAD5,credito_1,-7549.5,69,202012,202101,2021-01-01,gasto
A007580,2020-12-26,NECESIDAD,consumible,consumible_3501,NECESIDAD1,credito_1,-781.5,69,202012,202101,2021-01-01,gasto
A007581,2020-12-26,RECREACION,consumible,consumible_9834,RECREACION6,credito_1,-1768.5,69,202012,202101,2021-01-01,gasto
A007582,2020-12-26,LIBRE,consumible,consumible_4251,LIBRE8,credito_1,-6702.795,69,202012,202101,2021-01-01,gasto
A007583,2020-12-26,NECESIDAD,consumible,consumible_8289,NECESIDAD3,credito_1,-5243.445000000001,69,202012,202101,2021-01-01,gasto
A007584,2020-12-26,NECESIDAD,consumible,consumible_3309,NECESIDAD3,credito_1,-3108.0,69,202012,202101,2021-01-01,gasto
A007585,2020-12-26,NECESIDAD,consumible,consumible_3552,NECESIDAD10,credito_1,-8395.5,69,202012,202101,2021-01-01,gasto
A007586,2020-12-26,NECESIDAD,consumible,consumible_3565,NECESIDAD7,credito_1,-5575.5,69,202012,202101,2021-01-01,gasto
A007587,2020-12-28,NECESIDAD,necesidad,necesidad_8,NECESIDAD2,credito_1,-2332.5,69,202012,202101,2021-01-01,gasto
A007588,2020-12-28,HOGAR,consumible,consumible215,HOGAR9,credito_1,-798.42,69,202012,202101,2021-01-01,gasto
A007589,2020-12-28,NECESIDAD,consumible,consumible_5105,NECESIDAD7,credito_1,-4688.61,69,202012,202101,2021-01-01,gasto
A007594,2021-01-03,LIBRE,manualidad,manualidad_13,LIBRE8,credito_1,-1275.0,69,202012,202101,2021-01-01,gasto
A007595,2021-01-03,LIBRE,manualidad,manualidad_20,LIBRE3,credito_1,-1205.2050000000002,69,202012,202101,2021-01-01,gasto
A007596,2021-01-03,LIBRE,manualidad,manualidad_11,LIBRE8,credito_1,-2826.0,69,202012,202101,2021-01-01,gasto
A007597,2021-01-03,LIBRE,manualidad,manualidad_2,LIBRE6,credito_1,-957.75,69,202012,202101,2021-01-01,gasto
A007598,2021-01-04,TRANSPORTE,transporte,transporte_20,TRANSPORTE5,credito_1,-43723.755,69,202012,202101,2021-01-01,gasto
A007599,2021-01-05,LIBRE,manualidad,manualidad_3,LIBRE7,credito_1,-1416.0,69,202012,202101,2021-01-01,gasto
A007600,2021-01-06,NECESIDAD,consumible,consumible_6987,NECESIDAD5,credito_1,-2896.5,69,202012,202101,2021-01-01,gasto
A007601,2021-01-06,NECESIDAD,consumible,consumible_6071,NECESIDAD1,credito_1,-4236.0,69,202012,202101,2021-01-01,gasto
A007602,2021-01-06,NECESIDAD,consumible,consumible_4531,NECESIDAD1,credito_1,-700.425,69,202012,202101,2021-01-01,gasto
A007603,2021-01-06,NECESIDAD,consumible,consumible_4940,NECESIDAD2,credito_1,-5468.34,69,202012,202101,2021-01-01,gasto
A007604,2021-01-06,NECESIDAD,consumible,consumible_4134,NECESIDAD8,credito_1,-7549.5,69,202012,202101,2021-01-01,gasto
A007605,2021-01-06,HOGAR,consumible,consumible146,HOGAR8,credito_1,-782.205,69,202012,202101,2021-01-01,gasto
A007606,2021-01-06,HOGAR,consumible,consumible69,HOGAR3,credito_1,-2191.5,69,202012,202101,2021-01-01,gasto
A007607,2021-01-06,NECESIDAD,consumible,consumible_6126,NECESIDAD6,credito_1,-462.135,69,202012,202101,2021-01-01,gasto
A007608,2021-01-06,HOGAR,consumible,consumible214,HOGAR10,credito_1,-1518.93,69,202012,202101,2021-01-01,gasto
A007609,2021-01-06,NECESIDAD,consumible,consumible_5420,NECESIDAD2,credito_1,-2177.4,69,202012,202101,2021-01-01,gasto
A007610,2021-01-06,HOGAR,consumible,consumible99,HOGAR3,credito_1,-3058.6499999999996,69,202012,202101,2021-01-01,gasto
A007611,2021-01-06,SUSCRIPCION,hogar,hogar_8761,SUSCRIPCION7,credito_1,-49285.5,69,202012,202101,2021-01-01,gasto
A007612,2021-01-08,LIBRE,consumible,consumible_7110,LIBRE9,credito_1,-640.5,69,202012,202101,2021-01-01,gasto
A007613,2021-01-08,LIBRE,consumible,consumible_6797,LIBRE2,credito_1,-429.0,69,202012,202101,2021-01-01,gasto
A007614,2021-01-08,LIBRE,consumible,consumible_3045,LIBRE4,credito_1,-1627.5,69,202012,202101,2021-01-01,gasto
A007615,2021-01-08,LIBRE,consumible,consumible_4059,LIBRE10,credito_1,-2685.0,69,202012,202101,2021-01-01,gasto
A007616,2021-01-10,LIBRE,manualidad,manualidad_4,LIBRE8,credito_1,-851.295,70,202101,202102,2021-02-01,gasto
A007617,2021-01-10,LIBRE,manualidad,manualidad_14,LIBRE3,credito_1,-1486.5,70,202101,202102,2021-02-01,gasto
A007618,2021-01-10,HOGAR,consumible,consumible70,HOGAR4,credito_1,-5920.245,70,202101,202102,2021-02-01,gasto
A007619,2021-01-10,NECESIDAD,consumible,consumible_4131,NECESIDAD1,credito_1,-9742.05,70,202101,202102,2021-02-01,gasto
A007620,2021-01-10,HOGAR,consumible,consumible73,HOGAR1,credito_1,-9020.835000000001,70,202101,202102,2021-02-01,gasto
A007621,2021-01-10,HOGAR,consumible,consumible266,HOGAR8,credito_1,-16522.035,70,202101,202102,2021-02-01,gasto
A007622,2021-01-10,HOGAR,consumible,consumible96,HOGAR8,credito_1,-4693.545,70,202101,202102,2021-02-01,gasto
A007623,2021-01-10,HOGAR,consumible,consumible170,HOGAR4,credito_1,-7867.455,70,202101,202102,2021-02-01,gasto
A007624,2021-01-10,HOGAR,consumible,consumible173,HOGAR1,credito_1,-3251.1150000000002,70,202101,202102,2021-02-01,gasto
A007625,2021-01-10,P.FORMAL,necesidad,necesidad_4,P.FORMAL9,credito_1,-464460.0,70,202101,202102,2021-02-01,gasto
A007626,2021-01-11,DINERO,transaccion,transaccion_18,DINERO8,credito_1,490337.9124,70,202101,202102,2021-02-01,deposito
A007628,2021-01-11,NECESIDAD,consumible,consumible_6983,NECESIDAD9,credito_1,-2818.95,70,202101,202102,2021-02-01,gasto
A007629,2021-01-11,HOGAR,consumible,consumible206,HOGAR10,credito_1,-1066.32,70,202101,202102,2021-02-01,gasto
A007630,2021-01-11,HOGAR,consumible,consumible184,HOGAR8,credito_1,-711.0,70,202101,202102,2021-02-01,gasto
A007631,2021-01-11,NECESIDAD,consumible,consumible_5102,NECESIDAD10,credito_1,-5555.76,70,202101,202102,2021-02-01,gasto
A007632,2021-01-11,HOGAR,consumible,consumible145,HOGAR9,credito_1,-763.875,70,202101,202102,2021-02-01,gasto
A007633,2021-01-11,NECESIDAD,consumible,consumible_3499,NECESIDAD3,credito_1,-781.5,70,202101,202102,2021-02-01,gasto
A007634,2021-01-11,NECESIDAD,consumible,consumible_5183,NECESIDAD9,credito_1,-207.63,70,202101,202102,2021-02-01,gasto
A007635,2021-01-11,NECESIDAD,consumible,consumible_4500,NECESIDAD2,credito_1,-787.845,70,202101,202102,2021-02-01,gasto
A007636,2021-01-14,SUSCRIPCION,gustos,gustos_9194,SUSCRIPCION4,credito_1,-2932.455,70,202101,202102,2021-02-01,gasto
A007637,2021-01-14,SUSCRIPCION,hogar,hogar_8759,SUSCRIPCION9,credito_1,-12625.5,70,202101,202102,2021-02-01,gasto
A007642,2021-01-16,HOGAR,consumible,consumible12,HOGAR2,credito_1,-10463.265000000001,70,202101,202102,2021-02-01,gasto
A007643,2021-01-16,HOGAR,consumible,consumible31,HOGAR3,credito_1,-8588.669999999998,70,202101,202102,2021-02-01,gasto
A007644,2021-01-16,NECESIDAD,necesidad,necesidad_5,NECESIDAD2,credito_1,-6421.5,70,202101,202102,2021-02-01,gasto
A007645,2021-01-16,NECESIDAD,consumible,consumible_5481,NECESIDAD1,credito_1,-2113.95,70,202101,202102,2021-02-01,gasto
A007646,2021-01-16,HOGAR,consumible,consumible95,HOGAR9,credito_1,-4236.0,70,202101,202102,2021-02-01,gasto
A007647,2021-01-16,NECESIDAD,consumible,consumible_4280,NECESIDAD2,credito_1,-3002.25,70,202101,202102,2021-02-01,gasto
A007648,2021-01-16,NECESIDAD,consumible,consumible_4464,NECESIDAD8,credito_1,-1094.52,70,202101,202102,2021-02-01,gasto
A007649,2021-01-16,HOGAR,hogar,hogar1751,HOGAR5,credito_1,-14458.5,70,202101,202102,2021-02-01,gasto
A007650,2021-01-16,HOGAR,hogar,hogar1730,HOGAR4,credito_1,-2473.5,70,202101,202102,2021-02-01,gasto
A007651,2021-01-16,HOGAR,hogar,hogar1984,HOGAR8,credito_1,-3566.25,70,202101,202102,2021-02-01,gasto
A007654,2021-01-18,SUSCRIPCION,hogar,hogar_8757,SUSCRIPCION1,credito_1,-7479.705,70,202101,202102,2021-02-01,gasto
A007655,2021-01-18,DINERO,transaccion,transaccion_20,DINERO10,credito_1,1614219.0768,70,202101,202102,2021-02-01,deposito
A007657,2021-01-18,NECESIDAD,consumible,consumible_3732,NECESIDAD10,credito_1,-633.45,70,202101,202102,2021-02-01,gasto
A007658,2021-01-18,HOGAR,consumible,consumible135,HOGAR9,credito_1,-1937.6999999999998,70,202101,202102,2021-02-01,gasto
A007659,2021-01-18,NECESIDAD,consumible,consumible_5362,NECESIDAD10,credito_1,-4623.75,70,202101,202102,2021-02-01,gasto
A007660,2021-01-18,RECREACION,invitacion,invitacion: nombre_6,RECREACION1,credito_1,-2536.95,70,202101,202102,2021-02-01,gasto
A007663,2021-01-21,INGRESO,actividad,actividad_10,INGRESO2,credito_1,-2826.0,70,202101,202102,2021-02-01,gasto
A007664,2021-01-21,INGRESO,actividad,actividad_14,INGRESO3,credito_1,-3530.295,70,202101,202102,2021-02-01,gasto
A007665,2021-01-21,NECESIDAD,consumible,consumible_6981,NECESIDAD1,credito_1,-2896.5,70,202101,202102,2021-02-01,gasto
A007666,2021-01-21,NECESIDAD,consumible,consumible_6365,NECESIDAD7,credito_1,-3334.305,70,202101,202102,2021-02-01,gasto
A007667,2021-01-21,NECESIDAD,consumible,consumible_3562,NECESIDAD10,credito_1,-3523.95,70,202101,202102,2021-02-01,gasto
A007668,2021-01-21,HOGAR,hogar,hogar1917,HOGAR1,credito_1,-1028.25,70,202101,202102,2021-02-01,gasto
A007669,2021-01-21,HOGAR,consumible,consumible144,HOGAR10,credito_1,-811.11,70,202101,202102,2021-02-01,gasto
A007670,2021-01-21,HOGAR,manualidad,"7.manualidad_11",HOGAR6,credito_1,-712.41,70,202101,202102,2021-02-01,gasto
A007671,2021-01-21,HOGAR,manualidad,manualidad_7,HOGAR4,credito_1,-6210.0,70,202101,202102,2021-02-01,gasto
A007672,2021-01-22,LIBRE,gustos,gustos_404,LIBRE5,credito_1,-50789.97,70,202101,202102,2021-02-01,gasto
A007677,2021-01-23,RECREACION,consumible,consumible_12784,RECREACION6,credito_1,-28206.0,70,202101,202102,2021-02-01,gasto
A007678,2021-01-23,RECREACION,consumible,consumible_10507,RECREACION3,credito_1,-6139.5,70,202101,202102,2021-02-01,gasto
A007679,2021-01-23,HOGAR,manualidad,manualidad: nombre_7,HOGAR6,credito_1,-29475.0,70,202101,202102,2021-02-01,gasto
A007680,2021-01-24,HOGAR,consumible,consumible136,HOGAR10,credito_1,-1937.6999999999998,70,202101,202102,2021-02-01,gasto
A007681,2021-01-24,HOGAR,consumible,consumible61,HOGAR3,credito_1,-12780.599999999999,70,202101,202102,2021-02-01,gasto
A007683,2021-01-26,HOGAR,consumible,consumible280,HOGAR4,credito_1,-5046.75,70,202101,202102,2021-02-01,gasto
A007684,2021-01-26,NECESIDAD,consumible,consumible_6761,NECESIDAD1,credito_1,-8083.1849999999995,70,202101,202102,2021-02-01,gasto
A007685,2021-01-26,HOGAR,consumible,consumible181,HOGAR3,credito_1,-3241.245,70,202101,202102,2021-02-01,gasto
A007686,2021-01-26,NECESIDAD,consumible,consumible_5480,NECESIDAD2,credito_1,-2001.15,70,202101,202102,2021-02-01,gasto
A007687,2021-01-26,LIBRE,gustos,"8.gustos_16",LIBRE6,credito_1,-176185.5,70,202101,202102,2021-02-01,gasto
A007692,2021-01-30,NECESIDAD,consumible,consumible_4128,NECESIDAD4,credito_1,-9742.05,70,202101,202102,2021-02-01,gasto
A007693,2021-01-30,HOGAR,consumible,consumible282,HOGAR6,credito_1,-6784.575000000001,70,202101,202102,2021-02-01,gasto
A007694,2021-01-30,HOGAR,hogar,hogar1758,HOGAR2,credito_1,-14357.685,70,202101,202102,2021-02-01,gasto
A007695,2021-01-30,HOGAR,consumible,consumible248,HOGAR2,credito_1,-2826.0,70,202101,202102,2021-02-01,gasto
A007696,2021-01-30,HOGAR,consumible,consumible18,HOGAR2,credito_1,-2649.75,70,202101,202102,2021-02-01,gasto
A007697,2021-01-30,HOGAR,consumible,consumible37,HOGAR7,credito_1,-2720.25,70,202101,202102,2021-02-01,gasto
A007698,2021-01-30,NECESIDAD,consumible,consumible_3497,NECESIDAD5,credito_1,-675.75,70,202101,202102,2021-02-01,gasto
A007699,2021-01-30,LIBRE,consumible,consumible_5287,LIBRE2,credito_1,-1134.0,70,202101,202102,2021-02-01,gasto
A007700,2021-01-30,LIBRE,consumible,consumible_2932,LIBRE7,credito_1,-1874.25,70,202101,202102,2021-02-01,gasto
A007701,2021-01-30,NECESIDAD,consumible,consumible_6118,NECESIDAD4,credito_1,-700.425,70,202101,202102,2021-02-01,gasto
A007702,2021-01-30,HOGAR,consumible,consumible107,HOGAR7,credito_1,-814.635,70,202101,202102,2021-02-01,gasto
A007705,2021-01-30,RECREACION,deuda,deuda: nombre_13,RECREACION5,credito_1,-10581.0,70,202101,202102,2021-02-01,gasto
A007706,2021-01-30,RECREACION,deuda,deuda: nombre_8,RECREACION6,credito_1,-10581.0,70,202101,202102,2021-02-01,gasto
A007707,2021-01-30,RECREACION,consumible,consumible_9466,RECREACION4,credito_1,-10228.5,70,202101,202102,2021-02-01,gasto
A007708,2021-01-31,LIBRE,gustos,gustos_494,LIBRE5,credito_1,-61972.68,70,202101,202102,2021-02-01,gasto
A007709,2021-02-01,DINERO,transaccion,transaccion_2,DINERO2,credito_1,515509.03500000003,70,202101,202102,2021-02-01,deposito
A007711,2021-02-01,SUSCRIPCION,hogar,hogar_8756,SUSCRIPCION2,credito_1,-49285.5,70,202101,202102,2021-02-01,gasto
A007712,2021-02-02,HOGAR,consumible,consumible80,HOGAR4,credito_1,-1980.0,70,202101,202102,2021-02-01,gasto
A007713,2021-02-02,HOGAR,consumible,consumible101,HOGAR5,credito_1,-2173.17,70,202101,202102,2021-02-01,gasto
A007714,2021-02-02,NECESIDAD,consumible,consumible_6106,NECESIDAD6,credito_1,-2508.75,70,202101,202102,2021-02-01,gasto
A007715,2021-02-02,NECESIDAD,necesidad,necesidad_9,NECESIDAD1,credito_1,-4165.5,70,202101,202102,2021-02-01,gasto
A007716,2021-02-02,NECESIDAD,consumible,consumible_3730,NECESIDAD2,credito_1,-633.45,70,202101,202102,2021-02-01,gasto
A007717,2021-02-02,NECESIDAD,consumible,consumible_4292,NECESIDAD10,credito_1,-562.95,70,202101,202102,2021-02-01,gasto
A007718,2021-02-02,NECESIDAD,consumible,consumible_4428,NECESIDAD4,credito_1,-374.71500000000003,70,202101,202102,2021-02-01,gasto
A007721,2021-02-05,LIBRE,gustos,"7.gustos_15",LIBRE8,credito_1,-365252.4,70,202101,202102,2021-02-01,gasto
A007722,2021-02-06,LIBRE,consumible,consumible_4442,LIBRE7,credito_1,-4941.0,70,202101,202102,2021-02-01,gasto
A007723,2021-02-06,HOGAR,consumible,consumible196,HOGAR10,credito_1,-1874.25,70,202101,202102,2021-02-01,gasto
A007724,2021-02-06,NECESIDAD,consumible,consumible_5180,NECESIDAD2,credito_1,-1866.4950000000001,70,202101,202102,2021-02-01,gasto
A007725,2021-02-06,NECESIDAD,consumible,consumible_4391,NECESIDAD1,credito_1,-1539.375,70,202101,202102,2021-02-01,gasto
A007726,2021-02-06,HOGAR,gustos,gustos1322,HOGAR6,credito_1,-1803.75,70,202101,202102,2021-02-01,gasto
A007727,2021-02-06,HOGAR,gustos,gustos1326,HOGAR10,credito_1,-2959.95,70,202101,202102,2021-02-01,gasto
A007728,2021-02-06,HOGAR,gustos,gustos1327,HOGAR1,credito_1,-2755.5,70,202101,202102,2021-02-01,gasto
A007729,2021-02-06,LIBRE,consumible,consumible_6927,LIBRE2,credito_1,-11497.5,70,202101,202102,2021-02-01,gasto
A007730,2021-02-06,LIBRE,consumible,consumible_3026,LIBRE3,credito_1,-1063.5,70,202101,202102,2021-02-01,gasto
A007731,2021-02-06,LIBRE,consumible,consumible_2215,LIBRE4,credito_1,-2325.45,70,202101,202102,2021-02-01,gasto
A007732,2021-02-06,LIBRE,consumible,consumible_4199,LIBRE10,credito_1,-1063.5,70,202101,202102,2021-02-01,gasto
A007733,2021-02-06,LIBRE,consumible,consumible_3151,LIBRE8,credito_1,-852.0,70,202101,202102,2021-02-01,gasto
A007734,2021-02-07,NECESIDAD,consumible,consumible_4891,NECESIDAD1,credito_1,-7767.345,70,202101,202102,2021-02-01,gasto
A007735,2021-02-11,NECESIDAD,consumible,consumible_6363,NECESIDAD9,credito_1,-3904.6499999999996,71,202102,202103,2021-03-01,gasto
A007736,2021-02-13,HOGAR,consumible,consumible218,HOGAR2,credito_1,-7146.24,71,202102,202103,2021-03-01,gasto
A007737,2021-02-13,HOGAR,consumible,consumible71,HOGAR5,credito_1,-5538.84,71,202102,202103,2021-03-01,gasto
A007738,2021-02-13,HOGAR,consumible,consumible265,HOGAR9,credito_1,-17459.685,71,202102,202103,2021-03-01,gasto
A007739,2021-02-13,RECREACION,consumible,consumible_10338,RECREACION2,credito_1,-6562.5,71,202102,202103,2021-03-01,gasto
A007740,2021-02-13,RECREACION,invitacion,invitacion: nombre_7,RECREACION2,credito_1,-10581.0,71,202102,202103,2021-03-01,gasto
A007741,2021-02-13,NECESIDAD,consumible,consumible_4356,NECESIDAD6,credito_1,-428.295,71,202102,202103,2021-03-01,gasto
A007742,2021-02-13,LIBRE,consumible,consumible_6690,LIBRE9,credito_1,-1451.25,71,202102,202103,2021-03-01,gasto
A007743,2021-02-13,LIBRE,consumible,consumible_6795,LIBRE4,credito_1,-429.0,71,202102,202103,2021-03-01,gasto
A007744,2021-02-13,LIBRE,consumible,consumible_7107,LIBRE2,credito_1,-640.5,71,202102,202103,2021-03-01,gasto
A007745,2021-02-13,RECREACION,invitacion,invitacion: nombre_10,RECREACION3,credito_1,-570.0,71,202102,202103,2021-03-01,gasto
A007746,2021-02-14,SUSCRIPCION,hogar,hogar_8755,SUSCRIPCION3,credito_1,-12625.5,71,202102,202103,2021-03-01,gasto
A007747,2021-02-14,SUSCRIPCION,gustos,gustos_9153,SUSCRIPCION5,credito_1,-2960.6549999999997,71,202102,202103,2021-03-01,gasto
A007751,2021-02-15,DINERO,transaccion,transaccion_4,DINERO4,credito_1,1060930.17,71,202102,202103,2021-03-01,deposito
A007753,2021-02-16,LIBRE,gustos,gustos_447,LIBRE2,credito_1,-14035.5,71,202102,202103,2021-03-01,gasto
A007754,2021-02-16,SUSCRIPCION,hogar,hogar_8754,SUSCRIPCION4,credito_1,-7479.705,71,202102,202103,2021-03-01,gasto
A007755,2021-02-18,TRANSPORTE,transporte,transporte_1,TRANSPORTE3,credito_1,-18988.125,71,202102,202103,2021-03-01,gasto
A007756,2021-02-18,TRANSPORTE,transporte,transporte_10,TRANSPORTE3,credito_1,-3531.0,71,202102,202103,2021-03-01,gasto
A007757,2021-02-18,TRANSPORTE,transporte,transporte_2,TRANSPORTE5,credito_1,-22918.5,71,202102,202103,2021-03-01,gasto
A007758,2021-02-18,TRANSPORTE,transporte,transporte_3,TRANSPORTE8,credito_1,-3037.5,71,202102,202103,2021-03-01,gasto
A007759,2021-02-18,TRANSPORTE,transporte,transporte_9,TRANSPORTE1,credito_1,-3178.5,71,202102,202103,2021-03-01,gasto
A007760,2021-02-18,HOGAR,consumible,consumible94,HOGAR10,credito_1,-1768.5,71,202102,202103,2021-03-01,gasto
A007761,2021-02-18,NECESIDAD,consumible,consumible_5361,NECESIDAD1,credito_1,-4764.75,71,202102,202103,2021-03-01,gasto
A007762,2021-02-18,NECESIDAD,consumible,consumible_4276,NECESIDAD6,credito_1,-3002.25,71,202102,202103,2021-03-01,gasto
