"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","id_viaje","grupo_viaje","periodo_fact_c_diaria"
A001411,2016-09-23,P.VIAJE,necesidad,"1.necesidad_17",P.VIAJE7,-71785.575,V013,G011,201609
A011077,2023-01-04,P.VIAJE,recreacion,recreacion_15,P.VIAJE10,-2826.0,V100,G066,202301
A014627,2024-07-20,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE2,-7408.5,V137,G076,202407
A000615,2016-01-02,P.VIAJE,consumible,consumible_10394,P.VIAJE6,-3531.0,V007,G006,201601
A014112,2024-05-03,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE10,5019.945000000001,V120,G075,202405
A009792,2022-07-22,P.VIAJE,consumible,consumible_8128,P.VIAJE2,-7761.0,V088,G061,202207
A006425,2020-02-16,P.VIAJE,evento,evento_5725,P.VIAJE5,-711.0,V078,G052,202002
A015604,2025-03-31,P.VIAJE,gustos,gustos_5541,P.VIAJE9,-14740.5,V142,G080,202503
A014724,2024-08-10,P.VIAJE,consumible,consumible_7814,P.VIAJE6,-2403.0,V139,G077,202408
A004817,2019-03-16,P.VIAJE,necesidad,necesidad_1,P.VIAJE8,-25661.091,V051,G035,201903
A014741,2024-08-11,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE10,-3883.5,V139,G077,202408
A014215,2024-05-03,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE4,7524.4574999999995,V118,G075,202405
A001076,2016-06-04,P.VIAJE,consumible,consumible_10564,P.VIAJE6,-2685.0,V010,G009,201606
A001074,2016-06-04,P.VIAJE,consumible,consumible_7096,P.VIAJE4,-852.0,V010,G009,201606
A013933,2024-04-19,P.VIAJE,consumible,consumible_10341,P.VIAJE9,-577.05,V123,G075,202404
A005940,2019-10-22,RECREACION,deuda,deuda: nombre_11,RECREACION10,-1521.75,V068,G047,201910
A005262,2019-06-08,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE3,7044.0,V060,G041,201906
A014251,2024-05-03,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE10,615.4575,V122,G075,202405
A015669,2025-04-14,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE6,-9594.0,V143,G081,202504
A013083,2023-12-19,P.VIAJE,hogar,hogar_5130,P.VIAJE10,-11286.0,V113,G072,202312
A005699,2019-09-21,P.VIAJE,consumible,consumible_11034,P.VIAJE6,-2883.81,V064,G045,201909
A005771,2019-09-29,P.VIAJE,consumible,consumible_8010,P.VIAJE10,-11286.0,V065,G046,201909
A010316,2022-09-04,P.VIAJE,evento,evento_5636,P.VIAJE4,-6703.5,V094,G063,202209
A002304,2017-06-10,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE3,-3531.0,V023,G017,201706
A011878,2023-05-15,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE4,-9876.0,V102,G067,202305
A005596,2019-08-22,P.VIAJE,deuda,deuda: nombre_9,P.VIAJE10,-35256.0,V064,G045,201908
A003898,2018-06-22,P.VIAJE,consumible,consumible_10442,P.VIAJE8,-17631.0,V047,G031,201806
A003880,2018-06-20,P.VIAJE,transporte,transporte_2,P.VIAJE7,-2826.0,V047,G031,201806
A013423,2024-02-20,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE2,-7836.4349999999995,V116,G075,202402
A005774,2019-09-29,P.VIAJE,transporte,transporte_16,P.VIAJE4,-429.0,V065,G046,201909
A000417,2015-11-01,RECREACION,consumible,consumible_12871,RECREACION9,-3531.0,V004,G003,201511
A004885,2019-03-23,P.VIAJE,transaccion,transaccion_6,P.VIAJE3,-499.5,V052,G036,201903
A003396,2018-02-17,P.VIAJE,consumible,consumible_9486,P.VIAJE4,-1169.25,V043,G027,201802
A014202,2024-05-03,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE1,11302.5525,V116,G075,202405
A003156,2017-12-14,LIBRE,consumible,consumible_6353,LIBRE6,-1134.0,V040,G025,201712
A013598,2024-03-13,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE5,-19450.2525,V131,G075,202403
A012358,2023-08-02,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE7,-11286.0,V107,G069,202308
A003388,2018-02-16,P.VIAJE,transporte,transporte_11,P.VIAJE3,-33705.0,V043,G027,201802
A013221,2024-01-12,P.VIAJE,transporte,transporte_18,P.VIAJE9,-53559.21,V129,G075,202401
A013765-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE9,-3838.0274999999997,V115,G075,202404
A012046,2023-06-17,P.VIAJE,gustos,gustos_5500,P.VIAJE10,-6351.0,V104,G068,202306
A000413,2015-10-31,RECREACION,recreacion,recreacion_17,RECREACION1,-3531.0,V004,G003,201510
A014159,2024-05-03,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE9,4388.265,V128,G075,202405
A009471,2022-05-15,P.VIAJE,necesidad,necesidad_1,P.VIAJE8,-2466.45,V086,G059,202205
A013778,2024-04-09,P.VIAJE,recreacion,recreacion_1,P.VIAJE1,-100.11749999999999,V116,G075,202404
A002852,2017-10-19,P.VIAJE,consumible,consumible_10390,P.VIAJE10,-711.0,V027,G021,201710
A005791,2019-10-01,P.VIAJE,evento,evento_5651,P.VIAJE9,-4941.0,V065,G046,201910
A005338,2019-06-16,P.VIAJE,consumible,consumible_9761,P.VIAJE9,-7338.0,V061,G042,201906
A003461,2018-03-05,P.VIAJE,necesidad,necesidad_1,P.VIAJE3,-263948.13,V047,G031,201803
A005828,2019-10-03,P.VIAJE,evento,evento_5645,P.VIAJE5,-5646.0,V066,G046,201910
A015477,2025-02-26,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE8,95380.5,V143,G081,202502
A002329,2017-06-11,P.VIAJE,consumible,consumible_10677,P.VIAJE3,-12978.0,V023,G017,201706
A013764-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE8,-1576.74,V115,G075,202404
A006103,2019-11-25,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE7,-165557.625,V078,G052,201911
A003014,2017-11-17,P.VIAJE,consumible,consumible_7585,P.VIAJE5,-67427.265,V031,G022,201711
A001964,2017-03-14,P.VIAJE,consumible,consumible_9689,P.VIAJE1,-2544.0,V020,G016,201703
A000614,2016-01-02,P.VIAJE,consumible,consumible_7674,P.VIAJE6,-4588.5,V007,G006,201601
A011901,2023-05-23,P.VIAJE,recreacion,recreacion_3,P.VIAJE2,-358.5,V101,G067,202305
A013054,2023-12-14,P.VIAJE,recreacion,recreacion_20,P.VIAJE5,-11257.8,V112,G072,202312
A002905,2017-10-23,P.VIAJE,consumible,consumible_8189,P.VIAJE1,-3531.0,V029,G021,201710
A007196,2020-09-16,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE6,-1239.75,V079,G053,202009
A015686,2025-04-16,P.VIAJE,recreacion,recreacion_7,P.VIAJE7,-4003.3500000000004,V143,G081,202504
A002976,2017-11-10,P.VIAJE,deuda,deuda_6152,P.VIAJE8,-12343.5,V030,G022,201711
A003669,2018-05-05,P.VIAJE,consumible,consumible_7818,P.VIAJE2,-1063.5,V045,G029,201805
A015901,2025-07-05,P.VIAJE,consumible,consumible_8125,P.VIAJE5,-4941.0,V145,G082,202507
A003157,2017-12-14,LIBRE,consumible,consumible_3008,LIBRE1,-1204.5,V040,G025,201712
A001426,2016-09-24,P.VIAJE,necesidad,necesidad_15,P.VIAJE9,-8853.045,V013,G011,201609
A013111,2023-12-25,P.VIAJE,consumible,consumible: nombre_8,P.VIAJE5,35244.0,V113,G072,202312
A009779,2022-07-21,P.VIAJE,consumible,consumible_7935,P.VIAJE5,-993.0,V088,G061,202207
A002810,2017-10-08,P.VIAJE,gustos,"8.gustos_16",P.VIAJE4,-3531.0,V026,G020,201710
A001939,2017-03-13,P.VIAJE,transporte,transporte_20,P.VIAJE4,-9335.97,V019,G016,201703
A013850,2024-04-14,P.VIAJE,recreacion,recreacion_13,P.VIAJE9,-3146.7749999999996,V120,G075,202404
A008725,2021-10-24,P.VIAJE,consumible,consumible_11509,P.VIAJE1,-1416.0,V083,G056,202110
A013225,2024-01-12,P.VIAJE,transporte,transporte_19,P.VIAJE1,-35931.39,V133,G075,202401
A003656,2018-05-04,P.VIAJE,transporte,transporte_10,P.VIAJE10,-7338.0,V045,G029,201805
A008314,2021-06-26,RECREACION,consumible,consumible_13300,RECREACION10,-3108.0,V082,G055,202106
A015638,2025-04-12,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE10,-7056.0,V143,G081,202504
A010848,2022-11-21,P.VIAJE,transporte,transporte_4,P.VIAJE3,-711.0,V099,G065,202211
A006534,2020-03-15,P.VIAJE,consumible,consumible_7163,P.VIAJE7,-2473.5,V078,G052,202003
A004391,2018-11-15,P.VIAJE,evento,evento: nombre_14,P.VIAJE6,-130431.0,V052,G036,201811
A004903,2019-03-25,P.VIAJE,consumible,consumible_9735,P.VIAJE5,-9171.0,V052,G036,201903
A006529,2020-03-14,P.VIAJE,transporte,transporte_17,P.VIAJE2,-11417.130000000001,V078,G052,202003
A004815,2019-03-16,P.VIAJE,necesidad,necesidad_15,P.VIAJE3,-24079.071,V051,G035,201903
A002858,2017-10-19,P.VIAJE,transporte,transporte_10,P.VIAJE4,-1416.0,V027,G021,201710
A015592,2025-03-30,P.VIAJE,consumible,consumible_11825,P.VIAJE5,-3178.5,V142,G080,202503
A013950,2024-04-20,P.VIAJE,consumible,consumible_8211,P.VIAJE9,-3992.7749999999996,V123,G075,202404
A005567,2019-08-10,P.VIAJE,consumible,consumible_8705,P.VIAJE5,-3813.0,V063,G044,201908
A015478,2025-02-26,P.VIAJE,deuda,deuda_6194,P.VIAJE6,277834.5,V143,G081,202502
A005952,2019-10-24,RECREACION,deuda,deuda: nombre_13,RECREACION9,-1416.0,V070,G047,201910
A003674,2018-05-05,P.VIAJE,consumible,consumible_8546,P.VIAJE4,-3531.0,V045,G029,201805
A015232,2024-12-17,P.VIAJE,necesidad,necesidad_15,P.VIAJE2,-112655.12999999999,V142,G080,202412
A005770,2019-09-29,P.VIAJE,recreacion,recreacion_6,P.VIAJE4,-711.0,V065,G046,201909
A014266,2024-05-03,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE5,1064.895,V123,G075,202405
A015582,2025-03-29,P.VIAJE,consumible,consumible_7267,P.VIAJE3,-499.5,V142,G080,202503
A014002,2024-04-25,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE4,-900.645,V131,G075,202404
A013902,2024-04-18,P.VIAJE,necesidad,necesidad_13,P.VIAJE2,-2216.88,V122,G075,202404
A010504,2022-09-29,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE6,-4588.5,V095,G064,202209
A012635,2023-09-25,P.VIAJE,consumible,consumible_10082,P.VIAJE8,-2826.0,V109,G071,202309
A003244,2017-12-31,RECREACION,consumible,consumible_9844,RECREACION6,-14106.0,V042,G026,201712
A010318,2022-09-04,P.VIAJE,consumible,consumible_7604,P.VIAJE6,-16221.0,V094,G063,202209
A013624,2024-03-22,P.VIAJE,consumible,consumible_7087,P.VIAJE3,-10933.5,V114,G074,202403
A007198,2020-09-16,P.VIAJE,consumible,consumible_11610,P.VIAJE10,-2191.5,V079,G053,202009
A002022,2017-03-20,INGRESO,actividad,actividad_12,INGRESO5,-35255.295,V022,G016,201703
A001822,2017-02-06,LIBRE,gustos,gustos_514,LIBRE5,-22470.824999999997,V021,G016,201702
A009785,2022-07-21,P.VIAJE,transporte,transporte_18,P.VIAJE6,-1416.0,V088,G061,202207
A012045,2023-06-17,P.VIAJE,consumible,consumible_7687,P.VIAJE3,-1239.75,V104,G068,202306
A013645,2024-03-27,P.VIAJE,consumible,consumible_8241,P.VIAJE9,-3672.0,V114,G074,202403
A013823-1,2024-04-12,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE7,-1266.8925000000002,V119,G075,202404
A002518,2017-07-24,P.VIAJE,transporte,transporte_10,P.VIAJE2,-33282.0,V025,G019,201707
A010315,2022-09-03,P.VIAJE,transporte,transporte_13,P.VIAJE4,-358.5,V094,G063,202209
A014161,2024-05-03,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE1,2578.5299999999997,V128,G075,202405
A008319,2021-06-27,RECREACION,invitacion,invitacion: nombre_4,RECREACION8,-22862.1,V082,G055,202106
A002008,2017-03-19,P.VIAJE,recreacion,recreacion_4,P.VIAJE10,-11541.914999999999,V021,G016,201703
A014213,2024-05-03,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE2,2504.1524999999997,V118,G075,202405
A000472,2015-11-20,P.VIAJE,evento,evento_5868,P.VIAJE2,-711.0,V005,G004,201511
A002805,2017-10-07,P.VIAJE,consumible,consumible_8573,P.VIAJE7,-3531.0,V026,G020,201710
A015497,2025-02-27,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE10,161804.895,V143,G081,202502
A000460,2015-11-19,P.VIAJE,transaccion,transaccion: nombre_18,P.VIAJE3,4224.0,V005,G004,201511
A002883,2017-10-21,P.VIAJE,consumible,consumible_8357,P.VIAJE3,-11286.0,V027,G021,201710
A014657,2024-07-29,P.VIAJE,recreacion,recreacion: nombre_3,P.VIAJE9,-7056.0,V138,G076,202407
A013827,2024-04-13,P.VIAJE,consumible,consumible_8711,P.VIAJE9,-4403.4375,V119,G075,202404
A013813,2024-04-12,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE8,-4384.755,V119,G075,202404
A005089,2019-05-04,P.VIAJE,consumible,consumible_10961,P.VIAJE9,-1768.5,V056,G039,201905
A013835,2024-04-13,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE5,-3775.6349999999998,V119,G075,202404
A001081,2016-06-04,P.VIAJE,consumible,consumible_8459,P.VIAJE1,-3178.5,V010,G009,201606
A001936,2017-03-13,P.VIAJE,necesidad,necesidad_18,P.VIAJE8,-55348.5,V019,G016,201703
A010524,2022-10-02,P.VIAJE,consumible,consumible_8006,P.VIAJE4,-18336.0,V096,G064,202210
A007237,2020-09-21,P.VIAJE,hogar,hogar: nombre_7,P.VIAJE7,-14106.0,V080,G053,202009
A006230,2019-12-20,RECREACION,recreacion,recreacion_15,RECREACION6,-2121.0,V073,G049,201912
A011081,2023-01-05,P.VIAJE,consumible,consumible_9549,P.VIAJE1,-5575.5,V100,G066,202301
A009490,2022-05-18,P.VIAJE,consumible,consumible_7991,P.VIAJE9,-10581.0,V086,G059,202205
A015915,2025-07-05,P.VIAJE,regalo,regalo_10,P.VIAJE9,-1980.0,V145,G082,202507
A007224,2020-09-20,P.VIAJE,consumible,consumible_10863,P.VIAJE7,-7690.5,V080,G053,202009
A002011,2017-03-19,P.VIAJE,gustos,gustos_5527,P.VIAJE3,-19005.75,V021,G016,201703
A009780,2022-07-21,P.VIAJE,transporte,transporte_7,P.VIAJE7,-3063.585,V088,G061,202207
A003652,2018-05-03,P.VIAJE,consumible,consumible_8384,P.VIAJE6,-2403.0,V045,G029,201805
A009524,2022-05-21,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE10,-8395.5,V086,G059,202205
A013148,2024-01-07,P.VIAJE,hogar,hogar_5099,P.VIAJE1,-87355.5,V113,G072,202401
A006375,2020-01-30,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE3,42505.5,V078,G052,202001
A013688,2024-04-02,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE10,7887.885,V116,G075,202404
A010162,2022-08-19,P.VIAJE,consumible,consumible_11735,P.VIAJE5,-3495.75,V089,G062,202208
A013523,2024-03-11,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE10,-37777.08,V119,G075,202403
A008320,2021-06-27,RECREACION,invitacion,invitacion: nombre_19,RECREACION9,-22862.1,V082,G055,202106
A014263,2024-05-03,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE2,785.715,V123,G075,202405
A009004,2021-12-23,P.VIAJE,consumible,consumible_9718,P.VIAJE2,-10581.0,V085,G058,202112
A013896,2024-04-17,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE1,-5567.04,V122,G075,202404
A013901-1,2024-04-18,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE5,-4496.85,V122,G075,202404
A002991,2017-11-12,P.VIAJE,consumible,consumible_11707,P.VIAJE3,-9871.77,V031,G022,201711
A012410,2023-08-08,P.VIAJE,necesidad,necesidad_11,P.VIAJE3,-160059.33000000002,V109,G071,202308
A011080,2023-01-05,P.VIAJE,consumible,consumible_9731,P.VIAJE9,-11920.5,V100,G066,202301
A001408,2016-09-23,P.VIAJE,transporte,transporte_2,P.VIAJE9,-38076.0,V013,G011,201609
A011975,2023-06-06,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE6,-2473.5,V102,G067,202306
A009526,2022-05-22,P.VIAJE,transporte,transporte_14,P.VIAJE5,-3659.31,V086,G059,202205
A001414,2016-09-23,P.VIAJE,necesidad,necesidad_5,P.VIAJE5,-30458.475,V013,G011,201609
A013643,2024-03-27,P.VIAJE,consumible,consumible_10618,P.VIAJE2,-6633.0,V114,G074,202403
A013473,2024-03-01,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE10,-13330.5,V114,G074,202403
A013632,2024-03-23,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE1,-141006.0,V114,G074,202403
A003085,2017-11-27,P.VIAJE,deuda,deuda_6155,P.VIAJE5,-2826.0,V036,G022,201711
A005018,2019-04-18,P.VIAJE,consumible,consumible_10610,P.VIAJE10,-1134.0,V055,G038,201904
A014143,2024-05-03,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE2,3242.64,V123,G075,202405
A010996,2022-12-14,P.VIAJE,transporte,transporte_1,P.VIAJE10,-20705.505,V100,G066,202212
A005315,2019-06-15,P.VIAJE,recreacion,recreacion_13,P.VIAJE5,-5082.0,V061,G042,201906
A010997,2022-12-14,P.VIAJE,recreacion,recreacion_10,P.VIAJE5,-1416.0,V100,G066,202212
A009527,2022-05-22,P.VIAJE,consumible,consumible_10802,P.VIAJE8,-6351.0,V086,G059,202205
A004026,2018-07-25,LIBRE,consumible,consumible_2544,LIBRE5,-711.0,V048,G032,201807
A003015,2017-11-17,P.VIAJE,consumible,consumible_10461,P.VIAJE9,-4501.08,V031,G022,201711
A015894,2025-07-04,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE7,23964.0,V144,G082,202507
A013564,2024-03-12,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE2,-24729.645,V122,G075,202403
A012044,2023-06-17,P.VIAJE,gustos,"2.gustos_10",P.VIAJE3,-45831.0,V104,G068,202306
A005342,2019-06-17,P.VIAJE,transporte,transporte_18,P.VIAJE8,-23791.995,V061,G042,201906
A004902,2019-03-25,P.VIAJE,transporte,transporte_15,P.VIAJE5,-3381.54,V052,G036,201903
A013886,2024-04-17,P.VIAJE,consumible,consumible_10794,P.VIAJE6,-6413.04,V122,G075,202404
A003035,2017-11-19,P.VIAJE,consumible,consumible_11714,P.VIAJE6,-19356.135000000002,V034,G022,201711
A014035,2024-04-27,P.VIAJE,consumible,consumible_11828,P.VIAJE2,-7094.070000000001,V133,G075,202404
A009797,2022-07-22,P.VIAJE,consumible,consumible_7153,P.VIAJE7,-1733.25,V088,G061,202207
A005951,2019-10-24,RECREACION,deuda,deuda: nombre_16,RECREACION8,-4236.0,V070,G047,201910
A015456,2025-02-17,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE1,-95392.5,V143,G081,202502
A001922,2017-03-11,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE9,-3531.0,V019,G016,201703
A002211,2017-05-13,P.VIAJE,evento,evento_5756,P.VIAJE4,-8113.5,V023,G017,201705
A003911,2018-06-23,P.VIAJE,consumible,consumible_8714,P.VIAJE6,-887.25,V047,G031,201806
A015906,2025-07-05,P.VIAJE,consumible,consumible_9691,P.VIAJE9,-10581.0,V145,G082,202507
A013114,2023-12-26,P.VIAJE,hogar,hogar_4823,P.VIAJE7,-88643.535,V113,G072,202312
A001946,2017-03-13,P.VIAJE,consumible,consumible_9505,P.VIAJE5,-1063.5,V020,G016,201703
A011038,2022-12-23,P.VIAJE,consumible,consumible_10569,P.VIAJE1,-5223.0,V100,G066,202212
A002779,2017-10-06,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE4,-42306.0,V026,G020,201710
A006369,2020-01-25,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE2,42505.5,V078,G052,202001
A006274,2019-12-28,P.VIAJE,gustos,gustos_5183,P.VIAJE7,-14722.451999999997,V074,G050,201912
A005936,2019-10-22,RECREACION,deuda,deuda_8248,RECREACION2,-2085.75,V068,G047,201910
A012348,2023-07-28,P.VIAJE,necesidad,necesidad_19,P.VIAJE7,576351.24,V106,G069,202307
A010838,2022-11-17,P.VIAJE,consumible,consumible_10477,P.VIAJE3,-7761.0,V099,G065,202211
A015912,2025-07-05,P.VIAJE,regalo,regalo_9,P.VIAJE8,-1980.0,V145,G082,202507
A013904,2024-04-18,P.VIAJE,consumible,consumible_10820,P.VIAJE10,-16440.96,V122,G075,202404
A000980,2016-05-14,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE2,56394.0,V013,G011,201605
A013916,2024-04-19,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE6,-3382.245,V122,G075,202404
A013136,2023-12-29,P.VIAJE,hogar,hogar_5026,P.VIAJE4,-3672.0,V113,G072,202312
A004895,2019-03-24,P.VIAJE,consumible,consumible_10964,P.VIAJE6,-2826.0,V052,G036,201903
A001935,2017-03-12,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE10,-4588.5,V019,G016,201703
A013861-1,2024-04-15,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE4,-11321.955,V121,G075,202404
A013777-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE8,-1237.2825,V116,G075,202404
A013142,2024-01-06,P.VIAJE,hogar,hogar_4797,P.VIAJE3,769.5,V113,G072,202401
A010544,2022-10-05,P.VIAJE,transporte,transporte_7,P.VIAJE6,-38781.0,V098,G064,202210
A003017,2017-11-17,P.VIAJE,transporte,transporte_19,P.VIAJE1,-1578.855,V031,G022,201711
A015910,2025-07-05,P.VIAJE,consumible,consumible_7225,P.VIAJE5,-4588.5,V145,G082,202507
A013783,2024-04-09,P.VIAJE,consumible,consumible_11207,P.VIAJE3,-1230.9375,V116,G075,202404
A005783,2019-09-29,P.VIAJE,transporte,transporte_1,P.VIAJE10,-9563.685,V065,G046,201909
A014631,2024-07-20,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE4,-9876.0,V137,G076,202407
A011920,2023-05-28,P.VIAJE,deuda,deuda_6137,P.VIAJE3,-5646.0,V101,G067,202305
A013954,2024-04-20,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE4,-3254.64,V124,G075,202404
A013773,2024-04-09,P.VIAJE,consumible,consumible_10575,P.VIAJE5,-879.1425,V116,G075,202404
A002871,2017-10-20,P.VIAJE,consumible,consumible_10848,P.VIAJE2,-358.5,V027,G021,201710
A003785,2018-05-29,P.VIAJE,necesidad,necesidad_3,P.VIAJE5,-73658.76,V047,G031,201805
A005944,2019-10-22,RECREACION,deuda,deuda: nombre_19,RECREACION4,-711.0,V068,G047,201910
A002739,2017-09-28,P.VIAJE,recreacion,recreacion_19,P.VIAJE4,-70506.0,V027,G021,201709
A009678,2022-06-27,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE4,-4606.125,V087,G060,202206
A002771,2017-10-05,P.VIAJE,necesidad,necesidad_5,P.VIAJE8,-42306.0,V026,G020,201710
A002578,2017-08-06,P.VIAJE,consumible,consumible_7670,P.VIAJE10,-4236.0,V025,G019,201708
A013825,2024-04-12,P.VIAJE,consumible,consumible_10349,P.VIAJE1,-765.99,V119,G075,202404
A001963,2017-03-14,P.VIAJE,transporte,transporte_11,P.VIAJE2,-6119.76,V020,G016,201703
A013100,2023-12-22,P.VIAJE,consumible,consumible_9967,P.VIAJE3,-11286.0,V113,G072,202312
A011021,2022-12-19,P.VIAJE,consumible,consumible_7765,P.VIAJE5,-7902.0,V100,G066,202212
A013974,2024-04-22,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE5,-1298.97,V127,G075,202404
A013696,2024-04-02,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE8,37765.08,V119,G075,202404
A010511,2022-09-30,P.VIAJE,consumible,consumible_10772,P.VIAJE8,-887.25,V095,G064,202209
A014082,2024-04-30,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE3,124848.795,V133,G075,202404
A013883,2024-04-16,P.VIAJE,consumible,consumible_11283,P.VIAJE7,-2114.655,V122,G075,202404
A001080,2016-06-04,P.VIAJE,consumible,consumible_8659,P.VIAJE1,-3531.0,V010,G009,201606
A013087,2023-12-19,P.VIAJE,hogar,hogar_4804,P.VIAJE6,-3178.5,V113,G072,202312
A000479,2015-11-21,P.VIAJE,transporte,transporte_3,P.VIAJE5,-4857.1050000000005,V005,G004,201511
A009804,2022-07-23,P.VIAJE,consumible,consumible_9843,P.VIAJE7,-1416.0,V088,G061,202207
A010295,2022-09-02,P.VIAJE,consumible,consumible_10327,P.VIAJE3,-1380.75,V094,G063,202209
A004985,2019-04-12,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE3,-14106.0,V055,G038,201904
A013971,2024-04-22,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE4,-7763.115,V127,G075,202404
A013900,2024-04-18,P.VIAJE,necesidad,necesidad_9,P.VIAJE2,-696.9000000000001,V122,G075,202404
A011033,2022-12-22,P.VIAJE,regalo,regalo_11,P.VIAJE10,-2332.5,V100,G066,202212
A009479,2022-05-16,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE1,-17983.5,V086,G059,202205
A011939,2023-05-30,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE9,-9171.0,V101,G067,202305
A010520,2022-10-02,P.VIAJE,consumible,consumible_10936,P.VIAJE4,-5646.0,V096,G064,202210
A001697,2016-12-24,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE5,-2967.0,V017,G014,201612
A013170,2024-01-09,P.VIAJE,consumible,consumible_9939,P.VIAJE1,-5646.0,V113,G072,202401
A013849-1,2024-04-14,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE6,-7544.5650000000005,V120,G075,202404
A014016,2024-04-26,P.VIAJE,deuda,deuda: nombre_9,P.VIAJE1,-2619.435,V132,G075,202404
A013152,2024-01-07,P.VIAJE,consumible,consumible_8213,P.VIAJE7,-6351.0,V113,G072,202401
A002868,2017-10-20,P.VIAJE,consumible,consumible_8360,P.VIAJE10,-16926.0,V027,G021,201710
A008738,2021-10-29,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE2,-6139.5,V084,G057,202110
A003117,2017-12-07,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE7,32635.5,V036,G022,201712
A013528,2024-03-11,P.VIAJE,evento,evento_5829,P.VIAJE1,-41084.587499999994,V119,G075,202403
A014001,2024-04-25,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE3,-1199.565,V131,G075,202404
A014240,2024-05-03,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE9,11309.955,V121,G075,202405
A010535,2022-10-03,P.VIAJE,consumible,consumible_11496,P.VIAJE4,-2826.0,V096,G064,202210
A005795,2019-10-01,P.VIAJE,consumible,consumible_9810,P.VIAJE10,-1768.5,V065,G046,201910
A015059,2024-11-01,P.VIAJE,evento,"7.evento_11",P.VIAJE3,-389518.5,V142,G080,202411
A013846-1,2024-04-14,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE3,-6288.255,V120,G075,202404
A009764,2022-07-20,P.VIAJE,consumible,consumible_11156,P.VIAJE4,-3108.0,V088,G061,202207
