fecha,tipo_cambio,moneda
20/12/2024,1030.91,Euro
19/12/2024,1026.87,Euro
18/12/2024,1028.24,Euro
17/12/2024,1034.80,Euro
16/12/2024,1039.79,Euro
13/12/2024,1035.32,Euro
12/12/2024,1023.01,Euro
11/12/2024,1022.44,Euro
10/12/2024,1023.63,Euro
09/12/2024,1022.54,Euro
06/12/2024,1030.21,Euro
05/12/2024,1025.60,Euro
04/12/2024,1023.62,Euro
03/12/2024,1021.47,Euro
02/12/2024,1026.53,Euro
29/11/2024,1029.11,Euro
28/11/2024,1032.70,Euro
27/11/2024,1032.21,Euro
26/11/2024,1024.27,Euro
25/11/2024,1023.69,Euro
22/11/2024,1028.11,Euro
21/11/2024,1019.69,Euro
20/11/2024,1025.61,Euro
19/11/2024,1029.36,Euro
18/11/2024,1030.56,Euro
15/11/2024,1032.40,Euro
14/11/2024,1027.53,Euro
13/11/2024,1033.87,Euro
12/11/2024,1046.68,Euro
11/11/2024,1043.13,Euro
08/11/2024,1039.83,Euro
07/11/2024,1025.08,Euro
06/11/2024,1030.24,Euro
05/11/2024,1043.71,Euro
04/11/2024,1037.85,Euro
01/11/2024,1040.83,Euro
31/10/2024,1045.99,Euro
30/10/2024,1044.05,Euro
29/10/2024,1032.15,Euro
28/10/2024,1023.72,Euro
25/10/2024,1023.83,Euro
24/10/2024,1025.09,Euro
23/10/2024,1019.02,Euro
22/10/2024,1022.15,Euro
21/10/2024,1030.56,Euro
18/10/2024,1036.04,Euro
17/10/2024,1024.74,Euro
16/10/2024,1013.33,Euro
15/10/2024,1026.27,Euro
14/10/2024,1011.70,Euro
11/10/2024,1013.20,Euro
10/10/2024,1015.75,Euro
09/10/2024,1020.06,Euro
08/10/2024,1023.01,Euro
07/10/2024,1015.79,Euro
04/10/2024,1014.22,Euro
03/10/2024,1014.76,Euro
02/10/2024,1006.20,Euro
01/10/2024,1000.29,Euro
30/09/2024,1000.50,Euro
27/09/2024,1004.28,Euro
26/09/2024,1006.79,Euro
25/09/2024,1015.46,Euro
24/09/2024,1017.84,Euro
23/09/2024,1023.86,Euro
20/09/2024,1038.43,Euro
19/09/2024,1038.36,Euro
18/09/2024,1035.70,Euro
17/09/2024,1032.96,Euro
16/09/2024,1025.70,Euro
13/09/2024,1025.67,Euro
12/09/2024,1031.54,Euro
11/09/2024,1034.37,Euro
10/09/2024,1045.53,Euro
09/09/2024,1041.97,Euro
06/09/2024,1045.79,Euro
05/09/2024,1046.90,Euro
04/09/2024,1044.73,Euro
03/09/2024,1025.53,Euro
02/09/2024,1015.29,Euro
30/08/2024,1008.34,Euro
29/08/2024,1010.54,Euro
28/08/2024,1014.76,Euro
